,juso,경도,위도
1915,경상북도 안동시 와룡면 구수방길 7-5,128.816307548,36.664278349
1916,전라북도 군산시 옥구읍 남군산로 1472-8,126.681517631,35.897302849
1917,충청남도 공주시 탄천면 가배실로 134-22,127.024479932,36.303216758
1918,경상북도 봉화군 봉화읍 파인토피아로 1072,128.754860371,36.886390084
1919,경상남도 김해시 가야로 311-30 (구산동),128.877830112,35.250221148
1920,전라남도 영암군 삼호읍 아산길 14-27,,
1921,경상북도 봉화군 봉화읍 샘골길 14-7,128.697696595,36.883135732
1922,경상북도 영천시 오미망정로 85 (야사동),128.944096374,35.984640379
1923,경상북도 청송군 진보면 경동로 3635,129.003090782,36.559770003
1924,경상북도 성주군 성주읍 학산1길 14-22,128.299912461,35.942361731
1925,경상북도 영천시 임고면 승마휴양림길 62-16,128.998529303,36.030739960
1926,광주광역시 남구 광곡마을길 76-2 (양과동),126.871423278,35.095220953
1927,광주광역시 동구 학소로42번길 26-3 (소태동),126.936953560,35.122480459
1928,대구광역시 달성군 하빈면 하빈로171길 69,128.458677353,35.936063845
1929,전라남도 신안군 도초면 고란길 132-24,125.977931791,34.687816987
1930,경상북도 경산시 경안로 196 (중방동),128.737531649,35.825004684
1931,경상북도 경산시 하양읍 하양로 13-13,128.808750725,35.908038691
1932,경상북도 포항시 북구 흥해읍 초곡길 172-79,129.325664735,36.089821444
1933,강원도 강릉시 수리골길 65 (교동),128.896660503,37.776236657
1934,충청북도 청주시 청원구 충청대로233번길 93 (주중동),127.493356354,36.678902312
1935,인천광역시 서구 허암길 8 (검암동),126.678487962,37.563522435
1936,경기도 연천군 신서면 도신로 148-35,127.091859374,38.181372397
1937,경상북도 안동시 도산면 하계길 50-3,128.865330079,36.728170066
1938,충청남도 논산시 원댕이길 2-33 (강산동),127.096348997,36.180344974
1939,경상남도 거창군 주상면 보해길 19,127.925164734,35.742428747
1940,충청북도 청주시 흥덕구 강내면 궁현연꽃1길 9,127.363346034,36.578080232
1941,서울특별시 은평구 갈현로16길 17 (구산동),126.912831981,37.608236989
1942,대전광역시 서구 댓고개길 70-19 (우명동),127.287903646,36.238726250
1943,경상북도 봉화군 상운면 도기길 2-10,128.749242057,36.810822836
1944,대구광역시 동구 도평로77길 156 (지묘동),128.664901355,35.940572238
1945,경상북도 청송군 현서면 구산북로 90-1,128.895970029,36.278171446
1946,전라남도 보성군 미력면 용정길 173-2,127.107798794,34.804784350
1947,경상북도 영천시 금호읍 대동마을길 111-4,128.880174798,35.954896446
1948,경상북도 봉화군 명호면 청량산길 199-136,128.919717490,36.787859446
1949,경기도 파주시 검산로6번길 32 (검산동),126.740615897,37.776477652
1950,경상북도 문경시 골안길 56 (공평동),128.165752874,36.610397286
1951,경기도 가평군 가평읍 문화로 13-234,127.504942726,37.810956841
1952,경상북도 예천군 감천면 수한길 55,128.496993267,36.764941165
1953,경상북도 봉화군 물야면 문수로 449-64,128.737369097,36.932273448
1954,부산광역시 기장군 기장읍 기장대로 143-12,129.208287164,35.210078317
1955,전라남도 담양군 월산면 사암길 47-69,126.952632793,35.383603010
1956,전라남도 해남군 계곡면 산골길 280,126.616472229,34.668814172
1957,경상남도 거제시 연초면 명동4길 191-38,128.675919841,34.969608440
1958,경상남도 고성군 영오면 양산3길 58,128.265994428,35.121200458
1959,경상남도 함양군 안의면 독자길 40,127.841086732,35.605130433
1960,전라북도 장수군 천천면 천동로 51,127.551919651,35.788383437
1961,경상북도 울진군 죽변면 죽변북로 100-13,129.414667591,37.065116722
1962,인천광역시 남동구 논고개로 258-1 (도림동),126.727466532,37.413426903
1963,경상북도 영주시 의상로 290-22 (조와동),128.639673900,36.860283037
1964,충청북도 괴산군 청안면 광장로 571,,
1965,경상북도 고령군 다산면 벌지로 175-115,128.382462475,35.814492972
1966,울산광역시 울주군 삼남읍 자수정로 170,129.093625767,35.540671305
1967,강원도 인제군 기린면 내린천로 4926-11,,
1968,전라남도 고흥군 고흥읍 간천길 153-8,127.250585956,34.627777874
1969,전라남도 장흥군 유치면 장흥대로 5494-6,126.816956544,34.801286976
1970,전라남도 구례군 구례읍 학교길 39-25,,
1971,충청남도 논산시 연무읍 삼봉1길 122-6,127.073366325,36.086266728
1972,울산광역시 북구 달곡1길 20 (무룡동),129.432079265,35.606866293
1973,경상북도 영덕군 축산면 신돌석장군길 119-29,129.397266629,36.516284077
1974,경상북도 경주시 사리1길 38-69 (평동),129.263252541,35.771862472
1975,전라남도 고흥군 금산면 석산길 114,127.151417532,34.444639044
1976,경상남도 합천군 삼가면 남명로 353-10,128.090639715,35.398596670
1977,경상북도 청도군 매전면 법이길 14,128.867140006,35.688268141
1978,경상북도 예천군 예천읍 부리실길 90,128.491313223,36.648561481
1979,경상북도 영천시 고경면 거곡로 189-61,128.992260926,35.973754871
1980,경상북도 영천시 북안면 방산길 74,129.024526371,35.912456758
1981,경상북도 울진군 평해읍 학곡4길 49,129.436993732,36.713124827
1982,강원도 양양군 서면 구룡령로 2591,128.546840271,38.026310169
1983,경상북도 울진군 죽변면 매정길 101-4,129.397559300,37.067932198
1984,경상남도 하동군 악양면 성두길 62-195,127.724542484,35.153855895
1985,경상남도 진주시 나불로100번길 2 (유곡동),128.055612154,35.205503339
1986,경상남도 고성군 대가면 송계4길 43,128.257874335,35.053118665
1987,강원도 삼척시 박걸남로 1108-3 (적노동),129.189227429,37.420712606
1988,경상남도 거창군 남상면 송변1길 174,127.921797084,35.638776989
1989,경상남도 진주시 명석면 진주대로 2477-27,127.990832119,35.273205777
1990,경상북도 울진군 북면 덕구온천로 866-5,129.286845398,37.078199048
1991,경상북도 경주시 산내면 단석로 903-42,129.056466112,35.776109026
1992,경상북도 울진군 죽변면 용장길 123,129.383036666,37.060072252
1993,경상북도 군위군 산성면 산성가음로 722,128.696120304,36.127779567
1994,강원도 영월군 상동읍 태백산로 2918-11,128.805112873,37.127845212
1995,경상남도 창원시 의창구 동읍 동읍로1141번길 28-29,128.653589562,35.352584323
1996,경상북도 청도군 각북면 덕촌1길 2-76,128.593137470,35.690434098
1997,경상북도 영덕군 축산면 고경길 142,129.425038907,36.473675347
1998,경상북도 울진군 평해읍 울진대게로 529-23,129.474231977,36.699141021
1999,경상북도 영천시 금호읍 남성길 83-82,128.872528012,35.897299538
2000,세종특별자치시 연서면 세종로 2119,127.291327041,36.576532453
2001,경상남도 합천군 가야면 가야산로 1783,128.090909771,35.791113829
2002,강원도 홍천군 서석면 검산길 270,128.236294301,37.721702171
2003,강원도 춘천시 서면 율장길 63-12,127.571909978,37.847153104
2004,충청북도 제천시 금성면 청풍호로29길 60-21,128.176396566,37.066947757
2005,울산광역시 울주군 상북면 명촌길천로 33-30,129.080396226,35.558060529
2006,충청북도 제천시 의병대로 499-2 (두학동),128.253346082,37.136400986
2007,경상남도 하동군 청암면 청학로 579-105,127.796350541,35.149114497
2008,전라남도 광양시 군장1길 82-16 (중군동),127.696687220,34.971708507
2009,경상북도 울진군 기성면 정명4길 157-18,129.430656378,36.808728110
2010,울산광역시 북구 염포로 233 (효문동),129.364777719,35.561686116
2011,경상남도 양산시 원동면 내포양달길 14-75,128.928907294,35.408111907
2012,강원도 홍천군 내촌면 와야길13번길 3-28,128.136465978,37.812676407
2013,부산광역시 금정구 공해2길 41 (금성동),129.055888198,35.242746011
2014,경상북도 안동시 서후면 백현길 576-28,128.641818277,36.652361369
2015,울산광역시 동구 쇠평길 33-1 (동부동),129.427305132,35.553823395
2016,경상북도 고령군 운수면 물한1길 18-50,128.317857615,35.790769773
2017,경상북도 상주시 문필로 142-2 (지천동),128.156897022,36.374214650
2018,부산광역시 사상구 학감대로39번안길 124 (학장동),129.001516264,35.132040313
2019,경상남도 진주시 진산로6번길 17-14 (옥봉동),128.093995602,35.192790601
2020,경기도 남양주시 양정로219번길 41-29 (이패동),127.194946781,37.609151397
2021,부산광역시 영도구 중리남로6번길 21 (동삼동),129.066691520,35.068464270
2022,경상북도 경산시 남천면 원리길 81,128.742681761,35.737097346
2023,울산광역시 동구 쇠평길 33-1 (동부동),129.427305132,35.553823395
2024,경상북도 의성군 봉양면 강변길 715,128.552092960,36.316619838
2025,부산광역시 강서구 미음국제2로가길 1 (미음동),128.876772019,35.146835825
2026,경상북도 울진군 금강송면 불영계곡로 880,129.193965561,36.920674763
2027,경상북도 영천시 북안면 가늠골길 153-100,128.977693897,35.843145399
2028,경상북도 고령군 우곡면 우곡강변길 912,128.353684234,35.676573115
2029,울산광역시 북구 염포로 233 (효문동),129.364777719,35.561686116
2030,충청남도 예산군 고덕면 몽곡2길 104-6,126.706936020,36.774042376
2031,경상남도 사천시 서포면 거북길 468-24,127.971764479,34.962920792
2032,충청남도 부여군 옥산면 옥산북로437번길 32,126.721281730,36.227726539
2033,부산광역시 사하구 옥천로88번길 56-2 (감천동),129.011556336,35.093927572
2034,부산광역시 금정구 금단로 74 (구서동),129.094735553,35.256074372
2035,부산광역시 남구 동명로92번길 76 (용호동),129.106500924,35.115451163
2036,부산광역시 기장군 철마면 임기3길 45,129.126626004,35.319375692
2037,경상남도 창원시 의창구 북면 마산길42번길 129-18,128.617279310,35.336619984
2038,경상북도 칠곡군 석적읍 강변대로 1580,128.404098187,36.017942522
2039,전라북도 장수군 계남면 기산길 13-5,127.583537663,35.709236977
2040,부산광역시 사하구 두송로 120 (장림동),128.984748984,35.074609667
2041,경상북도 고령군 우곡면 우곡강변길 912,128.353684234,35.676573115
2042,경상북도 문경시 호계면 부천로 308-15,128.215622811,36.645909885
2043,경상남도 진주시 문산읍 월아산로996번길 71,128.172206570,35.160092885
2044,울산광역시 북구 염포로 233 (효문동),129.364777719,35.561686116
2045,경상북도 포항시 남구 호동로58번길 46-77 (호동),129.388799377,35.982681855
2046,경상북도 고령군 운수면 물한1길 18-50,128.317857615,35.790769773
2047,대구광역시 수성구 욱수길 32 (욱수동),128.704353104,35.826656658
2048,충청북도 제천시 백운면 덕동로 545,127.952428312,37.213783776
2049,대구광역시 달성군 가창면 가창동로 311,128.673613336,35.773367829
2050,"경상남도 양산시 명곡로 267 (명곡동, 화승화학공동주택)",129.060694787,35.340133399
2051,전라남도 보성군 득량면 강골길 14-29,127.188378773,34.764072981
2052,전라남도 보성군 득량면 박실길 23-39,127.163820915,34.781753304
2053,전라북도 진안군 상전면 진성로 373-20,127.494764464,35.836016601
2054,충청남도 아산시 시민로203번길 19-11 (용화동),126.993421089,36.766568251
2055,경상북도 경주시 산내면 문복로 462-6,129.053167397,35.674076786
2056,경상남도 함안군 산인면 송정1길 171-18,128.436700225,35.281060992
2057,경상북도 영천시 화산면 대기길 89-5,128.903369658,36.009545750
2058,부산광역시 사하구 옥천로88번길 56-2 (감천동),129.011556336,35.093927572
2059,전라북도 남원시 목공예길 34-39 (어현동),127.393650129,35.393479348
2060,경기도 용인시 수지구 성복1로 260 (신봉동),127.059430035,37.327249827
2061,전라북도 완주군 경천면 요동길 47-5,127.270409682,36.051074555
2062,부산광역시 서구 성산길 51-16 (암남동),129.011762714,35.081363272
2063,강원도 강릉시 사천면 구라미길 2-20,128.840146731,37.840942919
2064,경상남도 의령군 궁류면 궁류로8길 56-38,128.256270054,35.450387006
2065,울산광역시 북구 염포로 233 (효문동),129.364777719,35.561686116
2066,울산광역시 북구 염포로 233 (효문동),129.364777719,35.561686116
2067,경상북도 경주시 승삼신리길 50-15 (용강동),129.233421277,35.880628125
2068,경상북도 청도군 운문면 오진1길 183,128.992171466,35.707578382
2069,경기도 이천시 장호원읍 경충대로782번길 79,127.577071980,37.170202911
2070,경상북도 경주시 탑골길 8-21 (배반동),129.233997651,35.817933575
2071,경상남도 진주시 수곡면 원창길 154,127.939745837,35.167803790
2072,경상남도 창원시 마산회원구 봉암북7길 99 (봉암동),128.599602266,35.220514351
2073,인천광역시 서구 드림로 254-15 (백석동),126.667685084,37.583170741
2074,경상북도 청도군 화양읍 고평길 8-49,128.722466874,35.667473807
2075,경상남도 거창군 고제면 빼재로 2027,127.833908957,35.853419072
2076,경상남도 진주시 내동면 유수길75번길 63,128.013554609,35.119478684
2077,서울특별시 도봉구 삼양로144길 33 (쌍문동),127.018096934,37.649011211
2078,경상북도 의성군 금성면 초전1길 45-11,128.666639055,36.276448511
2079,경상북도 경주시 장매길 178-10 (서악동),129.191290755,35.815364711
2080,경상남도 합천군 가회면 안불1길 63,128.030981390,35.443803025
2081,경상북도 경주시 남산1길 47 (남산동),129.240670500,35.794713572
2082,경상북도 청송군 파천면 신기샛길 67-55,129.031186024,36.480806404
2083,경상북도 영덕군 축산면 축산항2길 9-12,129.445792390,36.505834068
2084,경상북도 봉화군 춘양면 우촌길 126-19,128.866723241,36.977660470
2085,부산광역시 기장군 장안읍 신명길 99,129.261721365,35.384636530
2086,경상북도 구미시 여헌로 32-87 (인의동),128.427286426,36.103648490
2087,충청북도 음성군 금왕읍 각회마을길 58,127.572967204,37.001306500
2088,경상북도 군위군 군위읍 내외량길 369,128.550377319,36.248995813
2089,광주광역시 광산구 상완길 143-5 (수완동),126.829226897,35.205950186
2090,경상남도 산청군 오부면 중방길 19-12,127.883431123,35.471510115
2091,충청북도 보은군 산외면 백석길 20-17,127.760486434,36.553906814
2092,전라남도 함평군 학교면 영산로 3933-27,126.578208536,35.035774835
2093,경상북도 구미시 여헌로10길 229 (인의동),128.448099038,36.104042962
2094,경상북도 구미시 지주중류2길 19 (오태동),128.376687985,36.081234891
2095,경상남도 함안군 여항면 내곡2길 119,128.455567242,35.184405256
2096,전라남도 해남군 계곡면 산골길 280,126.616472229,34.668814172
2097,부산광역시 강서구 낙동남로683번길 19-16 (녹산동),128.889375044,35.119429877
2098,경기도 여주시 오금2길 117-11 (오금동),127.655728736,37.340794417
2099,경상북도 군위군 군위읍 대북길 172-6,128.564356889,36.264439563
2100,경상남도 합천군 가회면 월계길 32-1,128.055135109,35.455920226
2101,충청북도 음성군 대소면 대금로196번길 62-3,127.461260343,36.977460525
2102,경상북도 봉화군 명호면 보라로 486,128.878054348,36.893766865
2103,경상북도 청도군 각북면 남산1길 92-8,128.578447252,35.695284508
2104,대구광역시 수성구 욱수길 32 (욱수동),128.704353104,35.826656658
2105,경상북도 경주시 강동면 안계길 60-8,129.271567986,36.035664548
2106,강원도 원주시 호저면 평천1길 24-23,127.923745057,37.424131310
2107,경상북도 경주시 산업로 4152-10 (동천동),129.230808192,35.852596419
2108,경상북도 구미시 검성로 143 (황상동),128.433922131,36.118331606
2109,경상남도 창원시 마산합포구 진전면 둔덕양담길 47-22,128.388646521,35.193340072
2110,경기도 포천시 일동면 인곡1길 91-14,127.353976988,37.985812662
2111,경상북도 경주시 중방길 5-42 (시래동),129.301207273,35.769842465
2112,경상북도 경주시 산업로 4262 (동천동),129.227621597,35.860919049
2113,강원도 삼척시 도계읍 흥전서길 214,129.017918161,37.218478080
2114,울산광역시 울주군 두서면 양지편2길 33,129.165221559,35.670215147
2115,경상남도 하동군 금남면 섬진강대로 22-21,127.870846324,34.949835847
2116,경상남도 합천군 삼가면 하판로 72,128.110417968,35.421559684
2117,강원도 원주시 지정면 가마골길 21-20,127.858009389,37.390609914
2118,경상남도 산청군 금서면 동의보감로 140,127.853696296,35.427920333
2119,광주광역시 광산구 삼도로 162-2 (오운동),126.680837988,35.161519735
2120,강원도 횡성군 서원면 금대2길 53-12,127.908665254,37.501167723
2121,강원도 원주시 무실로 118-2 (일산동),127.942529589,37.344368711
2122,경상남도 고성군 개천면 좌연4길 315-28,128.295772381,35.082817838
2123,경상남도 진주시 석갑로155번길 17-41 (신안동),128.058584307,35.182161262
2124,경상남도 고성군 삼산면 병산3길 168-14,128.295681841,34.943204348
2125,경상남도 함안군 군북면 석교천길 268,128.329671644,35.285942181
2126,전라북도 임실군 운암면 문방3길 38,127.098975616,35.562739293
2127,전라북도 진안군 동향면 절골길 38,127.583450852,35.803297458
2128,경상남도 창녕군 계성면 지동길 68-4,128.496869745,35.484749685
2129,경상남도 양산시 회현1길 125 (교동),129.014733887,35.350969102
2130,전라북도 장수군 장계면 의암로 632-110,127.627014972,35.694377129
2131,경상남도 창원시 진해구 안민고개길 183 (경화동),128.678855965,35.166586014
2132,경상남도 통영시 욕지면 욕지일주로 194,128.273116567,34.635239512
2133,전라남도 신안군 자은면 자은서부1길 501,126.019450724,34.874161149
2134,전라북도 장수군 장계면 육십령로 383-4,127.612253630,35.720638039
2135,강원도 삼척시 죽동길 34-91 (교동),129.186360382,37.447638459
2136,경상남도 진주시 내동면 내동로 123-7,128.081411316,35.156061616
2137,전라남도 신안군 하의면 덕봉길 34-14,126.023590701,34.617617833
2138,강원도 인제군 상남면 가산동길 144-19,128.300774717,37.904656432
2139,전라남도 장성군 동화면 화곡길 4,126.731896516,35.280671097
2140,전라남도 신안군 증도면 소악길 79,126.195291323,34.922558231
2141,전라북도 군산시 옥도면 장자도1길 67,126.397917947,35.812134683
2142,전라남도 신안군 안좌면 안좌남부길 766-1,126.079007533,34.708167858
2143,울산광역시 울주군 삼남읍 자수정로 112,129.098874228,35.539088854
2144,전라북도 전주시 완산구 쑥고개로 94-9 (삼천동3가),127.078349417,35.791913401
2145,경상남도 합천군 삼가면 남명로 181-11,,
2146,부산광역시 서구 성산길 51-16 (암남동),129.011762714,35.081363272
2147,경상남도 산청군 신등면 내당길 7-10,128.003968565,35.419799911
2148,경기도 여주시 강천면 강천로 834-3,127.690797721,37.273325416
2149,경상북도 청도군 각북면 우산2길 81,128.613949725,35.655917110
2150,경상북도 경산시 남산면 남곡길 65-18,128.848303115,35.776159156
2151,경상북도 군위군 의흥면 지호2길 127,128.778916727,36.178570894
2152,인천광역시 강화군 하점면 창후로288번길 31,126.359167531,37.771055681
2153,경상북도 구미시 부곡길 149-4 (부곡동),128.295344170,36.158825169
2154,경상남도 의령군 봉수면 대한로 1641-55,128.309456007,35.467874825
2155,경상북도 군위군 산성면 백학길 142-167,128.691648640,36.058245478
2156,경기도 이천시 마장면 지산로 267,127.343692518,37.217557768
2157,경상북도 칠곡군 기산면 행정2길 69-57,128.380544360,35.965117307
2158,경상북도 구미시 박정희로 336 (광평동),128.357347709,36.107862634
2159,경상북도 청송군 부남면 평두산길 152,129.162515010,36.300451087
2160,경기도 양주시 덕정11길 35-22 (덕정동),127.069887265,37.843635613
2161,전라북도 남원시 주천면 하주3길 16-21,127.407746589,35.381457676
2162,경상북도 구미시 해평면 강동로 1502,128.398290082,36.185569202
2163,경상북도 경산시 와촌면 갓바위로81길 176-64,128.739522479,35.981786510
2164,전라북도 장수군 번암면 장수로 725-13,127.519341171,35.539536345
2165,충청남도 부여군 구룡면 방계로17번길 35,126.805919604,36.235871807
2166,전라북도 완주군 소양면 원암로 164-19,127.258019615,35.873776461
2167,경기도 하남시 학암로 91 (감이동),127.166238722,37.486523307
2168,전라북도 완주군 이서면 금백로 105-43,126.998797791,35.827755944
2169,전라북도 장수군 장수읍 아건너길 40-7,127.519866523,35.644733442
2170,전라북도 무주군 안성면 덕유산로 468-39,127.693981846,35.851385389
2171,경상북도 성주군 용암면 남작로 1224-39,128.234774808,35.870173381
2172,대구광역시 동구 용계로1길 49 (용계동),128.694081517,35.877243209
2173,경상북도 김천시 구성면 마산로 624-10,127.980343706,36.026873342
2174,경상북도 안동시 경북대로 671 (송현동),128.700048475,36.588526075
2175,경상북도 구미시 장천면 장천로 700,128.544541467,36.181758389
2176,경상북도 영덕군 강구면 나비산2길 3,129.377667436,36.353323788
2177,대전광역시 대덕구 대덕대로1486번길 85 (목상동),127.415323607,36.445417140
2178,경상북도 영덕군 축산면 갈전길 6-6,129.421320516,36.501614285
2179,경기도 양평군 단월면 삼가길 193-10,127.677764836,37.503555450
2180,대전광역시 대덕구 대덕대로1486번길 85 (목상동),127.415323607,36.445417140
2181,강원도 삼척시 박걸남로 1108-3 (적노동),129.189227429,37.420712606
2182,충청북도 제천시 청풍면 옥순봉로16길 12,128.187683968,36.992648077
2183,강원도 인제군 상남면 가산동길 144-19,128.300774717,37.904656432
2184,전라북도 남원시 갈음다리길 42-16 (용정동),127.374577077,35.438687315
2185,경상북도 봉화군 소천면 강시골길 156-184,128.999646601,36.994871617
2186,충청북도 옥천군 이원면 개심2길 70,127.624495152,36.203647129
2187,서울특별시 서초구 반포대로 201 (반포동),127.003767303,37.497888577
2188,서울특별시 중랑구 망우로91길 2-1 (면목동),127.107170150,37.584913126
2189,대전광역시 중구 운남로 363 (구완동),127.427106051,36.283699919
2190,울산광역시 북구 구남1길 53-1 (신현동),129.422387051,35.591754656
2191,전라북도 익산시 무왕로31길 188 (부송동),126.997413771,35.975706292
2192,경상북도 울진군 매화면 온매로 987,129.342328120,36.822903261
2193,경상북도 청도군 풍각면 덕양1길 21-4,128.613375372,35.634010366
2194,경상북도 봉화군 봉성면 다덕로 717-67,128.811845188,36.918514520
2195,경상북도 의성군 단밀면 도안로 1171-9,128.331253547,36.374406869
2196,울산광역시 울주군 온양읍 대운상대길 163-2,129.249242065,35.396522093
2197,경상북도 성주군 수륜면 봉양로1길 362,128.150964149,35.836982516
2198,경상북도 봉화군 봉화읍 내성로 40-32,128.741852295,36.886866917
2199,충청북도 단양군 대강면 선암계곡로 146-14,128.312585839,36.827810025
2200,경상남도 양산시 하북면 통도사로 108,129.051060201,35.498825550
2201,충청북도 제천시 수산면 지곡로2안길 150,128.203984835,36.941341363
2202,경상남도 남해군 상주면 남해대로 591-63,,
2203,부산광역시 기장군 일광읍 화용길 299-106,129.185293350,35.302598306
2204,충청북도 진천군 덕산읍 신척2길 17-4,127.497005324,36.930928414
2205,강원도 인제군 남면 신상촌길 86,128.131127198,38.035066964
2206,서울특별시 은평구 갈현로37길 70 (갈현동),,
2207,서울특별시 은평구 통일로 684 (녹번동),126.932709910,37.609236872
2208,충청북도 괴산군 문광면 송문로산막이길 153,127.822240871,36.733667140
2209,강원도 영월군 주천면 마수동길 31-18,128.250893735,37.272494789
2210,충청북도 음성군 대소면 대금로247번길 29,127.471999307,36.978469646
2211,,,
2212,경기도 가평군 북면 화악산로 1068,127.535458159,37.947982229
2213,인천광역시 옹진군 대청면 대청로 3-11,124.715626123,37.824292452
2214,경상북도 안동시 불무골1길 10-3 (태화동),128.708201109,36.567276537
2215,강원도 고성군 간성읍 흘리령1길 60,128.385093458,38.286097664
2216,경기도 용인시 처인구 명지로157번길 9-1 (남동),127.192516947,37.227266926
2217,경기도 수원시 장안구 광교산로 443 (상광교동),127.013812690,37.320731315
2218,충청남도 보령시 성주면 심원계곡로 259-6,126.671582632,36.346062430
2219,전라북도 완주군 이서면 혁신로 181-101,127.046877386,35.832393039
2220,경상북도 영양군 영양읍 감천1길 47-27,129.085022690,36.632706457
2221,전라북도 완주군 봉동읍 우주로 284-6,127.096319700,35.942455344
2222,강원도 홍천군 내촌면 문현동길 272-61,128.103356297,37.788630777
2223,서울특별시 은평구 갈현로41가길 36-1 (갈현동),126.913361163,37.628245498
2224,경기도 구리시 경춘로 117 (교문동),127.128320497,37.601129166
2225,대전광역시 서구 갈마중로 15 (갈마동),127.371121099,36.347880703
2226,충청남도 공주시 이인면 뒷내길 7,127.073024346,36.341002709
2227,경기도 가평군 조종면 명지산로360번길 127,127.386789657,37.902308776
2228,경기도 남양주시 와부읍 석실로자운길 150,127.244813397,37.582032567
2229,전라북도 익산시 왕궁면 시대길 49-6,127.080305838,36.000527721
2230,강원도 춘천시 북산면 원동조교로 606-225,127.965348039,37.931504131
2231,강원도 인제군 기린면 내린천로 4926-11,,
2232,경상북도 울진군 온정면 광품3길 16-8,129.405471001,36.722412007
2233,,,
2234,서울특별시 노원구 덕릉로129길 85-18 (상계동),127.079184393,37.675078681
2235,대전광역시 대덕구 신상로 16 (비래동),127.457215053,36.354977805
2236,강원도 홍천군 영귀미면 당무로 9-18,128.024436481,37.684857545
2237,인천광역시 강화군 송해면 장정양오길365번길 23-16,126.448514829,37.796771470
2238,서울특별시 서초구 과천대로 790 (방배동),,
2239,,,
2240,강원도 원주시 호저면 평천1길 24-23,127.923745057,37.424131310
2241,강원도 고성군 간성읍 흘리령1길 60,128.385093458,38.286097664
2242,전라남도 무안군 무안읍 몽탄로 72,126.488639899,34.990833791
2243,전라북도 진안군 부귀면 소태정길 149-19,127.326837782,35.854416489
2244,전라남도 장흥군 안양면 고당월계길 215,126.986052994,34.670972880
2245,경상북도 안동시 와룡면 자곡길 291,128.842679900,36.618992050
2246,전라남도 영암군 도포면 덕화만수로 76,126.629926352,34.848602645
2247,"부산광역시 금정구 금강로611번길 52 (남산동, 금산빌라)",129.086048128,35.263777608
2248,충청북도 영동군 상촌면 물한계곡로 1289,127.873685003,36.057408838
2249,경상북도 청송군 진보면 경동로 4880-105,129.099687818,36.520738575
2250,부산광역시 기장군 장안읍 좌천로 37-1,129.243046957,35.311926335
2251,경상남도 거창군 가북면 어인길 499,128.006808919,35.755662426
2252,전라북도 고창군 심원면 화산연천길 205-7,126.562767276,35.502989175
2253,전라북도 전주시 완산구 석불3길 44 (서서학동),127.148341223,35.800343739
2254,전라남도 나주시 금천면 상촌길 58-85,126.763598138,34.980314411
2255,전라북도 임실군 오수면 대정1길 95-2,127.352807272,35.509303220
2256,전라남도 신안군 신의면 안산길 100-16,126.078351709,34.606047740
2257,전라남도 나주시 봉황면 죽석길 100,126.790415928,34.951384992
2258,전라남도 여수시 소호6길 36-46 (소호동),127.644207970,34.742947208
2259,충청남도 예산군 광시면 서초정1길 170-11,126.835954017,36.573700854
2260,경상북도 울진군 후포면 고동골길 14,129.445907755,36.681245257
2261,전라북도 정읍시 서부산업도로 138-53 (상평동),126.836899779,35.563158791
2262,경기도 양주시 장흥면 권율로309번길 328-7,126.946063280,37.749599286
2263,경기도 가평군 북면 가화로 1168-59,127.537177518,37.896901349
2264,전라북도 완주군 이서면 수청갈동길 21-8,127.034679480,35.845587543
2265,광주광역시 북구 용강마을길 86-10 (태령동),126.919169390,35.252205613
2266,경상북도 의성군 다인면 삼분3길 93,128.418392012,36.433334854
2267,서울특별시 서초구 샘마을길 51 (내곡동),127.071591717,37.461585266
2268,서울특별시 강북구 4.19로12길 60-93 (수유동),127.001930817,37.648403350
2269,인천광역시 강화군 삼산면 삼산북로 454,126.322730092,37.703859750
2270,경상북도 안동시 성진1길 16 (신세동),128.739139025,36.565938422
2271,경기도 용인시 처인구 남사읍 천덕산로111번길 88,127.120333198,37.118266093
2272,충청북도 충주시 탄금대안길 33 (칠금동),127.897842357,36.987239735
2273,경기도 안성시 보개면 오림길 98-30,127.298229072,37.057786162
2274,경상북도 상주시 낙동면 화산양지마길 128-40,128.225776210,36.390132378
2275,대전광역시 동구 달기장2길 53 (판암동),127.450121200,36.324397302
2276,부산광역시 연제구 경기장로 7-46 (거제동),129.054154599,35.186178708
2277,경상북도 봉화군 춘양면 공세동길 225,128.900092971,36.992833235
2278,전라남도 영광군 낙월면 낙월길2길 16,126.128078878,35.194288100
2279,전라남도 함평군 엄다면 곤재로 856-28,126.521740206,34.988734766
2280,충청북도 영동군 양강면 괴목산막로 521,127.783280566,36.119301291
2281,충청남도 보령시 배달골길 83 (신흑동),126.538355091,36.332487451
2282,전라북도 완주군 용진읍 가목길 63-131,127.186549392,35.924295295
2283,충청북도 충주시 목벌안길 45-9 (목벌동),128.007027167,36.959635267
2284,충청북도 영동군 추풍령면 황보길 240,127.968174156,36.232923671
2285,충청북도 충주시 금가면 태고산길 77,127.921345724,37.056002528
2286,전라남도 완도군 생일면 생일로 1267,126.967334570,34.312873447
2287,경상남도 밀양시 초동면 성만남전로 28-24,128.699027163,35.409075405
2288,전라남도 신안군 신의면 신의로 523,126.084406281,34.577157781
2289,전라북도 정읍시 입암면 정읍남로 747-6,126.805277274,35.523689601
2290,경상북도 문경시 마성면 마성공단길 162,128.142430297,36.691766717
2291,전라남도 해남군 화원면 질마가마길 95-20,126.291816640,34.710439312
