,juso,경도,위도
9112,경상북도 경산시 진량읍 일연로 557,128.805083393,35.858680883
9113,울산광역시 중구 풍암길 132 (성안동),129.293363226,35.587110264
9114,경상북도 성주군 초전면 주천로 1314-7,128.270198618,36.038374418
9115,경상북도 경산시 경청로216길 32-8 (백천동),128.741524050,35.798118096
9116,,,
9117,경상북도 경산시 남산면 남곡길 42,128.845011901,35.774803170
9118,대구광역시 북구 양지마을길 40 (관음동),128.542852286,35.949551183
9119,경상북도 김천시 대학로 92 (교동),128.094425379,36.135772097
9120,울산광역시 북구 명촌로 52 (명촌동),129.356564688,35.555615466
9121,전라남도 완도군 노화읍 죽굴도길 3,126.420710115,34.226848275
9122,인천광역시 서구 경명대로722번길 69 (공촌동),126.691503577,37.545889127
9123,부산광역시 해운대구 우동3로 94 (우동),,
9124,경상남도 함양군 유림면 유림재궁길 57-18,127.809748819,35.500878296
9125,전라남도 영암군 덕진면 우도로 243,126.669255269,34.830762892
9126,강원도 철원군 갈말읍 순담길 159,127.296188998,38.177214115
9127,경기도 연천군 신서면 도대로 81,127.100644984,38.189481359
9128,경상남도 진주시 대곡면 산방길 391-25,128.208017135,35.254744316
9129,전라남도 순천시 두지길 27-9 (조례동),127.529710470,34.966776989
9130,충청남도 금산군 복수면 지량길 9-4,127.370441115,36.245610744
9131,충청남도 천안시 동남구 북면 은지3길 78-42,127.281067716,36.787173419
9132,경상북도 안동시 일직면 원골1길 19-1,128.654713368,36.458394207
9133,경기도 남양주시 양정로 33 (일패동),127.187794242,37.619694047
9134,경기도 동두천시 평화로 3215 (하봉암동),127.066282040,37.973036335
9135,경상남도 함양군 병곡면 병곡지곡로 333,127.715878820,35.579695500
9136,광주광역시 북구 영락공원로 71 (효령동),126.918122926,35.238765834
9137,충청남도 공주시 기도원길 7 (주미동),127.108256426,36.427604311
9138,경기도 포천시 일동면 운악청계로 1735,127.321903487,37.952952149
9139,전라남도 보성군 득량면 기동길 11-4,127.160646385,34.777773111
9140,광주광역시 동구 학소로42번길 26-3 (소태동),126.936953560,35.122480459
9141,경기도 평택시 청북읍 고잔1길 51-8,126.902394044,37.060177268
9142,충청남도 당진시 운곡로 163-39 (채운동),126.616714934,36.894932370
9143,경상남도 창녕군 대합면 경남대로 5078-149,,
9144,대전광역시 중구 단재로 226-5 (어남동),127.408255962,36.231742609
9145,전라남도 장흥군 관산읍 정남진해안로 1165,126.984352099,34.576880588
9146,충청북도 청주시 상당구 문의면 괴곡안길 6-10,127.520169645,36.505730183
9147,전라북도 임실군 성수면 월삼로 190-22,127.342271763,35.616899059
9148,경상남도 산청군 단성면 옥단로1968번길 24-21,127.905528475,35.252771221
9149,전라북도 남원시 산내면 중황길 96-80,127.652889868,35.434037502
9150,전라남도 강진군 도암면 기전로 337,126.756301026,34.530541330
9151,경상북도 청도군 각북면 덕남길 100-11,128.582054232,35.697153540
9152,강원도 양양군 양양읍 남대천로 107-61,128.614562206,38.057913998
9153,전라남도 무안군 망운면 운해로 1060-12,126.363787848,34.996430438
9154,경상남도 의령군 용덕면 덕암로 164-20,128.274574482,35.342020875
9155,전라북도 전주시 덕진구 안전로 28 (중동),127.062635673,35.827953432
9156,경기도 가평군 조종면 명지산로 46-67,127.362497147,37.877276574
9157,경상북도 예천군 감천면 수한길 266,128.484280324,36.772784202
9158,울산광역시 울주군 청량읍 망해2길 96,129.239655467,35.533519311
9159,경기도 김포시 양촌읍 봉수대로 1754-6,126.631483964,37.625696029
9160,충청남도 부여군 충화면 만지동로 154,126.864039096,36.190717931
9161,강원도 홍천군 내면 밤바치길431번길 62,128.318913698,37.783800430
9162,경기도 여주시 금사면 금품2로 447,127.469237327,37.376121177
9163,경상남도 양산시 시명길 175-32 (명동),129.188663441,35.398420978
9164,전라남도 장흥군 관산읍 산서3길 28,126.953824686,34.520528399
9165,인천광역시 부평구 경원대로 1152 (십정동),126.701094453,37.482168133
9166,대전광역시 중구 보문산공원로530번길 142 (부사동),127.427380059,36.309682781
9167,전라남도 구례군 토지면 피아골로 806-16,127.585160111,35.256997418
9168,전라남도 보성군 벌교읍 채동선로 848-20,127.302121950,34.880415529
9169,충청남도 논산시 연산면 계백로 1824-23,127.175357717,36.210325530
9170,충청남도 청양군 남양면 충절로 774-4,126.800636161,36.416505123
9171,충청북도 옥천군 군서면 금산1길 20-4,127.533982234,36.268671127
9172,강원도 춘천시 칠전서2길 42 (칠전동),127.710156022,37.840812145
9173,경상북도 영주시 대동로103번길 29-1 (가흥동),128.612330774,36.816547727
9174,전라북도 임실군 임실읍 임삼로 1420-86,127.273897979,35.577221025
9175,부산광역시 남구 진남로 82-19 (대연동),129.086143663,35.139008582
9176,전라북도 진안군 백운면 내동길 31-16,127.383538124,35.697828622
9177,전라남도 해남군 계곡면 절터길 50,126.689402983,34.676079468
9178,충청북도 단양군 단성면 가산1길 82,128.285952332,36.877977766
9179,서울특별시 강서구 방화동로 지하30 (공항동),126.812215118,37.571552837
9180,경기도 양평군 양동면 양동로 824-28,127.711339801,37.481818319
9181,충청북도 충주시 앙성면 가곡로 1168,127.765959174,37.102301728
9182,서울특별시 도봉구 노해로57길 93 (쌍문동),127.034348746,37.655019919
9183,전라북도 남원시 수지면 갈촌길 6-70,127.386028317,35.326503676
9184,충청북도 충주시 금가면 김생로 397-7,127.902640591,37.002137508
9185,강원도 화천군 사내면 포화로 1013,127.513695460,38.060756940
9186,전라남도 고흥군 고흥읍 호산로 651,127.255089056,34.615195444
9187,경기도 남양주시 와부읍 고래산로99번길 36,127.282576882,37.609807044
9188,서울특별시 구로구 부일로19길 98 (궁동),126.834529300,37.497146925
9189,전라남도 함평군 월야면 갈동길 296-29,126.641659473,35.174773192
9190,충청남도 계룡시 두마면 대실길 123-12,127.257597184,36.257562471
9191,대구광역시 달서구 앞산순환로 12-121 (상인동),128.573426802,35.812954544
9192,충청북도 옥천군 군북면 자모길 204-7,127.507405225,36.322665410
9193,전라남도 보성군 득량면 강골길 14-29,127.188378773,34.764072981
9194,전라남도 해남군 송지면 땅끝해안로 1353-23,126.523564773,34.351137032
9195,전라남도 고흥군 도화면 대섬길 53,127.294742998,34.446227898
9196,전라남도 무안군 몽탄면 봉암길 20-76,126.475283795,34.954351154
9197,경상남도 거제시 양정1길 16 (양정동),128.647415795,34.866899949
9198,전라남도 보성군 겸백면 보성강로 880-120,127.151078943,34.825080713
9199,경상북도 경주시 강동면 강동산단로1길 86-13,129.308789408,35.964186091
9200,전라남도 고흥군 도화면 대섬길 53,127.294742998,34.446227898
9201,경상북도 포항시 남구 구룡포읍 구룡포길 25-2,129.549791177,35.988287651
9202,전라북도 전주시 완산구 낙수정2길 103-19 (교동),127.168600504,35.813736218
9203,경기도 안성시 샛터길 106-17 (발화동),127.278252717,36.986731116
9204,울산광역시 북구 갓안2길 18 (중산동),129.341941186,35.666531067
9205,경상남도 의령군 부림면 신번로13길 147,128.321193943,35.480432793
9206,전라남도 여수시 양지6길 43-30 (둔덕동),127.702772752,34.779073823
9207,경상남도 창원시 진해구 여좌천로 122 (여좌동),128.660977601,35.163963177
9208,부산광역시 기장군 정관읍 가동옛길 14-24,129.180836055,35.332062585
9209,부산광역시 기장군 철마면 임기3길 217-27,129.137794512,35.326867830
9210,경상북도 포항시 남구 운하로251번길 11 (송도동),129.373693959,36.046036861
9211,전라북도 남원시 산동면 요천로 2381-96,127.431775387,35.470831272
9212,대구광역시 남구 앞산순환로 574-110 (대명동),128.588843265,35.827189518
9213,경상남도 창원시 진해구 가주로 133 (용원동),128.823616690,35.110608313
9214,경상북도 경주시 안강읍 부곡길 94,129.201290252,35.989440563
9215,경상남도 양산시 시명길 175-32 (명동),129.188663441,35.398420978
9216,경상북도 경주시 두대안길 69 (율동),129.172928391,35.805318026
9217,경상남도 함안군 법수면 백산길 55-1,128.328156300,35.354660345
9218,경상남도 창녕군 유어면 가항길 72,128.387148017,35.521289044
9219,대구광역시 동구 동촌로 73 (검사동),128.650674333,35.888536251
9220,경상남도 하동군 금남면 미법마을길 101-27,127.851898555,34.956171446
9221,경상남도 진주시 가호로 13 (가좌동),128.107169117,35.163281349
9222,경기도 가평군 가평읍 자라목1길 47-1,127.520583936,37.827174915
9223,경상북도 청송군 현동면 서넘길 113,129.034508324,36.299189020
9224,서울특별시 성북구 보국문로 176-6 (정릉동),127.001791045,37.617678448
9225,경상남도 창원시 진해구 진해대로 1234 (원포동),128.714602224,35.119537864
9226,대구광역시 북구 노곡로1길 48-51 (노곡동),128.557903897,35.905356098
9227,부산광역시 연제구 황령산로 570 (연산동),129.083589352,35.170540993
9228,전라남도 여수시 상암로 286 (호명동),127.717104500,34.799104767
9229,경상남도 창원시 마산합포구 서원곡2길 13 (교방동),128.555780218,35.209032488
9230,제주특별자치도 서귀포시 남원읍 516로 815-41,126.594210580,33.323307253
9231,광주광역시 북구 무진성길 140 (두암동),126.943419834,35.164932579
9232,대전광역시 서구 정방길 194-12 (용촌동),127.316895260,36.253424144
9233,경상남도 함양군 마천면 백무동로 111,127.672282424,35.375451293
9234,전라남도 해남군 현산면 봉림길 12-13,126.572500226,34.474603572
9235,대구광역시 달서구 앞산순환로 12-121 (상인동),128.573426802,35.812954544
9236,전라남도 보성군 벌교읍 봉황길 129-44,127.379629168,34.820855438
9237,부산광역시 남구 진남로 82-19 (대연동),129.086143663,35.139008582
9238,경상남도 고성군 영오면 오서3길 25-36,128.202295822,35.092483413
9239,전라남도 여수시 율촌면 광암길 28-11,127.536225330,34.813229226
9240,"경상남도 창원시 진해구 신항북로 202 (용원동, 부산신항만 이지더원아파트 2단지)",128.811044478,35.087068604
9241,경기도 가평군 가평읍 진동안길 41-38,127.491611575,37.810266885
9242,,,
9243,광주광역시 북구 무진성길 140 (두암동),126.943419834,35.164932579
9244,충청남도 예산군 봉산면 금치쇠재길 8-1,126.681956249,36.768875476
9245,경상남도 밀양시 산외면 엄광3길 55-26,128.810210284,35.532785229
9246,부산광역시 강서구 낙동남로 395-4 (녹산동),128.863899060,35.111630717
9247,경기도 광주시 남종면 검천길 16-3,127.340383715,37.528132284
9248,부산광역시 강서구 낙동북로 47 (강동동),128.934971153,35.219087099
9249,부산광역시 영도구 태종로802번길 43-10 (동삼동),129.078419368,35.064660759
9250,제주특별자치도 서귀포시 대정읍 노을해안로 56,126.222660772,33.241941284
9251,경상북도 영덕군 남정면 남정중화길 570,129.340809961,36.352510645
9252,부산광역시 수영구 황령산로 48 (남천동),129.105976452,35.149434731
9253,전라남도 고흥군 포두면 천마로 3207-75,127.381408441,34.512075633
9254,전라남도 순천시 승주읍 죽림길 102,127.358483931,34.992298276
9255,충청남도 논산시 연산면 선비로821번길 92,127.169970049,36.253893122
9256,전라남도 순천시 원가곡3길 40-14 (가곡동),127.482914050,34.987204015
9257,경상남도 하동군 고전면 신월길 61-105,127.800928024,35.038953182
9258,경상남도 창원시 마산회원구 봉암북7길 53-23 (봉암동),128.599280867,35.222214708
9259,경상남도 창원시 마산합포구 진전면 팔의사로 511-28,128.394555683,35.117087509
9260,전라남도 순천시 별량면 송산길 156,127.412889609,34.872352363
9261,대구광역시 동구 매여로8길 22 (매여동),128.716891747,35.909055309
9262,,,
9263,전라남도 해남군 산이면 초두길 33-9,126.445354591,34.647134856
9264,울산광역시 울주군 서생면 해맞이로 658-63,129.308217323,35.336735850
9265,전라남도 순천시 조비길 99 (석현동),127.471670672,34.975978873
9266,경상남도 창원시 마산회원구 북성로 471-59 (두척동),128.545577335,35.235804799
9267,대구광역시 달성군 하빈면 하빈로87길 90,128.436918466,35.905953812
9268,울산광역시 남구 두왕로174번길 70 (선암동),129.314667386,35.515011654
9269,경상북도 경주시 감포읍 경감로 2585-17,129.454303528,35.791435681
9270,,,
9271,전라북도 남원시 대산면 감동1길 103,127.290380737,35.410296029
9272,경상남도 하동군 진교면 술상길 186,127.922592607,34.984459316
9273,전라남도 신안군 압해읍 마산길 21,126.247509360,34.951629247
9274,,,
9275,울산광역시 북구 갓안2길 18 (중산동),129.341941186,35.666531067
9276,충청북도 옥천군 동이면 세산3길 68-4,127.602374027,36.276810286
9277,강원도 춘천시 삭주로 212 (후평동),127.753768877,37.886958839
9278,대구광역시 북구 대구외곽순환고속도로 30 (연경동),128.620274803,35.939216250
9279,충청남도 금산군 진산면 실학로 207,127.353447468,36.180119519
9280,전라북도 남원시 대산면 상대실2길 170,127.298726744,35.407373184
9281,경상남도 함양군 함양읍 관변길 9-15,127.744748293,35.523388270
9282,전라남도 광양시 제철로 1208 (도이동),127.666787237,34.926478087
9283,전라북도 완주군 고산면 어우길 161,127.176479722,35.974048400
9284,전라남도 보성군 미력면 남해고속도로 62,127.102386536,34.812183358
9285,경상북도 문경시 마성면 안늘목2길 390-83,128.184349288,36.703949872
9286,인천광역시 서구 경명대로722번길 69 (공촌동),126.691503577,37.545889127
9287,강원도 횡성군 둔내면 청태산로466번길 107,128.272752038,37.514676799
9288,전라남도 신안군 흑산면 영산길 29,125.466359018,34.651369544
9289,강원도 홍천군 영귀미면 금계로 1925,128.047837900,37.650135987
9290,경기도 가평군 북면 화악산로356번길 43-23,127.566072058,37.914498013
9291,충청남도 부여군 내산면 숙동로 92-14,126.778569378,36.290356420
9292,강원도 삼척시 광진1길 15-9 (교동),129.184567907,37.451974439
9293,강원도 삼척시 신기면 고무릉길 407,129.034772468,37.342826639
9294,경상남도 합천군 대병면 장단길 150-66,128.058449052,35.515469885
9295,경상북도 김천시 문성길 77 (덕곡동),128.149049977,36.115330772
9296,경기도 연천군 신서면 도신로 148-35,127.091859374,38.181372397
9297,충청북도 보은군 수한면 장선소계로 448,127.684143549,36.454245868
9298,경상북도 경산시 백천길 107-52 (백천동),128.741463245,35.794626522
9299,경기도 가평군 설악면 천현길 46,127.472509262,37.649831366
9300,,,
9301,경기도 포천시 송선로 461 (선단동),127.166650211,37.864341178
9302,울산광역시 울주군 서생면 약수터길 64-20,129.334026660,35.380355889
9303,강원도 춘천시 사북면 신포길 30-22,127.647844404,38.021303620
9304,경상남도 거창군 마리면 황마로 1050-10,127.855493518,35.661826344
9305,경상남도 거창군 가조면 동례길 346,128.005159581,35.699078863
9306,경기도 의정부시 녹양로125번길 70-1 (녹양동),127.030503174,37.762811313
9307,강원도 강릉시 성산면 지암길 105-46,128.828591676,37.767525395
9308,경상북도 포항시 남구 구룡포읍 후동길133번길 26-2,129.533819720,35.985465254
9309,광주광역시 남구 이동5안길 17 (원산동),126.853183952,35.104229512
9310,충청남도 금산군 금산읍 비단로 93-1,127.490969990,36.099119512
9311,전라남도 함평군 손불면 궁산길 107-15,126.470302399,35.107153837
9312,경상남도 하동군 악양면 신흥길 158-78,127.723287914,35.159259151
9313,전라북도 장수군 장수읍 작고개길 6-213,127.484320493,35.607712622
9314,충청북도 단양군 매포읍 매포어상천로 67-10,128.315542092,37.048668118
9315,충청북도 충주시 사직로 142-7 (문화동),,
9316,경기도 포천시 내촌면 금강로2005번길 12-9,127.220807126,37.760630473
9317,경상북도 칠곡군 석적읍 동중리1길 85,128.418412428,36.079417488
9318,충청남도 서산시 쌍연북3길 29 (동문동),126.468405269,36.786903774
9319,대구광역시 달성군 가창면 헐티로6길 219,128.585209717,35.744332221
9320,경기도 양주시 은현면 화합로1088번길 46,127.035499633,37.850465302
9321,전라북도 임실군 강진면 학석1길 158-66,127.125064319,35.562127353
9322,경기도 포천시 군내면 청군로3410번길 24-2,127.208654010,37.893835992
9323,대구광역시 달성군 가창면 가창로 1037-9,128.623934725,35.796191897
9324,경기도 시흥시 동서로 240 (장곡동),126.773387047,37.382008180
9325,서울특별시 은평구 갈현로7길 49 (역촌동),126.903637675,37.604320270
9326,경상북도 포항시 남구 구룡포읍 후동길133번길 26-2,129.533819720,35.985465254
9327,강원도 홍천군 내면 구룡령로 4311,128.330319310,37.742708433
9328,,,
9329,경기도 고양시 덕양구 개울개길 24 (지축동),126.919852321,37.655913648
9330,서울특별시 강서구 까치산로28길 47-5 (화곡동),126.855787369,37.552496543
9331,강원도 원주시 번재길 125 (봉산동),127.974955582,37.352382527
9332,강원도 원주시 무진길 36-5 (봉산동),127.958252330,37.353420488
9333,경기도 하남시 대성로95번길 161-1 (춘궁동),127.188606477,37.515923279
9334,경상북도 영양군 석보면 석보로 961,129.170239678,36.532075432
9335,충청북도 음성군 맹동면 용촌길87번길 9-23,127.528683981,36.927505140
9336,경기도 양평군 옥천면 원통이길31번길 9-40,127.459092976,37.528872834
9337,전라남도 여수시 돌산읍 계동로 541-1,127.775694170,34.680675301
9338,경기도 연천군 백학면 장백로 699-6,126.896805111,38.006456117
9339,경기도 화성시 팔탄면 노하길 229-19,126.857094845,37.160049797
9340,충청남도 서산시 대산읍 물안1로 71-23,126.419251283,36.968409419
9341,대구광역시 달성군 화원읍 구라1길 77-24,128.483785827,35.815334392
9342,경기도 남양주시 송산로170번길 29-1 (별내동),127.132712407,37.656991959
9343,충청남도 부여군 부여읍 정동로 214-51,126.937028781,36.312952581
9344,충청남도 금산군 제원면 신안사로 398-53,127.554788289,36.153550103
9345,서울특별시 구로구 개봉로3길 106-19 (개봉동),126.849655997,37.486204334
9346,충청남도 서산시 부석면 월계송내길 114,126.395746659,36.736172407
9347,,,
9348,경상남도 합천군 대양면 남암길 89-16,128.190005709,35.509164288
9349,강원도 춘천시 자라우새길 126 (송암동),127.695938668,37.859407876
9350,경기도 동두천시 봉동로95번길 128 (상봉암동),127.046633221,37.955301959
9351,"서울특별시 서초구 서초대로78길 44 (서초동, 서초나산스위트)",127.028452026,37.493815626
9352,경기도 남양주시 별내면 송산로 653-1,127.125254960,37.697706201
9353,서울특별시 도봉구 노해로57길 93 (쌍문동),127.034348746,37.655019919
9354,경기도 양평군 강상면 신화길 108,127.477469414,37.472377450
9355,충청북도 청주시 청원구 우암산로 190-37 (우암동),127.500517983,36.650873928
9356,경상북도 안동시 길안면 골삽실길 28-8,128.884928449,36.462829916
9357,전라남도 나주시 가야길 236-34 (진포동),126.684303636,35.000781208
9358,광주광역시 동구 성촌길11번길 18-11 (운림동),126.953997854,35.136469873
9359,전라남도 해남군 북평면 감정골길 35-6,126.621332310,34.412758074
9360,경상남도 밀양시 청도면 근기1길 14-15,128.617203004,35.545191614
9361,경상남도 김해시 생림대로 93-103 (삼계동),128.857112576,35.280726142
9362,경상남도 합천군 묘산면 마령로 957-10,128.127332969,35.640019728
9363,경상남도 밀양시 청도면 근기1길 14-15,128.617203004,35.545191614
9364,경상남도 김해시 흥동로53번길 9 (흥동),128.854576046,35.222989268
9365,인천광역시 강화군 삼산면 삼산남로 325-21,,
9366,전라남도 순천시 선암1길 12 (덕월동),127.486717171,34.925238122
9367,경기도 안성시 죽산면 장계길 88-9,127.406801847,37.047157155
9368,충청남도 아산시 시민로329번길 12-1 (용화동),126.996622191,36.779285569
9369,전라남도 화순군 도암면 개천로 48-29,126.901607474,34.929994508
9370,경상남도 창녕군 부곡면 온천로 445,128.577768624,35.450554307
9371,경상남도 양산시 삼호5길 36-1 (삼호동),129.171295232,35.411522247
9372,전라남도 여수시 망양로 402 (만흥동),127.750459413,34.781640895
9373,경상남도 진주시 금곡면 금곡로 452-65,128.230469008,35.120349064
9374,경상북도 안동시 풍천면 키미길 34-9,128.474618585,36.526728377
9375,전라남도 나주시 청동길 205 (석현동),126.736830568,35.049770930
9376,경상남도 합천군 봉산면 서부로 4169,128.031266817,35.617771130
9377,경상남도 의령군 정곡면 정곡2길 14-14,128.313228827,35.370989130
9378,울산광역시 울주군 웅촌면 내기길 58-2,129.213421759,35.457728271
9379,전라남도 화순군 사평면 주평길 9-4,127.117351618,35.024774415
9380,전라남도 곡성군 옥과면 미술관로 162,127.126657704,35.287251209
9381,경상북도 청도군 운문면 운문로 1436-13,128.973550242,35.684122011
9382,경상북도 고령군 덕곡면 후암2길 79,128.256984763,35.759161461
9383,울산광역시 북구 명촌로 52 (명촌동),129.356564688,35.555615466
9384,경상남도 창녕군 부곡면 온천중앙로 77,128.593093648,35.438272942
9385,전라남도 보성군 벌교읍 장호길 493-3,127.403643301,34.831169225
9386,경상북도 성주군 성주읍 대황4길 84,128.274450982,35.906199693
9387,인천광역시 연수구 동곡재로152번길 4-18 (동춘동),126.667453510,37.414010614
9388,전라남도 여수시 화정면 제도1길 152,127.652183690,34.587737869
9389,전라남도 화순군 사평면 유마로 603-2,127.171955037,35.016448378
9390,광주광역시 북구 무진성길 140 (두암동),126.943419834,35.164932579
9391,제주특별자치도 제주시 조천읍 남조로 2909,126.645109977,33.519470333
9392,경상북도 포항시 남구 대송면 운제로 792,129.360310284,35.926152927
9393,전라남도 나주시 영산로 5091-12 (보산동),126.692932519,35.026135277
9394,경상남도 창원시 마산합포구 구산면 장구길 24-48,128.564932396,35.081109352
9395,대전광역시 유성구 대금로 224-22 (대동),127.395475928,36.485909016
9396,전라남도 여수시 남면 석문동길 49-207,127.743805783,34.544793358
9397,부산광역시 남구 동명로92번길 76 (용호동),129.106500924,35.115451163
9398,경상북도 포항시 북구 죽장면 수목원로79번길 40,129.219703909,36.235635764
9399,전라남도 강진군 마량면 청자로 2797-10,126.848098158,34.460457746
9400,부산광역시 해운대구 반송순환로 100-16 (반송동),129.156109578,35.217510675
9401,경상북도 포항시 북구 기계면 기남길253번길 38,129.167828349,36.079029812
9402,경상남도 사천시 서포면 용궁로 126,127.982413120,34.965829411
9403,충청북도 증평군 도안면 충청대로 2187-1,127.613591350,36.806187590
9404,전라남도 여수시 봉산새철4길 26 (봉산동),127.726613670,34.735606430
9405,경상남도 함안군 칠북면 온천로 216-5,128.556066622,35.365568665
9406,부산광역시 사하구 승학로17번길 76-8 (하단동),128.969457448,35.110167369
9407,전라남도 여수시 화양면 화서로 798-16,127.582771914,34.694008130
9408,경상남도 합천군 쌍백면 쌍백중앙로 106-195,128.149907606,35.453291385
9409,경상남도 창원시 진해구 웅동로107번길 24 (마천동),128.789030455,35.124549702
9410,전라남도 광양시 진상면 이천길 51-14,127.711815960,35.007246990
9411,전라남도 나주시 노안면 금안2길 89,126.697113710,35.071768500
9412,전라남도 완도군 군외면 청해진북로 370-29,126.678635532,34.385569137
9413,부산광역시 연제구 경기장로 7-46 (거제동),129.054154599,35.186178708
9414,전라남도 여수시 종고산길 90-5 (동산동),127.737704608,34.745624454
9415,경상북도 청도군 운문면 용귀길 114-1,128.973051151,35.790165660
9416,경상남도 고성군 마암면 삼락3길 113-1,128.342464588,35.026558378
9417,제주특별자치도 제주시 1100로 2558-73 (노형동),126.494289947,33.412698944
9418,경상남도 김해시 유하로226번길 6-16 (유하동),128.816052063,35.220763865
9419,울산광역시 울주군 서생면 해맞이로 658-63,129.308217323,35.336735850
9420,전라남도 여수시 여서로 260-33 (여서동),,
9421,전라남도 여수시 상암로 786 (상암동),127.741381062,34.836760832
9422,전라남도 여수시 화양면 서우개길 302-77,127.569225912,34.690270718
9423,강원도 강릉시 사천면 덕실길 167-80,128.840544330,37.808883346
9424,충청북도 청주시 청원구 북이면 서당대길길 157,127.566844151,36.735764675
9425,강원도 강릉시 주문진읍 주문북로 71-7,128.827382900,37.900026374
9426,충청북도 보은군 내북면 내북산외로 262,127.680536094,36.569582813
9427,대구광역시 동구 팔공산로185길 51 (용수동),128.694835938,35.990901766
9428,울산광역시 울주군 온양읍 내고산길 25-82,129.256100473,35.444115081
9429,경상남도 합천군 가회면 황매산로 1070,128.023957472,35.483284441
9430,충청북도 음성군 대소면 초금로 169-15,127.526401668,36.941671260
9431,강원도 춘천시 북산면 원동조교로 606-29,127.980531841,37.946022736
9432,경상북도 안동시 바람이길 243 (정하동),,
9433,경상북도 경산시 샘골길 32 (백천동),128.742385805,35.801044652
9434,경상남도 창원시 마산합포구 교방남4길 34-21 (교방동),128.565504082,35.209399478
9435,강원도 고성군 간성읍 흘리령1길 60,128.385093458,38.286097664
9436,경상남도 진주시 수곡면 시묘산길 331-29,127.900714964,35.209754908
9437,대구광역시 달성군 하빈면 하빈로 792,128.464891922,35.928273457
9438,충청북도 청주시 상당구 이정골로 145 (용정동),127.527607526,36.637019258
9439,대구광역시 동구 도평로77길 156 (지묘동),128.664901355,35.940572238
9440,경상남도 창원시 마산합포구 진전면 팔의사로 511-28,128.394555683,35.117087509
9441,경기도 성남시 수정구 달래내로221번길 16 (금토동),127.079361691,37.417153205
9442,경상남도 사천시 곤명면 곤명1로 157,127.944140645,35.113465820
9443,인천광역시 부평구 평천로54번길 32 (청천동),126.699340030,37.520017500
9444,경상북도 안동시 제봉길 501 (노하동),128.686324097,36.588467565
9445,인천광역시 부평구 평천로 38-9 (청천동),126.696609787,37.520526450
9446,경상남도 창녕군 대지면 학성세거리길 210-7,128.443095350,35.526360365
9447,경상남도 산청군 산청읍 산청대로1381번길 127,127.902242722,35.386903512
9448,,,
9449,전라남도 나주시 평산옥산길 42-45 (평산동),126.746931918,34.978287634
9450,경상북도 의성군 구천면 용사3길 152-15,128.411128196,36.358666600
9451,전라북도 익산시 잿등길 56 (임상동),126.983499862,35.985277305
9452,울산광역시 동구 산록길 66 (전하동),129.417915474,35.515002721
9453,대전광역시 동구 달기장2길 53 (판암동),127.450121200,36.324397302
9454,전라남도 장흥군 대덕읍 연지길 159,,
9455,대구광역시 남구 앞산순환로 574-110 (대명동),128.588843265,35.827189518
9456,경상북도 청송군 현서면 금성현서로 2375-1,128.880252149,36.270886754
9457,경기도 안성시 안성맞춤대로 739 (계동),127.263919956,36.981419437
9458,강원도 양양군 서면 설악로 801,128.449327918,38.085419535
9459,충청북도 단양군 어상천면 삼화동길 102-9,128.343930476,37.145874707
9460,강원도 강릉시 운산길79번길 7-3 (운산동),128.937995891,37.731206371
9461,강원도 강릉시 진재골길29번길 34 (노암동),128.892051555,37.736460465
9462,경기도 남양주시 와부읍 수레로 495,127.258970858,37.608351314
9463,충청남도 청양군 정산면 남천바둑골길 72-13,126.979327625,36.453767816
9464,강원도 홍천군 서석면 무사골길 101,128.197211110,37.774208255
9465,,,
9466,강원도 홍천군 내면 원자운길76번길 55,128.352663509,37.730187086
9467,충청북도 충주시 산척면 안말길 7-8,128.013459542,37.072907888
9468,대전광역시 대덕구 대청로250번길 25-15 (용호동),127.453713205,36.448178090
9469,전라남도 순천시 승주읍 군장길 79,127.402419933,35.047023836
9470,경상북도 안동시 서후면 풍산태사로 2950,128.664005776,36.618971574
9471,,,
9472,충청남도 아산시 외암로1399번길 84 (법곡동),127.007460765,36.760675577
9473,경상남도 밀양시 상남면 내금2길 27-34,128.761210270,35.428443786
9474,충청북도 보은군 보은읍 월송로 231-37,127.739095342,36.468975050
9475,충청북도 청주시 청원구 토성로214번가길 16-4 (정상동),127.466585548,36.684002085
9476,대전광역시 동구 산내로 714 (상소동),127.472081771,36.233287066
9477,경기도 수원시 영통구 광교중앙로49번길 46 (원천동),127.049600344,37.280935581
9478,경기도 광주시 남종면 태허정로 467-7,127.279717461,37.485871867
9479,서울특별시 서초구 양재대로12길 73-48 (원지동),127.042367732,37.458970914
9480,경기도 양평군 양평읍 약수사길 78-14,127.519387548,37.516703355
9481,경상남도 밀양시 부북면 사포공단1길 7-5,128.746360364,35.470812299
9482,충청북도 청주시 청원구 우암산로 190-37 (우암동),127.500517983,36.650873928
9483,경상남도 창원시 마산회원구 양덕동18길 82-8 (합성동),128.597710366,35.234593039
9484,세종특별자치시 연서면 세종로 2119,127.291327041,36.576532453
9485,충청북도 청주시 청원구 팔결로 129 (오동동),127.480865790,36.695111940
9486,,,
9487,전라남도 화순군 한천면 죽헌로 63,126.979685415,34.979163900
9488,전라북도 완주군 상관면 춘향로 4845-20,127.198661359,35.773795384
9489,부산광역시 금정구 북문로 124-2 (청룡동),129.058425941,35.275839314
9490,전라북도 고창군 고창읍 고인돌대로 1969,,
9491,전라남도 해남군 마산면 원호맹진로 486-17,126.539024365,34.615426887
