연번,명칭,높이(m),경도(E),위도(N)
3740,첨산,313.8,127.3404639,34.8124389
3741,봉두산,426.2,127.2763361,34.7922639
3742,취령산,190.1,127.2704194,34.7672361
3743,삼봉,107.6,127.3289889,34.7639972
3744,망주산,348.1,127.3880167,34.7645111
3745,난봉산,546.9,127.4389361,34.9846694
3746,삼산,316.6,127.4720167,34.9964
3747,갈치봉,307.8,127.2537278,34.9417167
3748,개운산,332.7,127.3914583,34.8788778
3749,지안산,135.2,127.4432667,34.8764556
3750,큰봉,572.1,127.2592944,34.8645944
3751,노강산,323.4,127.3017333,34.8584306
3752,시루봉,380.4,127.3949972,34.8653333
3753,호룡산,75.6,127.4428389,34.8554333
3754,매봉산,117.1,127.2926444,34.8341333
3755,두루봉,224.3,127.3141417,34.8454722
3756,대봉산,107.8,127.3675917,34.8281917
3757,산발산,116.4,127.3705889,34.8034333
3758,월악산,180.2,127.3660444,34.8149861
3759,혼백산,183.3,127.3457944,34.7522833
3760,소망주산,149.6,127.3748111,34.7526333
3761,대각산,188.3,126.4546139,35.82545
3762,장자봉,141.0,126.3942306,35.8174361
3763,망주봉,109.5,126.416325,35.8216583
3764,앞산,122.2,126.4577194,35.8185972
3765,작은무녀봉,67.0,126.4260111,35.7955389
3766,큰무녀봉,132.6,126.4189917,35.797
3767,안산,113.1,126.4174083,36.7451194
3768,망원산,54.3,126.2718528,36.7115833
3769,도비산,352.8,126.4161194,36.7034444
3770,부엉재산,150.4,126.4878583,36.5886417
3771,삼봉,31.6,126.3143639,36.5716694
3772,국사봉,107.8,126.3366083,36.56815
3773,투구봉,142.5,126.4923833,36.5500333
3774,복주게산,38.4,126.4257833,36.7314389
3775,은봉산,128.9,126.4888,36.5785278
3776,장구봉,81.1,126.4953111,36.5601972
3777,관찰봉,388.5,126.8395306,34.4998806
3778,봉대산,358.7,126.8413444,34.4784167
3779,부곡산,425.0,126.8617806,34.4927722
3780,공성산,367.2,126.8674139,34.47405
3781,오성산,215.5,126.8566222,34.4477361
3782,덕암산,193.0,126.7966861,34.406325
3783,봉황산,216.1,126.7626806,34.3862028
3784,망덕산,69.9,126.857825,34.3941361
3785,상산,325.8,126.7902944,34.3319972
3786,노학봉,226.6,126.8398111,34.3406667
3787,범산,151.0,126.8690333,34.3398778
3788,기선봉,141.0,126.894225,34.3321694
3789,백운산,483.1,126.9786278,34.3250306
3790,남망봉,151.8,126.7566972,34.3064139
3791,동망봉,158.6,126.7668639,34.3101556
3792,기바우산,70.5,126.9569611,34.473
3793,서남산,184.1,126.8085722,34.4294694
3794,삼문산,399.0,126.9030111,34.3725444
3795,공고지산,336.4,126.9420444,34.3717167
3796,불당산,59.0,126.8724472,36.9883306
3797,승배산,51.0,126.8644722,36.9747611
3798,대덕산,58.1,126.882,36.9685
3799,옥녀봉,83.7,126.9222167,36.9429528
3800,마안산,112.8,126.9497167,36.9306694
3801,고등산,132.4,126.9623778,36.9430083
3802,석화산,45.7,126.8121806,36.9112528
3803,계두봉,44.1,126.9094917,36.9165056
3804,망객산,63.6,126.7884361,36.8905417
3805,야굴산,42.1,126.8073806,36.8818306
3806,원랑산,108.5,126.95,36.8933139
3807,고용산,295.8,126.9845167,36.8880611
3808,입암산,208.9,126.9144111,36.8689639
3809,금산,251.0,126.9950806,36.8648306
3810,용두산,86.8,126.8881333,36.8354472
3811,상투봉,300.4,126.9453694,36.8340333
3812,영인산,363.5,126.9340167,36.8439472
3813,무명산,250.5,126.9892083,36.8424444
3814,당산,79.2,126.7620389,36.8243278
3815,뒷뫼산,75.3,126.9358444,36.8152778
3816,삼봉산,140.2,126.8814917,36.7755472
3817,학성산,184.2,126.9265167,36.7807389
3818,치학산,135.2,126.9680639,36.7759056
3819,맹산,158.6,126.9293833,36.7626694
3820,뱀산,104.3,126.944875,36.7653028
3821,각골산,61.2,126.8919139,36.7553389
3822,옥녀봉,80.9,126.8878806,36.7734167
3823,비봉산,580.0,128.360725,36.4885528
3824,독점산,313.2,128.3997111,36.4918972
3825,건지봉,421.6,128.2911778,36.4618389
3826,봉암산,452.7,128.4706,36.4665889
3827,비봉산,230.5,128.266125,36.4365167
3828,문암산,460.1,128.4194611,36.447175
3829,곤지산,330.9,128.4390167,36.4336972
3830,고도산,494.3,128.4845722,36.436475
3831,국사봉,521.1,128.4983611,36.4325222
3832,골두봉,314.8,128.4743194,36.4118472
3833,나각산,240.2,128.3047278,36.3802556
3834,삿갓봉,291.7,128.4898111,36.3973028
3835,삼봉산,447.6,128.2541917,36.3604611
3836,만경산,499.0,128.3509861,36.3510917
3837,장자봉,422.1,128.3669667,36.3339333
3838,옥녀봉,520.1,128.2534389,36.3032056
3839,청화산,701.0,128.4026056,36.289125
3840,큰골말냉,260.5,128.4850111,36.28945
3841,형제봉,532.1,128.2763528,36.2692722
3842,냉산,694.0,128.4027417,36.2587972
3843,뱀두산,99.1,128.383725,36.3931306
3844,노봉산,277.4,128.2574806,36.3478833
3845,매곡산,323.7,128.2547417,36.3275639
3846,구수봉,177.9,128.3034778,36.3211389
3847,순사이산,160.7,128.3256167,36.3195861
3848,문암산,366.1,128.3678583,36.3161139
3849,신산,457.0,128.3045778,36.2761194
3850,촉봉,416.8,128.4359028,36.2767167
3851,박달산,579.5,128.7408361,36.7489056
3852,봉수산,570.0,128.7334583,36.7368639
3853,용암산,529.6,128.7326278,36.73035
3854,불로봉,482.9,128.6727528,36.7067861
3855,갈미봉,548.5,128.6438528,36.6929056
3856,조운산,634.5,128.64875,36.6751639
3857,학가산,869.6,128.6047083,36.6631333
3858,천등산,576.0,128.6643694,36.6613861
3859,건지산,278.4,128.7200083,36.6532694
3860,보문산,642.6,128.566275,36.6460972
3861,상산,520.4,128.6450778,36.6416139
3862,대봉산,217.5,128.535075,36.6135222
3863,옥달봉,263.7,128.7197028,36.603125
3864,검무산,332.0,128.5083917,36.5832944
3865,하지산,267.3,128.5914917,36.5830306
3866,대표산,210.8,128.6585056,36.5884111
3867,화산,328.0,128.544725,36.5472
3868,마늘봉,364.9,128.511825,36.5176861
3869,백자봉,368.3,128.6265111,36.5049167
3870,건산,142.8,126.0152111,35.3551806
3871,막봉,164.5,126.0240722,35.3396389
3872,뒷산,179.1,126.0334222,35.3445139
3873,무장등,150.9,126.1419167,35.2882972
3874,왕산봉,164.7,126.1358194,35.2835389
3875,내막봉,113.4,126.1452417,35.2740278
3876,신흥봉,143.0,126.0320194,35.3513972
3877,성산봉,137.0,126.0315167,35.3398944
3878,송림산,321.9,127.3503194,37.2286306
3879,해룡산,200.8,127.4705444,37.2341472
3880,형제봉,453.6,127.2701583,37.2081333
3881,독조봉,434.2,127.3103917,37.2106611
3882,건지산,410.6,127.341,37.2099806
3883,태봉산,310.6,127.3285556,37.2068333
3884,소학산,310.4,127.3686556,37.2072889
3885,관진봉,148.3,127.39995,37.2149472
3886,요광전산,128.2,127.3843528,37.2145556
3887,정명산,168.1,127.4678056,37.2104806
3888,국사봉,346.7,127.2562778,37.1995556
3889,수정산,344.4,127.3483611,37.1919889
3890,뒷동골산,223.5,127.3783806,37.1954472
3891,봉의산,323.5,127.3850389,37.1819417
3892,장자터산,213.6,127.4003389,37.1916472
3893,대덕산,309.0,127.4112472,37.1835
3894,문수봉,403.2,127.2847667,37.1725806
3895,쓰레산,270.7,127.386225,37.1629056
3896,쌍령산,502.4,127.2743056,37.1335278
3897,구봉산,461.1,127.3302583,37.1265944
3898,마국산,441.3,127.4503306,37.1478333
3899,큰박골산,190.8,127.4750167,37.1416139
3900,경수산,327.2,127.3038056,37.1107083
3901,달기봉,418.9,127.3333694,37.1117806
3902,정배산,283.0,127.3467694,37.1170528
3903,조비산,296.3,127.3682194,37.1185028
3904,노성산,307.8,127.4990222,37.1232667
3905,금병산,234.5,127.2752806,37.0983556
3906,감투봉,222.3,127.3227917,37.0812472
3907,국사봉,444.5,127.340025,37.0751083
3908,상봉,353.6,127.3409111,37.0872056
3909,매봉,173.5,127.3849667,37.084125
3910,비봉산,369.8,127.4153667,37.0888972
3911,보개산,347.0,127.3332694,37.0544861
3912,도덕산,366.0,127.3809056,37.0533944
3913,남산,333.1,127.4297,37.0563167
3914,도고리봉,351.8,127.4676472,37.0528639
3915,죽림산,351.8,127.4653583,37.0600306
3916,마이산,473.5,127.4893944,37.0522917
3917,머린골산,277.2,127.2774556,37.0372028
3918,오봉산,229.3,127.2789889,37.0269056
3919,돌섯산,166.5,127.3066917,37.0295472
3920,관해봉,457.5,127.3932361,37.0377278
3921,칠장산,492.1,127.3900417,37.0311778
3922,바카프미산,332.9,127.4213917,37.0474861
3923,산박골산,306.5,127.45285,37.0482667
3924,죽절골앞산,272.0,127.4694667,37.0338528
3925,방아골산,321.5,127.4842556,37.0480861
3926,청량산,338.2,127.3415139,37.016225
3927,칠현산,516.5,127.3960083,37.01215
3928,매봉재,243.0,127.4322444,37.0231472
3929,백운산,345.6,127.457525,37.02045
3930,노적산,168.5,127.2582056,37.2311167
3931,태봉산,275.7,127.2727417,37.2404528
3932,능안산,146.8,127.3418222,37.2489111
3933,동맥이산,352.8,127.3333472,37.22825
3934,말등대산,251.3,127.335,37.2388194
3935,미륵산,260.9,127.3340972,37.2367056
3936,오천골산,188.1,127.3547444,37.2437556
3937,각시골산,153.9,127.3942278,37.2482056
3938,된봉,313.4,127.27055,37.2192278
3939,바루산,234.8,127.3739639,37.2004528
3940,오정봉,332.2,127.3525833,37.2212194
3941,갱터산,106.5,127.49375,37.2011556
3942,굴암산,345.9,127.2609139,37.1773472
3943,은이산,363.3,127.2775833,37.1983417
3944,바래기산,370.5,127.2691889,37.1718222
3945,쌍용산,209.1,127.2771583,37.1512472
3946,마오산,270.7,127.4496778,37.1682722
3947,갈미봉,332.2,127.2506417,37.1341944
3948,석술암산,413.1,127.3470972,37.1343083
3949,시우지봉,181.1,127.4116639,37.1333056
3950,큰바래기산,414.1,127.4475944,37.1449389
3951,조산,137.3,127.2527306,37.1071306
3952,큰봉,241.6,127.3177806,37.0978167
3953,모래봉,269.2,127.3317694,37.0949028
3954,샛죽바위산,196.9,127.2689611,37.0517972
3955,뒷산,269.4,127.3577028,37.0730528
3956,부흥산,242.0,127.3689028,37.0506417
3957,매봉,247.5,127.4958028,37.0597667
3958,매봉,180.8,127.3193167,37.0292111
3959,곧트나산,277.7,127.3495139,37.0493083
3960,지치봉,267.0,127.3652472,37.0328278
3961,제비월산,294.5,127.4031056,37.0259556
3962,갈미봉,279.4,127.3744333,37.0085306
3963,거마산,210.3,126.7661361,37.4668194
3964,관모산,160.8,126.7624806,37.4554806
3965,상아산,150.8,126.7655389,37.4542889
3966,성주산,216.5,126.7782972,37.4717972
3967,소래산,299.7,126.7788806,37.4522167
3968,할미산,151.9,126.8040417,37.4654417
3969,도덕산,200.7,126.8572194,37.4654667
3970,청능산,159.8,126.9448528,37.4735944
3971,양지산,150.9,126.82565,37.4307139
3972,구름산,240.8,126.8684306,37.445575
3973,삼성산,480.9,126.9393917,37.4359444
3974,관악산,632.2,126.9638972,37.4444694
3975,학미산,94.9,126.780575,37.4071028
3976,서독산,180.0,126.870275,37.4071472
3977,범배산,140.2,126.8130278,37.38555
3978,운흥산,204.1,126.8455722,37.3889694
3979,도리산,97.0,126.8504472,37.3983639
3980,군자봉,198.4,126.797275,37.3600472
3981,마산,246.2,126.8482083,37.3649833
3982,수암봉,397.9,126.8923778,37.3669111
3983,수리산,469.3,126.9054889,37.3587194
3984,수리산(태을봉),489.2,126.9139417,37.3729806
3985,모락산,385.8,126.9786611,37.3705139
3986,광덕산,209.0,126.8373889,37.339225
3987,오봉산,209.8,126.9626583,37.3444722
3988,노적봉,143.3,126.8522417,37.3224639
3989,나봉산,135.9,126.9107056,37.3026528
3990,봉선대산,50.6,126.8079972,37.2821444
3991,여기산,104.1,126.9836389,37.2804472
3992,해망산,125.8,126.8346722,37.2543583
3993,칠보산,238.5,126.93205,37.26055
3994,원미산,123.7,126.7962778,37.4897583
3995,뒷동산,43.7,126.764525,37.4372778
3996,장아산,71.4,126.7545667,37.42755
3997,성채산,138.5,126.8886139,37.4282917
3998,구봉산,145.3,126.9302278,37.3128167
3999,술이봉,888.2,128.2431694,37.4796083
4000,주봉,827.3,128.2278333,37.4798694
4001,덕고산,521.2,128.0024639,37.4569722
4002,봉화봉,289.9,128.0310667,37.4733639
4003,봉화산,670.4,128.1294861,37.4698028
4004,덕고산,702.8,128.1648833,37.4717944
4005,풍취산,698.8,128.122975,37.4267694
4006,덕어산,662.5,128.1729028,37.4484361
4007,표때봉,867.9,128.229125,37.431075
4008,매화산,1083.1,128.0979389,37.4058917
4009,삿갓봉,1028.8,128.2139222,37.3928
4010,삼봉,1073.5,128.0382194,37.3707167
4011,치악산,1282.0,128.0556472,37.365125
4012,구봉산,901.0,128.2484056,37.3572806
4013,삼봉,590.9,128.1153278,37.339725
4014,배향산,808.0,128.1525,37.3272444
4015,회봉산,764.0,128.1781556,37.302475
4016,구룡산,966.6,128.2132278,37.3194472
4017,매봉,851.7,128.1520139,37.287825
4018,비산,693.0,128.2178861,37.2776222
4019,향로봉,1041.8,128.0339083,37.3310611
4020,남대봉,1180.0,128.0519833,37.3083639
4021,학산,439.2,128.1869389,37.3232028
4022,시명봉,1196.0,128.0482611,37.2949389
4023,수리봉,596.2,127.9259722,38.1262306
4024,일산,1156.7,127.8041361,38.1601056
4025,성주봉,625.4,127.9088222,38.1538944
4026,숫돌봉,508.0,127.9319611,38.148975
4027,두류봉,426.6,127.8066028,38.1139222
4028,구봉산,396.5,127.8384361,38.1038806
4029,월명봉,719.4,127.9070444,38.10345
4030,매봉산,661.9,127.7667472,38.0766611
4031,병풍산,796.2,127.8190417,38.0786889
4032,설안재봉,599.7,127.8536278,38.0803222
4033,사명산,1198.1,127.9051806,38.0760722
4034,죽엽산,859.3,127.8552,38.0522861
4035,수풀무산,701.7,127.7746361,38.031875
4036,오봉산,777.9,127.8032333,38.0004694
4037,부용산,880.7,127.8270139,38.0007278
4038,계명산,757.6,127.967075,38.0091611
4039,노상산,353.9,129.1088028,35.487975
4040,노방산,258.9,129.2331417,35.4982333
4041,정족산,748.0,129.130775,35.4579083
4042,운암산,418.6,129.192025,35.472025
4043,화장산,362.1,129.2498667,35.4538222
4044,우불산,234.2,129.1742306,35.4260806
4045,배읍봉,361.2,129.1999778,35.4304194
4046,대운산,742.6,129.2132444,35.401925
4047,삼각산,416.4,129.2117639,35.3803111
4048,용천산,544.8,129.1618,35.3588361
4049,삼각산,468.6,129.2180278,35.361475
4050,오봉산,450.0,129.0048528,35.342475
4051,백운산,522.5,129.1512333,35.3365194
4052,철마산,605.4,129.1359333,35.3096528
4053,망월산,549.0,129.1546556,35.3204972
4054,문래봉,511.4,129.1647806,35.3075861
4055,천마산,418.5,129.1890694,35.3072222
4056,함박산,457.9,129.1805444,35.3054917
4057,달음산,588.1,129.2109833,35.3078056
4058,계명산,599.9,129.0736611,35.2900889
4059,금정산,800.8,129.0505833,35.28015
4060,공덕산,265.8,129.1325917,35.2914417
4061,거문산,543.9,129.1502611,35.29835
4062,아홉산,361.2,129.184,35.285025
4063,셋드산,138.6,129.2066389,35.2555722
4064,일광산,385.3,129.2068222,35.269025
4065,모산,101.5,129.2256667,35.2501556
4066,새미등,508.7,129.1515611,35.4695917
4067,천막산,195.4,129.0485889,35.4126806
4068,봉화산,249.3,129.0733028,35.4214944
4069,천성산,920.2,129.1062806,35.4015972
4070,백일봉,198.7,129.1929083,35.4219472
4071,청송산,584.7,129.1162083,35.3757444
4072,천마봉,248.1,129.1638917,35.3826694
4073,불광산,350.3,129.2235306,35.3797111
4074,성암산,177.6,129.0355694,35.3720194
4075,투구봉,249.1,129.1792389,35.3699167
4076,군지산,534.9,129.0941417,35.3411694
4077,월음산,424.4,129.2192306,35.3012389
4078,도독고산,145.5,129.14325,35.2779111
4079,연애산,151.3,129.2091139,35.2836722
4080,부엉산,175.7,129.1121194,35.2505056
4081,호두술산,170.6,129.1156389,35.27255
4082,장년산,240.3,129.1376167,35.2718222
4083,깃대봉,623.6,127.3940833,37.7445444
4084,마산,178.2,127.4226611,37.7295583
4085,천마산,810.3,127.2733139,37.6802361
4086,두리봉,368.7,127.3466444,37.6758806
4087,보납산,432.5,127.4678139,37.6982222
4088,송라산,497.7,127.3148111,37.6700917
4089,화야산,754.2,127.4279111,37.6715722
4090,곡달산,627.9,127.466275,37.6579194
4091,백봉,587.2,127.25815,37.6389139
4092,통방산,649.9,127.4560306,37.6336889
4093,벽암산,373.1,127.4936528,37.6328611
4094,신선봉,236.6,127.2706361,37.6092472
4095,고래산,528.5,127.2967028,37.6069417
4096,문안산,533.3,127.3296972,37.6220667
4097,푯대봉,353.9,127.3699306,37.6192722
4098,양지갓산,207.8,127.3833667,37.6065361
4099,연화봉,282.6,127.3936528,37.6128889
4100,매곡산,509.6,127.4028889,37.6220167
4101,가마봉,487.8,127.427475,37.6166806
4102,삼태봉,684.1,127.4618472,37.6240861
4103,갑산,549.4,127.2679556,37.5916972
4104,기봉,463.9,127.4046917,37.5902556
4105,소구니산,801.3,127.4739639,37.5780139
4106,중미산,834.2,127.4716306,37.5954
4107,예봉산,678.8,127.2610583,37.559125
4108,적갑산,566.3,127.2572611,37.5716139
4109,운길산,606.5,127.2945472,37.5726056
4110,노적봉,229.7,127.3452167,37.5741444
4111,청계산,656.1,127.4031667,37.5535
4112,대부산,743.8,127.4864028,37.5613278
4113,부용산,362.9,127.3653722,37.5406306
4114,형제봉,507.6,127.397675,37.5406306
4115,건지산,139.6,127.4687917,37.5271972
4116,수릉재봉,138.2,127.4750972,37.5325361
4117,편전산,378.0,127.4802806,37.541125
4118,정암산,406.4,127.3416639,37.5135944
4119,남산,217.4,127.4708167,37.5116972
4120,은두산,686.3,127.3598389,37.7265806
4121,호명산,632.4,127.4457667,37.729525
4122,새덕산,443.4,127.4742444,37.7161056
4123,갈미봉,386.5,127.2531111,37.6162361
4124,큰명산,379.6,127.2837722,37.5933
4125,유명산,864.0,127.4865722,37.5752833
4126,골무봉,222.5,127.3436278,37.5701472
4127,촛대봉,599.1,127.4913861,37.5556167
4128,매봉산,227.1,127.4336722,37.5345917
4129,잣동산,174.5,127.4560472,37.5468611
4130,벽봉,343.3,127.4998278,37.53415
4131,두리봉,569.0,127.2532889,37.5032333
4132,두리봉,100.3,127.3212083,37.5220861
4133,황새마루,115.2,127.4843972,37.5152917
4134,수리봉,703.3,128.1239944,37.9888944
4135,망태봉,771.4,128.1432111,37.9677444
4136,매봉산,982.8,128.2289472,37.9526833
4137,응봉산,887.1,128.1082167,37.9281944
4138,가마봉,923.2,128.0815472,37.9027333
4139,대암산,1089.9,128.2340694,37.9224833
4140,소뿔산,1107.8,128.1303306,37.896275
4141,가마봉,1189.6,128.1772778,37.8861167
4142,송곡대산,587.6,128.0392,37.8290222
4143,매봉,866.3,128.0694028,37.8423444
4144,백우산,894.1,128.0816833,37.8430472
4145,백암산,1097.1,128.1684472,37.8485694
4146,가득봉,1057.7,128.1993722,37.8444472
4147,봉황대,650.3,128.0413528,37.8202889
4148,도관산,304.8,128.0884417,37.8105528
4149,망전산,395.3,128.1252194,37.802925
4150,청벽산,454.2,128.0116556,37.7974972
4151,무장봉,588.6,128.0758611,37.7891306
4152,매봉산,1096.5,128.2362556,37.7865944
4153,고양산,828.6,128.1165,37.8746889
4154,가산봉,312.1,128.0076972,37.8303778
4155,고사리봉,356.1,128.0173472,37.8258028
4156,쇠돌봉,346.1,128.0029639,37.8275972
4157,두리봉,315.1,128.0479056,37.8108556
4158,매봉산,409.8,128.1026944,37.8216472
4159,곤봉,635.8,128.02215,37.783575
4160,뒷산,255.6,128.0006056,37.7990667
4161,갈미봉,532.0,128.0053167,37.7662722
4162,검산봉,103.1,125.9920111,36.1185444
4163,공치산,115.9,125.9797361,36.1239889
4164,준주봉,355.7,129.1865972,35.7195694
4165,옹강산,831.7,129.0053556,35.6933583
4166,문복산,1014.7,129.0341583,35.6761083
4167,아미산,603.6,129.1494556,35.6768444
4168,천마산,613.3,129.1384222,35.6943444
4169,백운산,892.7,129.1033583,35.6719278
4170,용암산,588.9,129.133075,35.666275
4171,고헌산,1034.1,129.0886389,35.6417
4172,마병산,510.9,129.13775,35.6394944
4173,봉화산,245.7,129.1530056,35.6303722
4174,연화산,532.5,129.2057167,35.6322722
4175,국수봉,603.2,129.2434167,35.6310389
4176,가지산,1240.9,129.0029389,35.620275
4177,고운산,760.8,129.0918472,35.6238444
4178,능동산,983.1,129.0183806,35.5837194
4179,무학산,344.0,129.2100583,35.5881778
4180,간월산,1069.2,129.0401972,35.552125
4181,봉화산,350.3,129.1023389,35.5572694
4182,화장산,271.7,129.1125639,35.5745333
4183,신불산,1159.3,129.0541056,35.5393694
4184,문수산,600.2,129.2155833,35.5342278
4185,영취산,352.1,129.2367167,35.536275
4186,영축산,1082.2,129.0526778,35.5160222
4187,남암산,544.4,129.2174361,35.513
4188,선도산,501.6,129.1329667,35.7363083
4189,화산,238.1,129.1445444,35.7358083
4190,왕산,288.2,129.1646861,35.7415306
4191,복안산,552.4,129.139475,35.7182944
4192,서담골봉,836.9,129.0375944,35.6926583
4193,삼봉,361.0,129.1759111,35.6919556
4194,불송골봉,726.9,129.0692139,35.6691583
4195,오두산,824.6,129.0425333,35.5928944
4196,작약봉,241.2,129.101825,35.5874972
4197,청룡산,142.7,129.1015222,35.580325
4198,고장산,320.9,129.0857389,35.5305972
4199,큰비알산,211.3,129.2434472,35.5121417
4200,덕가산,699.5,127.8850778,37.2444833
4201,백운산,1086.1,127.9627667,37.2498778
4202,현계산,535.7,127.8120083,37.2053306
4203,십자봉,983.3,127.9306056,37.2112611
4204,황학산,342.0,127.7732861,37.1881361
4205,삼봉산,909.3,127.9610028,37.1901056
4206,갈미봉,602.1,127.9084583,37.1671861
4207,시루봉,695.4,127.9402944,37.1637722
4208,옥녀봉,714.4,127.9262583,37.1651639
4209,옥녀봉,387.2,127.7632722,37.1443806
4210,노루봉,326.1,127.8208083,37.1370306
4211,매봉,327.2,127.8162167,37.1352111
4212,응봉,220.1,127.802225,37.1400028
4213,약수봉,269.5,127.8378,37.1428417
4214,청계산,401.5,127.8392667,37.1357222
4215,국사봉,503.5,127.8740528,37.1455972
4216,묵봉산,486.8,127.8628361,37.1252333
4217,오청산,656.9,127.9774,37.1411417
4218,국사봉,98.4,127.8073611,37.1108056
4219,향로봉,335.7,127.8363278,37.1211917
4220,꾀꼬리봉,328.9,127.8664583,37.106475
4221,빌미산,352.2,127.9140722,37.1154222
4222,장병산,408.1,127.9459861,37.1132861
4223,새바지산,281.6,127.8027,37.0992722
4224,양지말산,232.4,127.8219917,37.0892944
4225,응주봉,337.5,127.8591583,37.0926528
4226,제내편봉,288.7,127.8879083,37.0884
4227,보련산,764.4,127.77635,37.0688889
4228,쇠바위봉,591.5,127.7867194,37.0718667
4229,국사봉,482.1,127.8052944,37.0737639
4230,무쇠봉,370.8,127.8194972,37.0695333
4231,장미산,336.4,127.8548278,37.0500472
4232,장태산,119.9,127.8979583,37.0689444
4233,내기대,107.7,127.9022306,37.0531111
4234,태고산,203.1,127.9236472,37.0554611
4235,용천산,293.4,127.9549417,37.0641639
4236,자주봉산,439.3,127.7621389,37.0275639
4237,을궁산,403.6,127.8242889,37.0488472
4238,평풍산,395.5,127.8110444,37.0293444
4239,두알봉,442.6,127.9929528,37.0413778
4240,지등산,534.9,127.9871,37.0189583
4241,긴경산,351.0,127.7814222,37.2410694
4242,덕갈봉,462.0,127.807825,37.1840083
4243,촉새봉,404.5,127.8083306,37.1769611
4244,봉림산,577.5,127.8338639,37.1951694
4245,미륵산,689.9,127.8527583,37.1957528
4246,백운산,722.1,127.9229972,37.1932333
4247,매봉,332.5,127.8154222,37.1253
4248,비봉산,310.4,127.6062417,34.7280056
4249,안심산,347.9,127.6402528,34.7448028
4250,구봉산,386.0,127.7081889,34.7389667
4251,장군산,325.0,127.7177583,34.7492417
4252,서이산,296.3,127.5637139,34.6841194
4253,이영산,334.2,127.5843694,34.6712056
4254,고봉산,362.0,127.60015,34.6573528
4255,봉화산,372.4,127.6116556,34.6528083
4256,천왕산,384.0,127.7396611,34.6262333
4257,낭도산,278.9,127.5592444,34.6114778
4258,삼각산,117.8,127.7270278,34.5874778
4259,봉화산,334.9,127.6565028,34.5599972
4260,천제봉,328.4,127.6546111,34.5629444
4261,대부산,382.0,127.7290389,34.5392583
4262,매봉,194.2,127.7400472,34.5035611
4263,큰돌산,109.9,127.7351278,34.5621694
4264,갈지산,344.8,127.6172028,37.4906444
4265,봉미산,246.5,127.6536389,37.4808361
4266,구락산,326.0,127.7065611,37.4979528
4267,주읍산,582.6,127.5736222,37.4554833
4268,배미산,395.2,127.6418917,37.4568833
4269,수리봉,461.3,127.6914667,37.4677333
4270,삼각산,538.3,127.7093611,37.4710722
4271,개군산,237.9,127.524975,37.4487306
4272,칠보산,318.0,127.6079778,37.4465889
4273,매봉산,300.8,127.6429083,37.4390306
4274,건지산,266.7,127.7386694,37.4470944
4275,파사산,230.4,127.5502583,37.4111028
4276,우두산,484.4,127.6443278,37.4052639
4277,고래산,541.4,127.6580806,37.4169806
4278,옥녀봉,423.1,127.6676806,37.411675
4279,왕만산,95.6,127.5734167,37.3770806
4280,원통산,189.5,127.579125,37.3949472
4281,기관산,110.5,127.5497694,37.3590444
4282,목단봉,58.6,127.5538556,37.3637167
4283,싸리산,196.2,127.6338472,37.3339139
4284,소달산,357.0,127.7050139,37.3499167
4285,봉미산,156.5,127.6676167,37.3166306
4286,마감산,212.5,127.716375,37.3066167
4287,보금산,364.3,127.7245944,37.3146194
4288,북성산,257.6,127.5958167,37.2852667
4289,뚜갈봉,218.7,127.7292278,37.278175
4290,성주봉,344.5,127.7282556,37.2923361
4291,연하산,225.3,127.6262583,37.2575528
4292,황학산,175.1,127.6475028,37.2714361
4293,줄바위산,252.2,127.677925,37.4126111
4294,승산,85.7,127.6561583,37.2638333
4295,정족산,869.1,128.5754944,37.998375
4296,만월산,628.1,128.6935306,37.9530944
4297,조봉,1183.7,128.5609472,37.9449917
4298,암산,1152.9,128.5299528,37.9163778
4299,삼형제봉,622.8,128.7181611,37.9038222
4300,약수산,1306.2,128.5262167,37.8830778
4301,매복산,1360.0,128.5668861,37.8756361
4302,만월봉,1280.4,128.5738222,37.8645806
4303,복룡산,1032.6,128.6008778,37.8707111
4304,철갑령,1012.0,128.6619972,37.8657306
4305,상왕봉,1493.0,128.5555972,37.8086667
4306,두로봉,1422.7,128.5827028,37.8212806
4307,백마봉,1094.1,128.6604389,37.8098389
4308,소대산,1274.3,128.5130111,37.799975
4309,오대산(비로봉),1565.4,128.5426389,37.7934778
4310,호령봉,1565.5,128.5330278,37.7798111
4311,노인봉,1338.8,128.6397833,37.7826667
4312,소금강산,695.7,128.7046833,37.7971361
4313,천마봉,1014.7,128.7097028,37.7852556
4314,동대산,1433.5,128.5988028,37.7745167
4315,소황병산,1329.0,128.6697833,37.7676
4316,황병산,1408.1,128.6630722,37.7543667
4317,매봉,1173.4,128.7114444,37.7650139
4318,국사봉,516.4,129.3239694,36.4808778
4319,고래산,291.3,129.3970167,36.4957194
4320,마고산,399.5,129.2803028,36.4385833
4321,화림산,348.2,129.3652222,36.4490472
4322,시루봉,393.4,129.2824167,36.401725
4323,삿갓봉,321.4,129.3194722,36.4139778
4324,삿갓봉,206.2,129.4141139,36.4146222
4325,들온산,49.2,129.3731,36.3846111
4326,덕갈산,445.8,129.2676944,36.3725083
4327,팔각산,632.7,129.2582444,36.3452417
4328,바대산,645.8,129.2853722,36.33325
4329,솥발산,311.3,129.3335222,36.3359556
4330,천제봉,77.0,129.3756889,36.3489889
4331,동대산,792.4,129.2920556,36.3061472
4332,봉황산,271.7,129.3609583,36.3157972
