연번,명칭,높이(m),경도(E),위도(N)
2058,하니산,179.4,125.9913667,34.6854306
2059,큰산,201.1,125.968675,34.6643139
2060,도리산,248.1,125.8147889,34.5986778
2061,시루봉,145.1,127.8573194,34.7462417
2062,천마산,271.0,127.7575861,34.6773278
2063,소미산,207.3,127.7754306,34.6896028
2064,대미산,358.4,127.7736028,34.6744139
2065,봉화산,415.5,127.7500389,34.6524194
2066,본산,275.9,127.7857222,34.6483333
2067,옥녀봉,260.8,127.7586806,34.5214639
2068,그림산,254.5,125.9050944,34.7485889
2069,안산,128.5,125.9093389,34.7241778
2070,마두산,185.9,125.8336944,34.6194056
2071,상산봉,361.1,125.8454278,34.6101944
2072,선의산,757.1,128.773325,35.726975
2073,대왕산,615.7,128.8353528,35.7455611
2074,개산,317.4,128.9320694,35.7355444
2075,천주산,516.9,128.8234444,35.7206028
2076,학일산,695.3,128.8657639,35.7134972
2077,호산,313.9,128.9237556,35.7233722
2078,용각산,696.8,128.7666472,35.6985
2079,태봉,346.3,128.7935333,35.6931222
2080,통내산,677.2,128.8529556,35.6890056
2081,용당산,595.6,128.8111806,35.6500806
2082,지룡산,666.1,128.9745611,35.6686861
2083,응봉,277.2,128.8302528,35.6284111
2084,구만산,784.2,128.8804778,35.6258222
2085,억산,962.0,128.9449444,35.6307306
2086,육화산,674.1,128.8568861,35.6137139
2087,운문산,1195.1,128.959725,35.6155056
2088,곤지봉,362.0,128.8947556,35.5928444
2089,백운산,891.3,128.9847694,35.5939333
2090,봉수대,266.9,128.7696639,35.5587389
2091,낙화산,625.7,128.8067944,35.5502556
2092,소천봉,631.9,128.8230444,35.5726556
2093,용암봉,684.7,128.8416139,35.5675444
2094,건지봉,340.3,128.8871556,35.5728139
2095,천황산,1189.0,128.9722444,35.5579167
2096,보담산,561.7,128.801225,35.5469472
2097,중산,649.1,128.8242611,35.5447889
2098,승학산,548.1,128.8645417,35.5371361
2099,장자산,135.2,128.86025,35.5441806
2100,정각산,860.1,128.9040778,35.5478306
2101,재약산,1119.1,128.9805583,35.5454167
2102,추화산,242.4,128.7709972,35.5030889
2103,비학산,317.0,128.7845528,35.5179556
2104,꾀꼬리봉,538.1,128.8150778,35.5212917
2105,다원동산,203.2,128.8101361,35.5144139
2106,평전산,216.0,128.8212861,35.5079472
2107,화지산,177.3,128.8025083,35.5066889
2108,용암산,423.8,128.8386417,35.5216028
2109,경주산,212.6,128.8527778,35.5142444
2110,향로산,979.1,128.9598056,35.5121278
2111,소붓골산,447.8,128.7925111,35.7354472
2112,큰골산,643.9,128.8254944,35.73365
2113,매곡,606.8,128.9805222,35.7322528
2114,납다갓산,332.1,128.8997583,35.7156278
2115,양달산,406.4,128.8805444,35.7091306
2116,팔치산,278.4,128.7657639,35.6830167
2117,토한산,629.7,128.8521639,35.6837917
2118,갓등산,426.7,128.8766528,35.6886889
2119,간서랑산,257.2,128.9004667,35.6969667
2120,비룡산,685.7,128.8121806,35.6697111
2121,호랑산,582.4,128.8331389,35.6651417
2122,실혜산,828.3,128.9222139,35.58475
2123,계령산,389.7,128.8456667,35.5022889
2124,재약산,953.5,128.9887583,35.5222222
2125,무선산,275.9,128.1539583,35.1107333
2126,신흥뒷산,144.2,128.2107306,35.1156417
2127,탕근산,171.0,128.2339778,35.1153694
2128,당항산,138.5,128.19975,35.0782889
2129,갓골산,181.0,128.2011944,35.0878556
2130,연화봉,478.2,128.2369389,35.0817194
2131,봉대산,403.3,128.1785972,35.0535139
2132,금태산,341.2,128.21995,35.0538833
2133,만취산,169.1,128.2013611,35.069075
2134,미양산,173.0,128.2151472,35.0629167
2135,어산,533.7,128.2345639,35.059575
2136,혼돈산,498.6,128.246025,35.0674472
2137,양전산,310.6,128.1924056,35.0448472
2138,지리봉,258.5,128.1799917,35.0383583
2139,동산,306.0,128.2145667,35.0327389
2140,석창산(범호산),336.0,128.2360889,35.0394389
2141,흥무산,453.3,128.1454472,35.0125028
2142,장군당,378.8,128.1685083,35.0147333
2143,오두산,421.0,128.1855556,35.0166139
2144,대곡산,424.5,128.2006389,35.0203417
2145,봉두,311.5,128.2188861,35.0216778
2146,송구산,526.3,128.2422389,35.0208528
2147,천황산,342.6,128.2258778,35.0035
2148,귀룡산,352.0,128.152225,35.074425
2149,망운산,287.3,128.0347583,34.7139472
2150,투구봉,332.7,128.1772722,34.7022972
2151,천황산,470.5,128.1852583,34.6983944
2152,깃대봉,206.5,128.2496806,34.6742722
2153,약과봉,318.6,128.2447194,34.6434722
2154,천황산,393.5,128.2491611,34.6299389
2155,해운산,166.0,128.00195,34.7327139
2156,가마봉,453.5,128.0267111,34.7412917
2157,공산,85.1,128.0018278,34.7181111
2158,덕야산,116.0,128.02385,34.7084778
2159,며루뚜목산,14.5,128.0232444,34.7014389
2160,앞산,119.0,128.007175,34.7150028
2161,봉화산,263.9,128.5620722,35.2250444
2162,팔룡산,327.7,128.6009889,35.2327028
2163,등명산,182.5,128.6331139,35.2485167
2164,시루봉,536.2,128.5167083,35.2174083
2165,무학산,761.4,128.5355472,35.2099167
2166,반월산,101.5,128.5758417,35.2244194
2167,용마산,85.5,128.5788917,35.2146639
2168,춘산,297.7,128.6111444,35.2236417
2169,대암산,675.8,128.7286778,35.2072306
2170,대산,725.9,128.5063278,35.1788667
2171,대곡산,516.8,128.5402722,35.1899056
2172,신월산,347.1,128.54605,35.1909111
2173,장복산,584.0,128.6631639,35.180025
2174,갈마봉,222.1,128.5681167,35.1638444
2175,수리봉,110.4,128.5816694,35.1618694
2176,안산,103.2,128.5868667,35.1583056
2177,산성산,401.0,128.6273,35.1643278
2178,평지봉,426.6,128.6490778,35.1663861
2179,도불산,222.3,128.6725222,35.1627028
2180,불모산,801.1,128.7412444,35.1669694
2181,웅산,709.9,128.7384639,35.1564639
2182,수리봉,405.1,128.5114278,35.1262417
2183,당마산,227.5,128.5510944,35.1408528
2184,모산,272.0,128.5684139,35.1434528
2185,청량산,320.1,128.5695444,35.1488306
2186,고절산,188.7,128.6676611,35.1373222
2187,곶출산,205.4,128.6715417,35.1276194
2188,제황산,110.3,128.6717111,35.148175
2189,천자봉,506.8,128.7251444,35.1266028
2190,옥녀봉,287.2,128.5200694,35.1235111
2191,금주산,95.9,128.5870083,35.0979806
2192,옥녀봉,176.4,128.5756389,35.07695
2193,용두산,169.9,128.5468639,35.0671083
2194,굿등산,161.0,128.6427361,35.0049389
2195,대봉산,260.4,128.6914444,35.02175
2196,안산,141.8,128.6881056,35.0022389
2197,군위봉,188.5,128.7015667,35.0244
2198,노장산,218.4,128.7102417,35.0227833
2199,중밭골봉,135.5,128.7135861,35.0134083
2200,뒷산,267.6,128.6158194,35.2064389
2201,새방골산,280.3,128.6212667,35.2030444
2202,뒷동산,113.8,128.6436333,35.209725
2203,부엉산,60.9,128.6429389,35.2223056
2204,삼박골산,133.1,128.6076528,35.1848444
2205,봉화산,388.5,128.5358806,35.1639278
2206,뒷산,109.9,128.5685056,35.1713556
2207,안산,187.2,128.6054667,35.1693056
2208,성산,253.1,128.5115,35.1414944
2209,봉화봉,219.5,128.5052194,35.1093111
2210,유호봉,186.9,128.7134806,35.0177944
2211,국사봉,95.6,126.1929861,36.8800278
2212,국사봉,112.7,126.2044472,36.8362194
2213,불당산,124.7,126.2034139,36.82925
2214,테봉,130.4,126.2463417,36.8442639
2215,성대산,148.6,126.2363944,36.8200472
2216,대소산,213.7,126.175125,36.7771972
2217,철마산,213.5,126.2175278,36.7906528
2218,대왕산,147.4,126.2479722,36.7548833
2219,곱돌재산,112.2,126.2247889,36.8633278
2220,큰재산,117.2,126.1585667,36.8373639
2221,수망산,140.2,126.1639028,36.8180361
2222,불항산,78.1,126.192575,36.8131528
2223,포대산,87.4,126.1932694,36.8069083
2224,승주산,165.6,126.2446583,36.8188694
2225,통봉산,116.6,126.2383611,36.8131722
2226,구정봉,107.3,126.2293639,36.7767722
2227,정금산,90.3,126.2476083,36.7945972
2228,망산,375.6,128.6013028,34.7139167
2229,천장산,277.0,128.6350278,34.71345
2230,봉화봉,165.4,126.1267111,35.6377889
2231,갯거리오름,253.2,126.2927278,33.3757556
2232,큰바리메,763.4,126.3880194,33.3771306
2233,궷물오름,597.2,126.4059389,33.3969528
2234,족은바리메,725.8,126.4002611,33.3757278
2235,큰녹고메,833.8,126.4114583,33.3891278
2236,널개오름,91.5,126.2133833,33.3580056
2237,정월오름,106.2,126.2415611,33.3636556
2238,망오름,225.0,126.2608556,33.3656722
2239,선소오름,226.0,126.2886917,33.3730361
2240,금오름,427.5,126.3058389,33.3545722
2241,누운오름,407.0,126.3311917,33.3623778
2242,새별오름,519.3,126.3577306,33.3662778
2243,이달오름,488.7,126.3484972,33.3641556
2244,궤미오름,643.0,126.3738389,33.3563833
2245,동물오름,653.3,126.3797889,33.358525
2246,폭낭오름,645.5,126.3819472,33.3521222
2247,검은들먹오름,712.4,126.4062972,33.362575
2248,도래오름,696.5,126.3928583,33.357975
2249,안천이오름,742.0,126.4103556,33.3721556
2250,송아오름,98.9,126.2360167,33.3276528
2251,마오름,122.0,126.2436556,33.3380556
2252,이제오름,167.7,126.2451083,33.3309389
2253,저지오름,239.1,126.2509833,33.3340639
2254,마중오름,168.6,126.2706083,33.3346528
2255,문도지오름,260.2,126.2946139,33.32625
2256,당오름,473.0,126.3356556,33.3341
2257,대덕산,437.4,126.321275,33.3257556
2258,세미소오름,373.5,126.3233222,33.3499528
2259,정물오름,466.1,126.329625,33.3383583
2260,돔박이,520.1,126.3643361,33.3394722
2261,괴수치,558.7,126.3695861,33.3401778
2262,왕이메,612.4,126.376575,33.3435472
2263,조근대비악,541.6,126.36905,33.3304528
2264,하늬보기,592.3,126.3915389,33.3269278
2265,빈네오름,658.6,126.3941611,33.3490306
2266,용와이오름,692.8,126.3995,33.3297611
2267,이돋이오름,663.2,126.4028583,33.33975
2268,당산봉,145.7,126.1729778,33.3077444
2269,가메오름,140.4,126.2470139,33.30555
2270,남송악,335.9,126.3068194,33.3122139
2271,거린오름,299.4,126.3319333,33.3031361
2272,밝은오름,289.6,126.3414722,33.30125
2273,북오름,314.2,126.3320722,33.3062889
2274,감낭오름,439.8,126.3501806,33.3249194
2275,원물오름,458.5,126.3448806,33.3232056
2276,개오름,496.1,126.3692333,33.3159861
2277,병악,490.0,126.3682583,33.3062583
2278,마보기,559.7,126.3929972,33.3203806
2279,모라리오름,510.7,126.4139361,33.301575
2280,어오름,638.0,126.4054472,33.3242139
2281,굽은오름,90.5,126.212275,33.2991306
2282,농남봉,96.9,126.1958861,33.2793556
2283,새신오름,140.2,126.237675,33.2977694
2284,광해악,248.7,126.3175444,33.2876972
2285,더더오름,218.4,126.3736083,33.2768556
2286,보름이오름,49.0,126.1923056,33.270525
2287,논오름,179.4,126.3376083,33.2713278
2288,신산오름,171.7,126.3625417,33.2628694
2289,군산,334.5,126.370225,33.2531139
2290,우보름,299.1,126.4023472,33.2733639
2291,돈두악,39.4,126.2102417,33.2498917
2292,가시악,109.7,126.24315,33.2470472
2293,모슬봉,180.6,126.2581694,33.23865
2294,금산,63.5,126.2853972,33.2351389
2295,산방산,395.2,126.3133694,33.2415639
2296,동알오름,49.3,126.2881306,33.2074167
2297,섯알오름,40.7,126.2812167,33.2064917
2298,송악산,104.1,126.2897917,33.1990833
2299,하늬오름,505.7,126.3850194,33.3250056
2300,작은병악,473.0,126.3742972,33.3083444
2301,군산,240.6,126.3632111,33.2517472
2302,단산,158.1,126.2883333,33.2428611
2303,월라봉,200.7,126.3495,33.2439056
2304,범덕산,134.3,126.2533389,34.9946972
2305,깃대봉,86.7,126.4522083,34.9767833
2306,병산,132.8,126.4506139,34.9935222
2307,상봉산,66.1,126.4684083,34.9986556
2308,남산,191.7,126.4766944,34.9796028
2309,차일봉,106.3,126.4137528,34.9531667
2310,시루봉,241.4,126.4679056,34.9674417
2311,연징산,302.1,126.4906583,34.9579444
2312,종산,200.9,126.4945556,34.9721139
2313,대박산,87.5,126.3330111,34.9353222
2314,도대봉,183.4,126.3954528,34.9435889
2315,부섬산,153.1,126.4028972,34.9299083
2316,학두봉,83.4,126.4196389,34.9323972
2317,망내산,85.3,126.4100111,34.9186611
2318,소살봉,140.5,126.4238028,34.9156722
2319,매봉,190.6,126.4337444,34.9193972
2320,태봉산,169.5,126.4386306,34.9000917
2321,승달산,319.2,126.4575528,34.9099861
2322,금산,101.4,126.3113139,34.8992944
2323,홀매산,139.2,126.3183528,34.8901167
2324,송공산,234.1,126.2547528,34.851975
2325,구항산,59.2,126.3159278,34.8532028
2326,돌매산,81.4,126.34555,34.8502
2327,분매산,88.2,126.3392833,34.8607222
2328,봉수산,207.1,126.4152778,34.8571639
2329,국사봉,283.0,126.4572306,34.8656333
2330,대봉산,252.3,126.4623556,34.8589222
2331,화석산,57.3,126.3692306,34.8438528
2332,대박산,157.3,126.4101583,34.8287056
2333,지적산,187.3,126.4345139,34.8319389
2334,전봉산,191.4,126.4572083,34.8342583
2335,눌도봉,104.3,126.328275,34.8022083
2336,양을산,156.4,126.4075556,34.8117056
2337,부흥산,98.5,126.4418833,34.806475
2338,부주산,158.1,126.4363722,34.81435
2339,오룡산,227.9,126.4632583,34.8237917
2340,죽산,31.9,126.4673361,34.8121278
2341,유달산,229.6,126.3726333,34.7899083
2342,노적봉,64.9,126.381575,34.7885583
2343,입암산,122.4,126.4151361,34.7962472
2344,금성산,139.5,126.3102583,34.7657278
2345,사재산,139.6,126.3085167,34.7719917
2346,대아산,182.5,126.4025694,34.7652639
2347,소아산,172.6,126.4082889,34.7574417
2348,마골산,85.0,126.4259139,34.7662667
2349,삼불산,81.3,126.4278417,34.7559611
2350,바랑산,19.9,126.4732944,34.7708194
2351,주리봉,123.3,126.4640639,34.7602333
2352,중근봉,80.8,126.3915556,34.9491194
2353,사자바위산,315.1,126.4496806,34.9212528
2354,나리산,33.5,126.3940694,34.8978667
2355,망막산,57.4,126.3924417,34.8899861
2356,용두산,74.9,126.3769,34.8763528
2357,안산(죽마봉),96.4,126.266425,34.854125
2358,구남봉,76.0,126.2910694,34.8665278
2359,봉엽산,56.7,126.2882722,34.8642667
2360,뒷뫼,51.1,126.3121333,34.872225
2361,양알산,50.3,126.3116694,34.8742278
2362,두리산,41.2,126.3457639,34.8611
2363,앞산,92.8,126.3612167,34.8336
2364,뒷산,51.3,126.3865778,34.828425
2365,무재봉,112.9,126.4086639,34.8322139
2366,큰산,80.9,126.3401167,34.8194556
2367,할라산,51.9,126.3625944,34.8243111
2368,안장산,68.1,126.4046306,34.7969639
2369,깃대봉,231.1,126.2954444,34.7559
2370,중매산,61.7,126.404825,34.7541556
2371,솔대목산,108.5,126.4685917,34.7572222
2372,금다불산,30.6,126.4838306,34.7575333
2373,갈미봉,565.8,127.5236917,35.985625
2374,구봉,598.9,127.5246167,35.9845861
2375,성덕봉,502.5,127.5208583,35.9845306
2376,노고산,550.7,127.6042639,35.9808556
2377,말목산,543.4,127.6239889,35.9801167
2378,지소산,441.6,127.5449972,35.9638917
2379,옥녀봉,710.0,127.5712417,35.9596222
2380,조항산,800.4,127.586875,35.9644472
2381,마향산,730.8,127.6274444,35.9722694
2382,멀산,651.0,127.6364556,35.9611944
2383,시루봉,499.5,127.6479667,35.9551889
2384,절산,531.3,127.6994278,35.9667583
2385,백운산,558.8,127.7227056,35.9640028
2386,지장산,773.6,127.5532833,35.9435583
2387,큰변득산,521.0,127.5987306,35.9436444
2388,구리골산,659.0,127.62875,35.94085
2389,적상산,1030.6,127.6901944,35.9463778
2390,대호산,593.0,127.7245222,35.9339917
2391,성지산,992.4,127.7394417,35.9333111
2392,쌍교봉,633.3,127.5686972,35.9125111
2393,구왕산,678.2,127.5974694,35.9230083
2394,국기산,568.2,127.6031528,35.9215972
2395,버드산,512.0,127.6237306,35.9147917
2396,불당산,628.1,127.6032583,35.9006194
2397,노고봉,498.5,127.6689556,35.9183389
2398,단지봉,769.4,127.7026028,35.9118139
2399,김해산,837.1,127.7430028,35.9067944
2400,국사봉,757.7,127.5822306,35.8752972
2401,형제봉,658.9,127.5801306,35.8885417
2402,봉화산,885.7,127.6419278,35.8927833
2403,어둔산,680.0,127.6584833,35.8794389
2404,탕건바위,671.4,127.6756861,35.8971333
2405,노전봉,571.5,127.6885694,35.8879778
2406,두문산,1052.8,127.7173889,35.8850806
2407,대덕산,593.4,127.5052694,35.8638833
2408,고산,875.8,127.535975,35.8525333
2409,봉림산,638.1,127.6162306,35.8737167
2410,안면산,621.2,127.6413333,35.8606361
2411,단지봉,508.1,127.6594028,35.8622361
2412,망봉,683.5,127.7098028,35.8640056
2413,덕유산,1614.2,127.7465056,35.8600972
2414,제이덕유산,1593.7,127.7473028,35.85155
2415,두억봉,503.5,127.5662639,35.8456917
2416,명덕봉,686.0,127.5972917,35.8433389
2417,문필봉,598.6,127.5839556,35.8321694
2418,안산,443.7,127.5862028,35.8405111
2419,매방재산,776.1,127.63385,35.8446528
2420,만봉,515.9,127.6718917,35.8409639
2421,매내미,629.4,127.6543028,35.8299889
2422,망봉,699.7,127.6925972,35.8453667
2423,망봉,1047.8,127.7016111,35.8275972
2424,대덕산,602.2,127.5014833,35.8249639
2425,죽도,400.5,127.5116972,35.8210278
2426,천반산,647.4,127.5349083,35.8133472
2427,성주봉,512.2,127.5600056,35.8209528
2428,망치봉,673.9,127.5761778,35.8073056
2429,두루봉,652.6,127.6138556,35.8084972
2430,민지봉,548.7,127.6248861,35.8235389
2431,영구산,802.3,127.6004417,35.8236583
2432,시루봉,1106.5,127.670725,35.8097389
2433,명천안산,861.0,127.6796778,35.8230861
2434,무룡산,1492.1,127.7201972,35.8000667
2435,독재봉,675.7,127.500325,35.793025
2436,선인봉,522.0,127.5799333,35.7985806
2437,꽃봉,535.2,127.6234722,35.7751528
2438,삿갓봉,770.4,127.6391833,35.7860389
2439,삿갓봉,1418.6,127.6992306,35.7873833
2440,시루봉,638.4,127.5525361,35.7561528
2441,수락봉,759.8,127.5797917,35.7649944
2442,압곡봉,741.8,127.6044389,35.7561861
2443,회기산,542.3,127.6065278,35.7683972
2444,남덕유산,1507.4,127.6795444,35.7675306
2445,깃대봉,1062.2,127.7594972,35.9830472
2446,백운산,981.3,127.7663472,35.9874278
2447,삿갓봉,813.6,127.8549694,35.9902667
2448,비룡봉,459.1,127.9780611,35.9891194
2449,수성대,461.6,127.7665194,35.9591333
2450,배학골,690.6,127.8655306,35.9741889
2451,거칠봉,1178.3,127.7830222,35.9409917
2452,망덕산,872.9,127.8490222,35.9307167
2453,대덕산,1290.7,127.883675,35.9247444
2454,칠봉,1162.9,127.7603056,35.885875
2455,지봉,1276.3,127.8022083,35.8751333
2456,삼봉산,1255.0,127.8527611,35.8833222
2457,국사봉,876.0,127.9218583,35.8946056
2458,월매산,1026.5,127.964375,35.8789194
2459,못봉,1304.7,127.7867389,35.8508889
2460,흥덕산,1283.1,127.8012139,35.8693944
2461,두루봉,934.6,127.8589722,35.8520833
2462,봉산,902.1,127.9255694,35.8549917
2463,수도산,1318.8,127.9840167,35.858
2464,양각산,1157.5,127.9615417,35.8392139
2465,흰대미산,1018.5,127.9559667,35.8255111
2466,시루봉,960.1,127.8370194,35.8159278
2467,시루봉,898.1,127.7698194,35.7925583
2468,호음산,930.1,127.8390889,35.7976583
2469,필봉,932.3,127.7911778,35.7552861
2470,성령산,448.4,127.8247139,35.7638778
2471,보해산,911.5,127.9698,35.7534472
2472,백수리산,1034.2,127.8947,35.9856167
2473,마봉,632.0,127.8437111,35.7787306
2474,기마봉,381.7,129.0279444,37.65165
2475,화산,316.9,129.0214528,37.5903972
2476,망운산,301.1,129.0587722,37.5882083
2477,형제봉,482.4,129.0502583,37.5537333
2478,매봉산,604.8,129.0283528,37.5465444
2479,초록봉,528.7,129.0702611,37.5219556
2480,대양산,148.3,129.0194333,37.6960722
2481,고성산,52.8,129.0337944,37.6898333
2482,속동산,180.8,129.0408333,37.6656694
2483,밥봉,323.1,129.0531111,37.5984139
2484,십오일봉,38.4,129.0850917,37.5801222
2485,봉화대산,185.8,129.1061667,37.5725
2486,오학산,215.7,129.1049,37.5636639
2487,예천봉,346.0,129.0732056,37.5457139
2488,뇌계뒷산,339.3,129.0173917,37.51055
2489,감추산,33.2,129.1251611,37.5161722
2490,시루봉,914.4,128.0110139,36.7319722
2491,조봉,667.3,128.0403306,36.7418694
2492,갈미봉,776.8,128.0557944,36.7372167
2493,황계산,568.7,128.0733778,36.7344833
2494,잣밭산,377.3,128.1011972,36.7313667
2495,희양산,996.4,128.0050361,36.7147306
2496,이만봉,991.4,128.0256444,36.7191
2497,백화산,1063.6,128.07135,36.707425
2498,황학산,912.3,128.0698222,36.7223444
2499,옥녀봉,636.6,128.0984778,36.7105306
2500,봉명산,692.1,128.1442111,36.7201083
2501,단산,959.4,128.1817,36.7166278
2502,뇌정산,992.0,128.0379028,36.6884028
2503,능곡산,572.2,128.0826889,36.6794389
2504,성주산,720.7,128.0933194,36.6984806
2505,주지봉,368.4,128.1157861,36.681375
2506,오정산,810.5,128.1631306,36.6736472
2507,옥녀봉,541.7,128.0496194,36.6483083
2508,갈미봉,573.2,128.0833167,36.6268833
2509,어룡산,616.9,128.1146056,36.6442361
2510,조봉,674.2,128.1064611,36.6299778
2511,군자봉,282.8,128.2413611,36.6462028
2512,월방산,360.1,128.2340056,36.6345139
2513,성재산,356.6,128.0107333,36.6001583
2514,작약산,773.7,128.0757861,36.6053806
2515,수정봉,487.9,128.1390806,36.6107389
2516,약천산,210.8,128.2285722,36.6164694
2517,대가산,325.3,128.1366472,36.5604806
2518,칠봉산,597.9,128.0261861,36.5460056
2519,은자산,154.8,128.0538222,36.5383139
2520,갈모봉,207.6,128.11995,36.5443028
2521,숭덕산,235.7,128.1454917,36.53665
2522,오봉산,240.4,128.1743167,36.540725
2523,태봉산,105.9,128.2082972,36.5470028
2524,남산,819.9,128.0265944,36.5120472
2525,국사봉,338.9,128.1248528,36.5205722
2526,갓산,673.7,128.2316056,36.7466583
2527,배나무산,810.6,128.1993111,36.7100944
2528,굴봉산,399.9,128.2314722,36.7042972
2529,갈모봉,634.2,128.0104667,36.6400472
2530,갈미봉,195.1,128.1877639,36.6382278
2531,촛대봉,218.0,128.1890722,36.6314889
2532,동미산,200.6,128.0192083,36.6019139
2533,사미봉,352.0,128.0176056,36.6171806
2534,시바위산,445.7,128.0088528,36.6140361
2535,모종산,200.7,128.0331361,36.6181694
2536,성산,508.0,128.1109556,36.60415
2537,장수바위산,190.3,128.1744,36.6067389
2538,옥녀봉,275.2,128.1965694,36.6044583
2539,쪽금산,332.7,128.0198611,36.59035
2540,두리봉,292.4,128.1164528,36.5879083
2541,새잼이산,168.6,128.1635778,36.5855222
2542,성주봉,604.7,128.0482056,36.5262556
2543,소파우봉,631.6,128.0543972,36.5127389
2544,금지산,336.7,128.2303694,36.5081833
2545,점미산,262.0,126.9565083,37.8472361
2546,사리산,336.9,126.9788333,37.9067611
2547,망당산,203.9,126.986675,37.8802694
2548,자웅산,264.4,126.8922,37.8423028
2549,노고산,401.0,126.9355472,37.8418472
2550,금병산,293.9,126.8789278,37.8146639
2551,도마산,87.6,126.8803,37.8078389
2552,노아산,337.6,126.9432556,37.8056556
2553,만장산,161.4,126.8510361,37.7862611
2554,팔일봉,462.5,126.9380167,37.7865056
2555,은봉산,378.0,126.9626278,37.7840028
2556,박달산,363.0,126.8892667,37.7612722
2557,수리봉,517.6,126.9494833,37.7554222
2558,앵무봉,621.1,126.9285778,37.7575556
2559,꾀꼬리봉,387.5,126.9656417,37.7679306
2560,장군봉,425.3,126.9631472,37.7555667
2561,챌봉,520.8,126.9770694,37.7573139
2562,한강봉,474.8,126.9782472,37.7697167
2563,호명산,425.1,126.9968167,37.7730389
2564,성재산,256.5,127.5824056,36.7490806
2565,구녀산,499.0,127.6144056,36.7025667
2566,좌구산,657.7,127.6629417,36.7162694
2567,인경산,582.9,127.5980611,36.6755194
2568,설운산,593.0,127.7353444,36.6806222
2569,가래산,543.2,127.5865444,36.6534361
2570,우암산,348.4,127.5061667,36.6484667
2571,선도산,545.8,127.556475,36.6306583
2572,미동산,559.0,127.6871972,36.6357167
2573,선두산,527.2,127.5764,36.6157639
2574,관봉,409.4,127.5413972,36.5982139
2575,성무봉,434.9,127.5457083,36.5848861
2576,시루봉,392.0,127.54405,36.5777556
2577,백족산,413.5,127.5837583,36.5943694
2578,국사봉,589.1,127.6321889,36.5897528
2579,태봉,219.7,127.5228778,36.5728194
2580,구봉산,515.9,127.6696139,36.554925
2581,시루산,483.8,127.6803917,36.5599917
2582,탁주봉,550.2,127.7378167,36.5663361
2583,도덕산,226.0,127.5389083,36.5483528
2584,구룡산,548.7,127.6332889,36.5405028
2585,봉화봉,221.0,127.5101444,36.5234722
2586,서당골산,396.5,127.7292,36.7198778
2587,갈매봉,512.2,127.6079944,36.6818472
2588,아동산,88.1,128.7584111,35.49245
2589,용두산,129.5,128.7725972,35.4787278
2590,산성산,391.0,128.7934389,35.4841222
2591,칠탄산,497.4,128.8262778,35.4809389
2592,가래봉,502.2,128.8640806,35.4972806
2593,향로봉,726.8,128.9629917,35.4847556
2594,마암산,122.7,128.7526917,35.4728056
2595,만어산,669.5,128.8520611,35.4558556
2596,염수봉,816.1,128.9903278,35.4552667
2597,음달산,187.7,128.8017972,35.4260972
2598,구천산,640.1,128.8746333,35.440275
2599,금오산,766.1,128.9066389,35.4395722
2600,삿갓봉,229.9,128.8347889,35.4209972
2601,천태산,630.9,128.906525,35.4177194
2602,앞산,200.4,128.756575,35.3993
2603,만산,88.1,128.7783889,35.3989333
2604,매봉산,283.5,128.8275333,35.3926833
2605,사명산,169.4,128.8585,35.3837917
2606,토곡산,855.3,128.9507556,35.3780917
2607,작약산,377.8,128.8268667,35.3544028
2608,용산,62.2,128.9007417,35.3612194
2609,무척산,702.2,128.8702306,35.3408417
2610,금동산,463.2,128.9223306,35.3296139
2611,오봉산,533.0,128.9851944,35.331225
2612,봉화산,140.7,128.7762167,35.3180722
2613,석룡산,493.7,128.8904194,35.3216611
2614,시루봉,277.9,128.8770778,35.3237611
2615,증산,133.1,128.9974222,35.3062528
2616,태종산,311.0,128.7561611,35.2819556
2617,무릉산,313.1,128.7881806,35.2758333
2618,도봉산,348.6,128.9191722,35.2925083
2619,신어산,459.2,128.9646361,35.2956194
2620,각성산,136.6,128.9873806,35.2868306
2621,황새봉,393.1,128.7954722,35.26205
2622,경운산,377.2,128.85525,35.2568611
2623,신어산,630.8,128.9204083,35.2701139
2624,백두산,354.3,128.9679222,35.2548111
2625,지라안산,117.8,128.9843139,35.2655222
2626,아북산,118.6,128.7559056,35.4966944
2627,수연산,603.8,128.9111389,35.4973194
2628,자씨산,376.2,128.7954556,35.4718333
2629,당산,141.4,128.8105083,35.4564833
2630,청용산,362.8,128.8135056,35.4326222
2631,팔봉산,390.5,128.7566083,35.42065
2632,인산,213.9,128.7669111,35.3928417
2633,불미산,33.6,128.8400194,35.3755861
2634,백산,107.2,128.750625,35.3731778
2635,비암봉,348.1,128.8614778,35.3719
2636,안산,251.8,128.8821556,35.3034028
2637,퇴래미산,151.5,128.7921472,35.298525
2638,아훼동산,280.6,128.8629417,35.2829028
2639,금음산,376.3,128.8160556,35.2739556
2640,밀봉산,65.4,128.9882333,35.2728917
2641,돌박산,40.5,129.294925,35.4887444
2642,은곡산,118.5,129.2843444,35.4935917
2643,봉대산,127.8,129.3754028,35.4788333
2644,술바위산,68.9,129.4349306,35.4874306
2645,안봉산,121.7,129.2777806,35.4606417
2646,거남산,169.5,129.3221972,35.4585556
2647,대덕산,102.5,129.3320944,35.44235
2648,봉화산,132.7,129.3415972,35.4014194
2649,용골산,208.7,129.3157917,35.3746611
2650,방모산,154.6,129.2514861,35.3372389
