diravg,humidrel,rainamount,raindays,tempavg,windavg,within_5km,within_10km,within_30km,within_5km_fact,within_10km_fact,within_30km_fact,height,scale_damage
24,66.1,0.5,2,9.2,1.4,0.0,0.0,1.0,0,2,13,902.1,1.0
30,91.1,1.5,5,2.9,0.0,1.0,1.0,5.0,8,18,47,310.3,2.0
21,30.5,15.5,30,13.7,1.3,0.0,1.0,10.0,0,2,42,413.0,2.0
18,43.8,12.0,30,16.2,1.4,1.0,3.0,15.0,21,47,211,317.1,0.0
25,40.0,20.0,29,13.8,4.1,0.0,0.0,7.0,0,0,19,418.8,2.0
18,59.4,15.5,27,10.7,0.7,0.0,0.0,9.0,0,0,33,588.5,0.0
11,77.4,21.5,7,5.2,1.5,0.0,0.0,2.0,0,0,0,1052.0,0.0
21,25.2,0.7,1,7.3,4.1,0.0,0.0,0.0,0,0,2,826.9,2.0
7,26.3,12.0,25,10.9,5.1,1.0,4.0,13.0,11,47,197,433.6,2.0
25,30.3,0.5,20,10.5,4.4,0.0,0.0,7.0,4,9,63,271.7,0.0
11,93.2,1.5,21,3.5,4.5,0.0,3.0,9.0,36,139,183,596.7,0.0
21,30.7,0.5,21,-0.1,2.5,0.0,1.0,3.0,0,5,10,810.5,2.0
25,44.3,10.0,22,12.6,2.3,0.0,2.0,3.0,3,14,20,224.9,2.0
24,52.9,0.5,13,11.3,2.3,0.0,1.0,5.0,2,14,54,300.4,2.0
25,54.7,12.0,19,14.8,2.3,1.0,1.0,15.0,2,5,204,522.5,1.0
14,29.3,10.0,18,17.2,4.0,1.0,1.0,3.0,2,8,19,290.5,0.0
21,73.5,2.0,12,14.0,3.1,0.0,1.0,8.0,0,5,49,19.2,2.0
10,33.6,1.0,8,19.8,1.5,0.0,0.0,8.0,1,9,183,428.4,2.0
10,38.0,0.5,5,21.6,0.5,0.0,0.0,3.0,0,0,0,989.6,1.0
21,34.0,3.5,11,27.7,1.5,0.0,0.0,3.0,3,7,14,206.9,2.0
21,70.0,8.5,10,21.6,2.9,0.0,0.0,2.0,0,0,0,1052.0,2.0
10,18.0,4.5,2,26.2,3.5,0.0,0.0,2.0,1,2,3,834.9,2.0
5,28.0,4.0,2,27.8,3.5,0.0,1.0,4.0,0,8,44,74.3,1.0
8,19.0,8.0,2,28.3,5.0,0.0,0.0,3.0,1,4,43,603.8,2.0
21,54.0,4.0,1,24.1,5.1,0.0,1.0,5.0,1,8,44,74.3,1.0
25,37.0,0.5,18,29.5,2.6,1.0,1.0,9.0,4,4,115,181.3,0.0
25,37.0,0.5,18,29.5,2.6,0.0,0.0,11.0,0,3,113,265.4,1.0
2,38.0,2.0,3,29.2,3.3,0.0,1.0,6.0,1,3,53,188.5,2.0
24,30.0,0.5,1,27.7,1.7,0.0,1.0,4.0,0,5,23,976.5,2.0
18,26.0,2.5,1,25.1,0.7,0.0,0.0,5.0,0,0,6,593.0,2.0
21,32.0,35.5,6,26.2,3.6,0.0,0.0,3.0,0,20,58,283.8,2.0
3,58.0,0.5,3,15.1,3.2,0.0,1.0,3.0,0,0,0,1150.9,0.0
15,23.0,10.5,8,22.6,2.7,0.0,0.0,3.0,0,0,2,962.5,0.0
2,33.0,13.5,8,24.2,6.0,0.0,1.0,6.0,1,10,55,119.0,2.0
8,37.0,0.5,7,18.8,3.0,0.0,0.0,3.0,0,0,0,802.3,0.0
21,60.0,13.5,8,18.6,0.8,1.0,1.0,8.0,4,5,82,132.7,2.0
12,22.0,13.5,6,29.2,3.6,0.0,1.0,6.0,1,10,55,119.0,2.0
8,25.0,0.5,3,26.7,2.3,0.0,0.0,1.0,0,0,0,945.1,1.0
19,12.0,4.0,7,21.5,6.2,0.0,0.0,1.0,0,0,0,595.9,2.0
21,33.0,2.5,7,18.5,6.2,1.0,4.0,16.0,22,130,245,387.6,2.0
21,13.0,11.0,13,23.7,2.9,1.0,6.0,12.0,5,30,41,186.5,2.0
18,20.0,2.5,7,22.4,6.4,2.0,6.0,15.0,77,138,220,545.3,0.0
21,25.0,1.5,9,20.0,4.9,1.0,1.0,5.0,1,3,40,109.2,2.0
21,17.0,8.0,8,21.4,3.5,0.0,0.0,2.0,0,0,1,1426.6,0.0
10,13.0,19.0,13,23.7,2.4,0.0,1.0,4.0,1,1,18,509.2,2.0
14,22.0,0.5,7,16.3,4.4,0.0,1.0,3.0,0,0,0,306.4,2.0
25,11.0,11.0,12,24.0,5.3,1.0,6.0,12.0,5,30,41,186.5,0.0
12,13.0,1.5,6,23.7,3.3,1.0,1.0,7.0,0,7,50,124.3,2.0
12,15.0,10.5,6,20.0,3.2,0.0,1.0,2.0,0,0,9,786.8,2.0
7,12.0,18.0,12,22.8,2.3,1.0,2.0,11.0,13,31,115,108.9,1.0
11,13.0,18.0,12,21.8,2.6,0.0,0.0,4.0,0,2,21,357.4,2.0
7,14.0,15.5,12,20.2,1.9,0.0,0.0,3.0,0,1,6,165.6,2.0
11,21.0,2.5,6,12.1,1.4,0.0,1.0,11.0,1,4,128,154.6,0.0
19,73.0,0.5,7,10.3,2.8,2.0,5.0,36.0,29,122,670,115.0,0.0
12,39.0,12.0,11,15.1,1.2,0.0,1.0,8.0,0,0,30,418.8,2.0
24,25.0,8.0,5,24.0,4.2,0.0,1.0,3.0,0,0,9,667.5,1.0
11,31.0,0.5,5,17.6,2.5,1.0,4.0,28.0,12,70,581,105.9,1.0
25,34.0,2.5,4,17.7,5.5,0.0,1.0,5.0,0,1,3,317.4,2.0
18,51.0,12.0,9,16.1,7.1,0.0,1.0,2.0,0,2,14,93.5,2.0
18,51.0,2.5,2,14.9,3.3,3.0,8.0,14.0,40,139,205,427.0,1.0
8,21.0,2.5,1,11.2,4.0,1.0,1.0,13.0,2,8,209,457.9,2.0
14,60.0,0.5,5,21.5,5.2,1.0,4.0,11.0,22,124,184,200.3,2.0
21,37.0,0.5,5,25.3,4.8,0.0,2.0,8.0,4,5,18,348.4,2.0
14,43.0,16.5,4,17.5,6.2,1.0,4.0,12.0,19,110,190,258.5,2.0
14,58.0,18.0,4,16.5,4.9,1.0,1.0,6.0,1,1,22,189.7,2.0
19,26.0,18.0,3,19.5,3.5,1.0,2.0,11.0,12,27,115,108.9,0.0
19,26.0,18.0,3,19.5,3.5,0.0,1.0,3.0,0,1,6,203.5,2.0
25,39.0,17.5,3,17.2,5.2,0.0,0.0,4.0,0,0,11,104.3,2.0
15,24.0,2.5,2,19.2,2.9,0.0,1.0,4.0,0,2,27,277.2,2.0
24,37.0,3.5,1,17.9,7.0,0.0,0.0,0.0,0,2,22,105.3,0.0
25,76.0,0.5,13,10.1,2.5,0.0,0.0,2.0,1,1,6,269.9,2.0
14,25.0,11.0,12,15.3,2.2,1.0,1.0,12.0,1,1,159,313.2,2.0
14,44.0,1.0,11,17.8,7.4,1.0,2.0,6.0,0,2,44,55.1,2.0
5,51.0,0.5,12,16.7,2.9,0.0,1.0,4.0,1,4,22,327.4,1.0
11,32.0,11.0,11,16.2,1.0,1.0,3.0,10.0,14,129,183,267.2,0.0
25,19.0,0.5,10,16.5,2.7,1.0,1.0,5.0,2,2,26,125.7,2.0
19,23.0,9.0,10,18.3,5.6,0.0,1.0,5.0,0,0,16,168.1,0.0
14,22.0,11.0,10,17.2,3.5,2.0,5.0,11.0,79,177,184,144.0,2.0
21,29.0,1.0,10,17.5,3.2,0.0,0.0,3.0,0,0,34,240.1,2.0
18,26.0,0.5,5,12.8,3.7,0.0,0.0,1.0,0,1,3,861.8,1.0
25,23.0,1.0,7,15.0,1.5,0.0,1.0,3.0,0,1,6,307.8,2.0
19,57.0,21.5,9,12.1,4.1,0.0,0.0,14.0,1,3,342,139.2,2.0
21,22.0,1.0,8,17.3,2.8,1.0,2.0,11.0,9,31,115,121.9,0.0
7,22.0,0.5,5,17.7,1.8,1.0,2.0,6.0,3,18,64,169.5,1.0
11,22.0,20.0,9,15.0,1.9,0.0,0.0,2.0,0,0,8,1202.0,2.0
24,33.0,21.5,8,14.3,3.0,2.0,7.0,47.0,4,60,748,632.2,0.0
14,37.0,0.5,7,15.1,6.8,1.0,1.0,15.0,2,7,194,588.1,2.0
10,36.0,1.0,7,16.4,3.8,1.0,1.0,7.0,0,3,34,135.9,2.0
11,31.0,1.0,7,16.4,2.0,0.0,0.0,0.0,0,0,0,164.5,0.0
7,56.0,19.5,8,13.5,2.8,0.0,0.0,5.0,0,1,181,472.1,2.0
25,59.0,19.5,8,11.6,2.6,2.0,4.0,34.0,30,125,650,133.4,0.0
21,19.0,15.5,7,18.6,3.2,0.0,0.0,4.0,1,1,26,863.5,2.0
21,63.0,1.0,6,14.6,4.6,0.0,0.0,2.0,1,1,3,59.2,1.0
25,51.0,1.0,6,15.1,2.6,1.0,1.0,10.0,1,3,112,445.9,0.0
24,48.0,1.0,5,15.4,2.5,0.0,0.0,11.0,0,1,112,101.3,2.0
24,48.0,1.0,5,15.4,2.5,0.0,0.0,11.0,0,0,113,116.9,2.0
19,19.0,0.5,2,19.7,1.2,0.0,0.0,5.0,0,1,17,230.0,1.0
19,24.0,4.0,7,19.7,1.9,0.0,1.0,4.0,0,2,21,688.4,0.0
14,48.0,0.5,5,14.5,6.1,1.0,4.0,15.0,19,44,207,317.1,0.0
5,27.0,0.5,2,16.1,2.2,1.0,1.0,2.0,2,2,3,774.3,0.0
19,15.0,0.5,1,14.9,2.5,0.0,0.0,2.0,0,0,3,450.0,0.0
24,25.0,9.0,5,15.6,2.2,0.0,0.0,5.0,1,1,7,328.5,0.0
15,41.0,0.5,1,14.3,5.2,0.0,1.0,11.0,1,6,99,75.9,1.0
5,28.0,2.0,5,14.1,2.3,0.0,0.0,3.0,2,5,37,135.2,2.0
15,27.0,62.0,11,14.8,3.3,0.0,0.0,3.0,1,4,52,54.6,2.0
19,40.0,1.0,5,12.3,1.2,0.0,2.0,10.0,0,1,113,526.6,2.0
11,27.0,1.0,4,10.5,2.8,0.0,1.0,9.0,0,4,115,102.5,2.0
12,37.0,19.5,4,9.6,7.0,1.0,6.0,31.0,64,253,567,101.1,0.0
7,29.0,2.0,6,9.3,2.6,0.0,0.0,5.0,0,0,3,280.0,1.0
12,35.0,0.5,4,10.5,6.9,0.0,0.0,2.0,0,3,13,262.0,2.0
7,20.0,0.5,2,11.8,2.6,1.0,2.0,13.0,2,9,213,605.4,0.0
11,29.0,1.0,2,9.2,3.6,1.0,4.0,9.0,66,82,113,219.4,0.0
12,25.0,11.0,3,9.1,4.2,1.0,5.0,9.0,76,148,183,117.3,0.0
10,25.0,1.0,2,9.3,5.7,1.0,1.0,9.0,3,7,114,72.4,2.0
24,35.0,1.0,1,11.2,4.4,0.0,2.0,10.0,0,22,110,145.9,1.0
17,50.0,22.0,4,16.3,6.6,0.0,1.0,7.0,0,3,158,770.5,0.0
17,23.0,22.0,4,19.1,3.9,0.0,0.0,4.0,2,4,61,193.2,1.0
8,27.0,1.0,1,17.3,1.3,0.0,0.0,4.0,0,1,47,238.1,2.0
14,26.0,22.0,4,17.7,2.6,0.0,0.0,4.0,2,3,62,193.2,2.0
14,50.0,10.5,2,12.3,3.2,5.0,11.0,40.0,61,204,481,93.4,0.0
11,35.0,1.0,13,17.4,2.9,0.0,0.0,5.0,0,0,35,452.0,1.0
25,34.0,0.5,2,16.3,5.4,1.0,1.0,2.0,4,7,32,108.5,2.0
5,14.0,1.0,15,21.2,1.9,1.0,1.0,4.0,2,3,27,235.1,2.0
18,24.0,2.0,6,19.8,1.5,0.0,0.0,4.0,0,0,23,466.9,2.0
2,24.0,2.0,6,19.2,1.2,0.0,1.0,11.0,1,3,51,68.9,0.0
5,26.0,1.5,13,17.7,1.0,0.0,1.0,10.0,0,0,186,308.0,2.0
15,22.0,1.5,6,16.7,5.9,0.0,0.0,3.0,0,0,5,507.5,0.0
21,52.0,7.0,7,12.8,4.4,0.0,4.0,13.0,11,43,202,236.7,0.0
19,42.0,2.0,12,13.3,1.5,0.0,0.0,5.0,0,0,16,483.8,0.0
21,29.0,1.0,12,16.0,2.6,0.0,0.0,2.0,0,0,1,420.3,1.0
14,52.0,2.0,12,12.3,4.3,1.0,1.0,9.0,0,0,183,408.7,2.0
21,33.0,1.5,14,13.3,2.3,0.0,0.0,2.0,0,0,40,153.0,2.0
24,32.0,1.0,10,11.6,4.2,0.0,0.0,5.0,0,1,46,535.3,0.0
12,57.0,1.5,11,11.3,4.7,0.0,0.0,2.0,1,1,3,59.2,0.0
12,57.0,1.2,10,11.3,4.7,0.0,0.0,3.0,0,0,6,295.6,2.0
12,56.0,1.2,10,11.3,2.8,1.0,1.0,9.0,3,7,114,72.4,2.0
10,36.0,1.2,9,12.7,2.1,1.0,1.0,9.0,2,4,113,190.5,1.0
12,27.0,1.0,7,10.3,3.2,5.0,15.0,50.0,107,227,792,104.5,0.0
11,43.0,0.5,7,10.3,4.1,2.0,6.0,28.0,47,208,509,173.0,0.0
11,53.0,0.5,6,9.0,6.7,0.0,4.0,31.0,13,65,611,112.9,0.0
11,32.0,0.5,5,11.5,3.9,2.0,5.0,29.0,72,219,512,173.0,0.0
5,48.0,1.0,10,10.0,3.3,0.0,0.0,1.0,1,3,3,762.1,0.0
15,28.0,66.0,8,9.4,5.1,1.0,1.0,6.0,41,73,164,347.1,0.0
14,20.0,57.5,7,10.5,1.7,0.0,0.0,3.0,0,6,57,185.5,2.0
21,26.0,25.0,7,7.3,6.3,1.0,5.0,16.0,20,122,233,641.3,2.0
21,21.0,25.0,7,3.4,3.9,1.0,4.0,13.0,11,47,197,433.6,0.0
24,25.0,0.5,5,2.7,6.8,1.0,1.0,3.0,0,0,0,83.6,2.0
12,20.0,27.0,3,4.5,5.6,0.0,1.0,12.0,0,0,50,308.1,2.0
24,19.0,27.0,3,4.4,6.4,0.0,1.0,3.0,3,4,17,282.3,1.0
2,10.0,2.5,18,16.8,2.3,0.0,1.0,3.0,0,0,3,408.1,1.0
18,21.0,9.0,16,14.2,0.9,1.0,1.0,10.0,1,1,35,261.3,0.0
8,21.0,3.5,12,15.6,1.3,0.0,1.0,10.0,0,0,117,127.5,0.0
30,32.0,1.0,4,11.1,0.0,0.0,0.0,4.0,0,0,0,859.3,2.0
14,17.0,5.0,15,16.5,2.3,2.0,2.0,5.0,25,28,48,109.2,2.0
15,27.0,1.0,4,13.3,1.2,0.0,2.0,24.0,11,17,462,131.3,0.0
5,44.0,9.0,16,13.1,7.7,0.0,0.0,5.0,1,2,52,527.8,2.0
17,22.0,0.5,15,13.3,2.2,0.0,0.0,6.0,0,1,17,229.1,0.0
15,24.0,5.0,15,11.5,2.8,0.0,1.0,8.0,3,13,55,40.9,2.0
3,36.0,11.5,19,7.4,1.8,0.0,4.0,32.0,0,31,330,331.3,0.0
12,42.0,1.0,3,8.0,1.3,2.0,5.0,11.0,83,152,183,231.8,1.0
5,33.0,2.5,15,14.8,3.1,0.0,1.0,5.0,2,13,66,801.4,1.0
8,34.0,6.5,14,12.2,1.9,0.0,0.0,2.0,0,0,5,682.0,0.0
7,32.0,3.5,11,15.5,1.3,0.0,0.0,4.0,0,1,21,42.4,2.0
5,20.0,20.5,15,15.1,2.7,0.0,1.0,4.0,0,0,30,233.2,1.0
5,23.0,6.0,14,14.0,2.0,0.0,0.0,4.0,0,0,19,887.9,0.0
15,30.0,3.5,11,12.4,5.3,1.0,6.0,12.0,6,30,51,130.6,2.0
3,29.0,5.0,11,12.1,2.5,0.0,0.0,3.0,0,0,15,1118.0,0.0
24,27.0,3.0,11,14.0,2.0,0.0,1.0,4.0,0,1,19,112.7,0.0
18,37.0,6.0,14,8.8,2.4,0.0,0.0,1.0,0,0,3,1079.7,1.0
8,38.0,4.5,10,15.4,2.6,1.0,7.0,14.0,35,146,209,149.7,0.0
11,26.0,1.0,13,14.6,3.0,0.0,2.0,13.0,11,33,190,248.4,2.0
21,55.0,9.0,14,10.3,3.7,2.0,6.0,31.0,54,248,611,101.1,0.0
14,35.0,5.5,13,12.5,2.6,0.0,0.0,4.0,0,0,0,811.0,1.0
11,35.0,3.0,10,13.3,2.0,0.0,0.0,5.0,0,0,49,332.4,1.0
12,26.0,3.0,10,14.3,1.9,0.0,1.0,2.0,0,0,6,929.9,1.0
11,23.0,3.5,10,15.6,3.0,0.0,0.0,9.0,0,0,48,180.4,2.0
7,43.0,3.0,10,10.8,2.1,0.0,0.0,5.0,0,0,43,290.6,2.0
15,68.0,9.5,9,8.8,2.2,0.0,1.0,7.0,1,4,129,232.9,2.0
12,41.0,3.0,9,11.5,0.6,0.0,1.0,6.0,0,7,53,62.4,0.0
11,42.0,0.5,12,10.1,1.0,1.0,1.0,3.0,0,0,2,198.1,0.0
5,49.0,1.0,12,7.3,1.2,1.0,3.0,12.0,7,117,188,313.9,1.0
15,58.0,2.5,11,8.6,3.6,0.0,0.0,2.0,0,0,4,876.3,0.0
5,17.0,9.0,11,9.3,2.1,1.0,4.0,36.0,17,98,669,115.0,0.0
12,20.0,5.0,7,11.3,3.0,0.0,0.0,7.0,0,0,35,429.6,0.0
5,48.0,4.0,10,9.8,5.0,0.0,0.0,11.0,0,0,46,1150.2,2.0
8,15.0,0.5,6,8.9,3.0,1.0,1.0,4.0,0,1,5,113.9,2.0
15,31.0,3.5,7,4.8,1.5,0.0,1.0,11.0,0,2,53,93.9,0.0
10,41.0,4.5,7,4.8,4.3,0.0,0.0,0.0,0,0,1,64.2,2.0
10,52.0,9.0,11,-1.3,1.1,0.0,1.0,2.0,1,4,31,436.3,0.0
24,12.0,2.5,9,8.0,4.0,0.0,0.0,14.0,3,6,139,129.8,0.0
24,25.0,9.0,10,8.8,4.3,0.0,1.0,9.0,1,14,183,342.0,0.0
10,46.0,4.5,6,7.5,9.7,0.0,0.0,0.0,0,0,8,151.6,2.0
12,19.0,5.0,6,12.0,4.4,1.0,1.0,5.0,5,10,23,164.6,2.0
12,12.0,3.5,6,14.2,2.7,0.0,1.0,3.0,19,25,62,178.7,0.0
12,25.0,1.5,6,8.0,2.2,1.0,2.0,10.0,0,1,49,661.2,0.0
12,10.0,6.5,6,13.3,1.9,1.0,2.0,14.0,7,34,322,338.5,1.0
24,36.0,5.0,6,8.1,5.6,0.0,0.0,9.0,1,2,20,132.1,0.0
12,33.0,5.0,6,4.0,4.4,4.0,10.0,46.0,60,216,706,228.0,0.0
10,19.0,6.5,6,6.4,3.9,0.0,0.0,3.0,0,0,27,353.2,1.0
7,30.0,6.5,6,8.3,4.2,0.0,0.0,1.0,1,1,31,418.6,0.0
21,68.0,3.5,6,6.4,2.5,0.0,1.0,3.0,3,4,17,282.3,0.0
19,38.0,9.0,9,11.3,3.9,2.0,5.0,29.0,72,219,512,173.0,0.0
24,31.0,6.5,8,13.8,2.2,1.0,1.0,3.0,5,5,6,325.4,1.0
3,13.0,4.5,7,15.8,1.9,0.0,0.0,5.0,3,5,66,133.7,0.0
19,13.0,3.0,4,15.8,2.6,0.0,1.0,11.0,2,11,113,139.7,0.0
21,12.0,8.0,4,16.4,2.1,0.0,0.0,8.0,0,0,32,235.6,0.0
18,38.0,4.0,4,11.1,0.5,0.0,0.0,4.0,0,0,0,396.5,1.0
21,16.0,3.5,4,15.1,1.6,1.0,1.0,11.0,0,7,116,635.9,2.0
3,14.0,0.5,7,14.8,0.8,0.0,0.0,4.0,0,0,14,256.5,0.0
8,37.0,8.0,4,10.3,1.0,1.0,1.0,3.0,0,0,1,301.6,0.0
30,53.0,6.5,6,4.5,0.0,0.0,0.0,4.0,0,0,12,401.6,0.0
24,26.0,11.5,7,10.0,1.9,0.0,0.0,22.0,0,0,220,709.5,2.0
24,15.0,3.5,3,14.6,2.6,2.0,5.0,12.0,19,31,50,121.4,0.0
7,22.0,0.5,6,11.8,1.7,1.0,1.0,6.0,0,0,17,117.0,0.0
21,32.0,19.5,6,12.6,3.0,0.0,0.0,4.0,0,0,20,223.2,2.0
25,36.0,32.5,6,8.9,2.1,1.0,1.0,7.0,0,0,61,96.2,0.0
21,44.0,2.5,4,9.3,2.7,0.0,0.0,3.0,0,0,2,439.3,2.0
12,25.0,9.0,2,3.9,6.3,2.0,6.0,38.0,64,217,703,210.3,0.0
12,25.0,9.0,2,3.9,6.3,2.0,6.0,37.0,58,233,686,160.8,0.0
19,38.0,1.0,4,7.5,3.4,4.0,11.0,41.0,50,189,470,115.5,0.0
5,30.0,20.5,4,10.2,3.6,0.0,0.0,0.0,0,0,26,284.0,2.0
5,26.0,2.0,3,8.4,1.3,0.0,3.0,13.0,1,21,192,50.7,0.0
7,36.0,1.0,3,4.5,4.2,3.0,7.0,32.0,81,246,595,123.1,0.0
25,31.0,3.0,3,5.5,2.8,0.0,2.0,24.0,1,65,266,278.1,0.0
11,54.0,1.0,2,5.5,8.3,1.0,1.0,9.0,3,4,117,222.5,2.0
30,68.0,0.5,9,5.4,0.1,2.0,5.0,29.0,72,219,512,173.0,0.0
2,78.0,0.5,5,10.6,2.1,0.0,0.0,1.0,3,3,34,281.7,0.0
2,78.0,0.5,5,10.6,2.1,0.0,0.0,3.0,2,3,53,55.0,0.0
12,41.0,1.0,8,10.1,0.7,2.0,6.0,39.0,14,45,474,141.4,0.0
7,66.0,1.0,8,5.5,2.0,0.0,3.0,11.0,5,28,116,98.6,0.0
11,34.0,1.5,12,9.0,5.0,0.0,0.0,3.0,1,2,51,286.3,1.0
24,67.0,1.0,10,6.9,3.4,1.0,1.0,3.0,0,0,10,397.5,0.0
19,65.0,0.8,31,9.4,0.6,0.0,0.0,5.0,1,4,67,201.8,0.0
24,70.0,0.5,7,10.1,2.3,0.0,2.0,24.0,11,17,462,131.3,0.0
8,55.0,2.1,7,10.8,1.8,0.0,0.0,3.0,0,0,0,850.8,0.0
25,37.0,3.5,8,10.1,5.0,0.0,0.0,3.0,0,0,0,148.3,1.0
25,23.0,4.0,55,10.3,0.7,0.0,0.0,11.0,2,6,108,234.2,0.0
15,34.0,0.8,30,14.3,1.2,0.0,1.0,5.0,2,19,66,217.1,0.0
19,24.0,30.0,34,15.9,2.2,0.0,0.0,5.0,3,3,55,603.6,1.0
3,89.0,1.3,6,-8.3,0.7,0.0,0.0,4.0,0,0,0,611.3,1.0
30,91.0,2.2,6,-8.8,0.0,1.0,1.0,3.0,1,1,1,424.6,0.0
10,22.0,1.5,58,10.6,0.7,0.0,0.0,9.0,0,2,44,276.3,1.0
8,18.0,4.0,54,14.3,0.5,1.0,1.0,4.0,2,5,33,757.7,0.0
18,38.0,0.5,9,12.4,3.5,2.0,6.0,14.0,36,137,200,133.4,1.0
5,22.0,0.5,5,11.3,1.3,1.0,1.0,5.0,6,6,19,129.4,0.0
18,19.0,0.5,9,10.0,3.5,0.0,0.0,2.0,0,1,8,611.8,1.0
21,23.0,0.5,5,5.7,1.9,0.0,1.0,15.0,3,6,115,129.8,0.0
15,27.0,0.8,29,9.3,1.6,0.0,1.0,4.0,0,5,66,85.1,2.0
21,34.0,4.0,53,7.1,4.0,0.0,0.0,9.0,1,4,127,630.9,1.0
15,30.0,0.5,28,2.7,2.6,1.0,2.0,18.0,10,19,337,377.2,0.0
11,43.0,0.5,8,-2.6,5.9,1.0,2.0,15.0,15,37,212,175.7,0.0
12,37.0,0.5,8,-1.8,3.4,0.0,5.0,14.0,16,78,212,639.8,0.0
21,18.0,0.5,7,2.5,2.2,2.0,8.0,14.0,72,154,205,314.7,0.0
10,27.0,0.5,7,0.7,5.6,0.0,0.0,8.0,1,9,183,428.4,0.0
2,34.0,0.5,7,-0.9,2.5,2.0,7.0,15.0,90,144,204,404.6,0.0
24,44.0,4.0,52,-3.3,5.3,0.0,4.0,10.0,2,22,45,160.1,0.0
21,41.0,0.5,6,1.3,5.4,1.0,4.0,15.0,21,46,205,77.2,0.0
12,51.0,4.0,50,-2.0,1.2,0.0,1.0,12.0,0,0,57,220.6,0.0
25,29.0,0.5,5,3.7,3.2,2.0,7.0,15.0,91,141,204,404.6,0.0
12,53.0,0.5,6,-3.7,1.3,1.0,1.0,17.0,9,18,301,381.0,2.0
25,53.0,0.5,4,7.8,6.9,1.0,4.0,15.0,21,46,205,77.2,2.0
21,62.0,0.5,4,2.5,4.7,2.0,7.0,15.0,91,141,204,404.6,0.0
12,39.0,0.5,3,4.0,3.5,0.0,1.0,14.0,1,6,179,424.4,0.0
12,42.0,0.5,2,4.7,3.1,0.0,1.0,14.0,1,6,161,424.4,0.0
12,42.0,3.5,1,4.3,5.4,0.0,0.0,3.0,0,0,38,234.1,1.0
17,56.0,0.5,22,1.0,1.0,0.0,1.0,5.0,1,1,2,447.2,0.0
21,59.0,2.5,10,4.9,5.6,0.0,3.0,13.0,1,21,192,50.7,0.0
25,78.0,0.5,20,2.4,4.0,0.0,3.0,32.0,2,29,332,288.3,0.0
12,30.0,3.0,24,8.9,2.4,1.0,2.0,7.0,4,6,69,102.5,2.0
30,54.0,1.5,49,-0.5,0.2,0.0,0.0,11.0,0,5,49,69.6,0.0
12,26.0,2.5,9,6.8,2.1,0.0,1.0,12.0,0,6,186,424.4,0.0
11,29.0,1.5,48,6.0,1.0,1.0,6.0,12.0,6,30,51,130.6,0.0
14,33.0,0.5,20,5.0,2.1,0.0,1.0,4.0,0,0,2,710.1,2.0
8,45.0,0.5,19,8.6,3.3,1.0,1.0,8.0,0,6,114,666.3,0.0
25,35.0,6.7,19,6.4,3.1,0.0,0.0,3.0,0,0,11,240.2,2.0
10,24.0,4.5,10,8.8,1.9,1.0,1.0,4.0,4,9,48,287.5,0.0
21,82.0,0.5,19,-1.7,1.2,1.0,5.0,9.0,57,82,113,259.8,2.0
2,17.0,0.6,19,11.1,1.8,0.0,1.0,4.0,1,6,105,101.6,2.0
10,35.0,0.5,17,8.5,1.7,1.0,3.0,10.0,1,64,114,104.1,2.0
24,34.0,0.5,17,7.9,2.3,0.0,0.0,5.0,0,2,45,132.9,2.0
10,17.0,0.5,17,8.5,1.7,1.0,1.0,5.0,46,79,166,347.1,0.0
21,70.0,1.0,7,3.2,1.2,0.0,0.0,1.0,1,4,30,418.6,2.0
25,71.0,7.5,17,0.8,1.4,0.0,1.0,5.0,0,2,18,149.0,2.0
12,31.0,4.5,45,9.1,1.7,0.0,1.0,2.0,0,1,2,226.2,0.0
12,33.0,1.5,45,7.5,2.5,0.0,1.0,13.0,5,5,49,400.4,2.0
7,42.0,1.5,6,6.3,3.3,0.0,0.0,0.0,0,0,0,274.5,0.0
10,31.0,2.5,6,7.2,2.8,1.0,2.0,13.0,2,9,213,605.4,2.0
12,28.0,1.5,15,9.5,1.0,0.0,1.0,5.0,0,12,45,659.1,2.0
10,61.0,2.5,4,7.9,2.4,1.0,4.0,15.0,21,46,205,77.2,0.0
7,24.0,1.5,15,5.3,2.5,3.0,7.0,32.0,97,254,656,196.1,0.0
12,22.0,7.5,15,6.4,1.7,0.0,1.0,9.0,0,0,171,498.2,1.0
12,28.0,9.0,14,3.9,1.9,4.0,11.0,41.0,71,215,504,93.4,0.0
30,69.0,0.9,14,-5.5,0.3,0.0,0.0,2.0,0,1,8,248.0,0.0
7,63.0,4.0,38,-5.0,0.9,0.0,1.0,12.0,0,0,56,308.1,0.0
25,33.0,0.5,14,3.9,3.0,0.0,0.0,1.0,0,0,0,1059.5,0.0
30,60.0,1.0,11,0.9,0.0,0.0,0.0,2.0,0,0,5,682.0,1.0
8,46.0,0.5,13,8.1,3.3,0.0,1.0,1.0,0,0,0,32.9,0.0
25,72.0,0.5,12,-9.1,0.4,0.0,0.0,4.0,0,0,0,1664.5,2.0
2,54.0,7.2,8,-4.8,0.9,0.0,0.0,4.0,0,0,1,502.9,2.0
30,56.0,2.5,31,-4.1,0.2,0.0,1.0,6.0,1,7,94,282.4,1.0
24,46.0,4.0,31,-3.7,1.7,0.0,0.0,8.0,1,6,139,283.5,2.0
12,21.0,0.5,10,4.2,2.2,1.0,1.0,15.0,2,5,204,522.5,0.0
