diravg,humidrel,rainamount,raindays,tempavg,windavg,within_5km,within_10km,within_30km,within_5km_fact,within_10km_fact,within_30km_fact,height,scale_damage
14,29.0,9.2,5,15.3,6.5,0.0,1.0,5.0,0,3,36,232.8,2.0
11,26.0,2.1,2,12.9,4.8,0.0,0.0,5.0,0,0,7,268.1,2.0
18,34.0,14.8,5,13.1,5.3,0.0,1.0,4.0,14,20,45,386.0,2.0
14,19.0,3.5,5,19.0,2.5,0.0,0.0,3.0,2,2,17,690.7,2.0
11,31.0,13.8,4,12.2,4.0,0.0,3.0,10.0,21,74,196,222.3,1.0
7,36.0,8.0,4,10.5,3.5,0.0,0.0,3.0,1,4,38,548.1,2.0
7,33.0,19.9,4,12.1,5.0,2.0,4.0,13.0,49,112,192,396.2,2.0
12,26.0,20.9,4,10.1,6.7,0.0,1.0,4.0,1,6,50,154.8,2.0
24,30.0,14.8,4,10.3,10.0,0.0,0.0,5.0,0,5,65,336.0,2.0
12,31.0,9.2,4,9.8,6.7,1.0,1.0,3.0,20,25,56,92.1,2.0
21,19.0,3.3,3,14.5,3.5,0.0,0.0,3.0,0,4,16,1184.0,2.0
18,22.0,2.3,15,17.2,3.5,1.0,1.0,8.0,0,0,64,96.2,2.0
27,24.0,2.3,14,16.6,4.2,2.0,5.0,11.0,83,152,183,231.8,2.0
19,76.0,4.5,8,5.7,2.0,0.0,1.0,4.0,0,18,47,595.5,2.0
12,20.0,0.6,8,13.9,6.0,0.0,3.0,10.0,0,6,40,131.6,2.0
12,20.0,0.6,8,13.9,6.0,0.0,3.0,10.0,0,6,40,131.6,2.0
19,38.0,3.7,8,14.7,4.0,1.0,2.0,18.0,9,17,320,326.9,2.0
18,51.0,3.7,7,7.8,3.3,0.0,0.0,2.0,0,12,36,358.4,2.0
19,21.0,1.7,12,10.6,2.0,0.0,1.0,4.0,0,0,15,483.8,1.0
5,24.0,7.4,7,12.1,1.7,0.0,0.0,3.0,0,21,58,152.0,2.0
11,31.0,0.5,5,9.9,3.0,1.0,1.0,3.0,3,4,31,120.8,2.0
11,41.0,0.7,5,4.7,5.8,0.0,0.0,4.0,2,2,9,934.7,1.0
24,30.0,3.7,6,7.4,6.0,0.0,0.0,1.0,0,3,26,328.4,2.0
11,32.0,1.0,3,11.0,9.0,0.0,0.0,5.0,0,0,19,83.8,0.0
14,25.0,8.0,3,13.7,3.0,0.0,0.0,8.0,0,1,171,83.8,0.0
11,36.0,3.0,5,11.7,0.3,0.0,0.0,4.0,0,0,0,880.7,2.0
24,39.0,0.8,8,8.9,4.0,0.0,1.0,3.0,0,4,35,351.5,2.0
21,32.0,1.0,17,3.4,1.5,3.0,6.0,11.0,12,30,47,299.7,2.0
7,33.0,13.0,2,10.8,4.0,1.0,2.0,17.0,10,20,317,326.9,2.0
24,46.0,2.5,12,8.9,4.2,0.0,0.0,2.0,1,3,17,283.6,2.0
8,33.0,1.0,7,7.5,1.3,0.0,0.0,6.0,0,1,34,128.0,0.0
7,29.0,1.6,1,8.6,2.7,2.0,4.0,13.0,49,112,192,396.2,2.0
8,23.0,6.0,9,21.0,0.5,0.0,0.0,4.0,0,0,2,594.9,2.0
7,37.0,0.5,4,17.3,3.7,2.0,5.0,15.0,80,126,202,162.5,2.0
19,37.0,39.4,11,20.1,2.0,0.0,1.0,1.0,1,2,5,77.0,2.0
12,49.0,15.9,10,23.0,2.0,0.0,0.0,8.0,2,8,76,353.9,2.0
7,73.0,0.6,2,17.0,0.5,0.0,0.0,9.0,0,1,182,905.3,2.0
7,58.0,0.6,1,22.4,3.0,0.0,0.0,5.0,0,0,69,758.7,2.0
2,31.0,2.4,10,25.7,1.7,0.0,4.0,41.0,8,58,774,204.1,2.0
25,31.0,1.8,8,18.9,0.5,1.0,1.0,9.0,10,10,44,229.3,2.0
12,50.0,0.7,17,18.8,7.5,0.0,0.0,2.0,0,0,9,1177.7,2.0
21,14.0,0.7,9,25.9,5.7,0.0,1.0,5.0,0,1,22,129.1,1.0
25,23.0,3.7,8,24.6,5.0,3.0,12.0,44.0,121,232,611,335.4,0.0
19,30.0,2.4,9,20.0,4.0,0.0,1.0,6.0,1,2,187,78.6,2.0
21,22.0,0.5,8,26.5,4.0,1.0,1.0,7.0,0,0,27,62.9,2.0
25,33.0,2.7,7,25.6,1.3,0.0,0.0,4.0,0,0,2,643.1,2.0
21,24.0,1.7,8,24.9,3.0,1.0,1.0,17.0,1,8,174,209.5,2.0
25,33.0,1.5,7,26.6,2.5,0.0,1.0,3.0,0,0,0,287.5,2.0
24,24.0,1.7,8,24.9,2.7,0.0,4.0,33.0,12,52,524,145.3,2.0
11,68.0,0.6,15,10.6,1.0,0.0,2.0,9.0,0,2,49,186.7,2.0
14,87.0,3.1,15,8.1,0.5,0.0,0.0,3.0,0,0,1,593.5,2.0
21,34.0,3.7,6,21.8,5.0,2.0,11.0,46.0,26,208,668,228.0,0.0
24,30.0,1.5,6,14.8,4.5,0.0,0.0,1.0,0,0,0,1107.8,2.0
21,34.0,3.7,6,21.8,4.0,1.0,6.0,39.0,13,50,472,497.1,2.0
15,14.0,0.6,15,28.1,2.0,0.0,0.0,2.0,0,0,4,453.7,2.0
24,21.0,1.7,7,24.8,4.0,1.0,7.0,45.0,20,56,819,480.9,2.0
19,20.0,3.1,15,26.8,3.0,0.0,1.0,5.0,0,1,3,317.4,2.0
18,14.0,4.6,6,26.5,3.7,0.0,0.0,4.0,0,0,1,551.3,2.0
21,16.0,0.5,6,26.8,2.0,1.0,1.0,13.0,1,4,129,380.1,2.0
19,25.0,3.7,6,24.2,4.7,4.0,13.0,47.0,138,225,738,295.9,0.0
21,24.0,0.5,5,28.9,0.5,0.0,0.0,4.0,0,1,7,195.5,1.0
24,28.0,0.9,5,22.0,2.7,1.0,4.0,12.0,1,12,51,195.8,0.0
8,69.0,3.7,2,8.7,1.3,1.0,1.0,27.0,0,2,305,587.2,2.0
12,63.0,10.3,10,16.9,3.5,1.0,1.0,4.0,2,4,17,502.8,2.0
21,34.0,4.5,9,20.6,3.0,0.0,1.0,10.0,0,9,42,247.4,1.0
15,44.0,0.8,4,9.3,1.7,2.0,8.0,47.0,25,106,814,125.7,2.0
19,17.0,2.8,9,21.2,3.3,1.0,1.0,8.0,0,0,25,285.1,2.0
24,18.0,3.0,7,22.8,4.5,1.0,1.0,6.0,0,0,11,62.9,2.0
17,17.0,1.3,7,22.0,1.7,1.0,1.0,4.0,0,0,1,302.8,2.0
8,24.0,1.3,6,20.6,4.0,1.0,1.0,4.0,0,0,1,300.5,2.0
8,24.0,1.3,6,20.6,4.0,1.0,1.0,1.0,0,0,0,70.5,2.0
8,36.0,0.8,1,21.3,2.0,4.0,15.0,45.0,23,212,663,172.7,0.0
24,46.0,3.6,5,24.0,2.2,1.0,4.0,12.0,18,133,188,423.9,2.0
19,42.0,2.5,4,18.8,3.0,0.0,0.0,3.0,0,0,0,682.0,2.0
17,45.0,3.3,4,16.0,6.7,1.0,1.0,1.0,0,0,1,1171.8,0.0
19,15.0,1.3,4,29.1,3.8,0.0,1.0,5.0,0,0,1,610.3,2.0
19,9.0,2.5,4,28.6,2.5,0.0,0.0,4.0,0,0,0,802.3,2.0
17,34.0,13.1,5,25.5,3.0,0.0,1.0,6.0,30,82,171,263.9,2.0
15,17.0,3.0,4,29.8,3.0,0.0,0.0,3.0,0,0,3,224.4,2.0
19,15.0,1.3,4,29.1,2.2,0.0,1.0,4.0,0,0,1,899.3,2.0
5,35.0,0.7,4,27.7,6.0,0.0,0.0,11.0,0,5,49,69.6,2.0
15,13.0,3.1,4,28.2,3.5,0.0,0.0,4.0,0,0,1,422.7,2.0
14,15.0,7.4,4,29.8,4.0,0.0,0.0,4.0,0,6,37,527.4,2.0
14,16.0,2.8,5,25.8,1.5,0.0,0.0,6.0,0,2,9,584.7,2.0
19,16.0,2.5,3,28.6,2.0,0.0,0.0,4.0,0,0,0,802.3,2.0
14,19.0,1.3,2,25.9,1.0,0.0,0.0,4.0,0,0,1,551.3,2.0
2,16.0,6.9,13,16.5,3.7,0.0,0.0,2.0,0,0,0,1045.3,2.0
18,46.0,2.5,13,13.7,4.0,1.0,1.0,4.0,0,0,33,397.5,1.0
18,16.0,7.0,14,27.3,2.5,0.0,1.0,7.0,0,0,31,139.6,2.0
30,10.0,6.2,13,26.6,0.0,0.0,0.0,3.0,0,0,0,887.1,2.0
18,16.0,7.0,14,27.3,2.5,0.0,1.0,4.0,0,0,3,318.0,2.0
18,9.0,2.5,13,25.1,5.0,0.0,0.0,5.0,0,0,17,483.8,2.0
21,29.0,3.9,13,23.3,4.0,0.0,1.0,6.0,0,2,8,588.4,2.0
2,15.0,3.6,16,26.2,3.0,0.0,0.0,2.0,0,0,0,120.1,2.0
2,15.0,0.5,13,25.6,2.0,0.0,0.0,7.0,0,0,28,472.9,2.0
21,6.0,6.5,13,26.3,1.3,1.0,1.0,1.0,0,0,0,70.5,0.0
2,21.0,2.4,13,24.4,3.3,2.0,5.0,11.0,8,27,47,139.8,2.0
15,37.0,3.1,3,21.5,5.3,0.0,1.0,3.0,0,0,0,631.9,0.0
18,32.0,10.6,14,21.1,1.7,0.0,2.0,4.0,0,1,28,483.0,2.0
2,77.0,7.6,13,12.0,2.5,0.0,1.0,13.0,0,4,190,177.6,2.0
7,63.0,4.5,12,6.1,5.8,0.0,1.0,1.0,0,0,1,1053.5,2.0
10,30.0,10.6,13,17.7,3.8,0.0,1.0,5.0,0,2,41,109.2,2.0
10,19.0,6.6,12,23.2,2.3,0.0,1.0,15.0,0,1,119,175.2,2.0
11,31.0,5.3,12,20.0,4.7,0.0,0.0,1.0,1,1,3,265.2,2.0
7,45.0,4.5,12,13.7,6.3,0.0,0.0,1.0,0,0,1,1176.7,2.0
21,29.0,2.4,12,20.2,1.0,0.0,0.0,3.0,0,0,3,769.6,2.0
2,36.0,6.9,12,11.6,5.0,0.0,0.0,2.0,0,0,0,1364.8,2.0
5,20.0,2.3,12,21.2,1.5,1.0,1.0,10.0,1,8,53,303.2,2.0
24,46.0,3.9,11,10.9,4.3,2.0,9.0,49.0,12,82,832,159.8,2.0
12,26.0,2.4,11,18.0,7.3,0.0,0.0,12.0,0,0,52,566.4,2.0
24,22.0,1.0,11,15.4,5.0,1.0,3.0,10.0,22,87,111,301.3,2.0
21,34.0,2.9,11,13.1,4.0,0.0,2.0,24.0,5,25,446,146.0,2.0
19,41.0,7.3,11,14.3,6.0,2.0,6.0,14.0,36,137,200,133.4,2.0
19,57.0,9.9,10,5.0,3.5,0.0,0.0,3.0,0,0,0,1609.6,2.0
25,47.0,2.1,10,6.0,4.5,0.0,0.0,3.0,0,0,31,343.5,2.0
21,47.0,7.0,11,6.6,5.5,0.0,0.0,3.0,0,0,3,864.0,2.0
12,16.0,6.6,10,12.9,5.7,0.0,1.0,4.0,13,21,58,279.9,2.0
25,30.0,9.9,10,12.9,3.0,0.0,0.0,2.0,0,0,0,498.7,1.0
21,30.0,4.9,10,13.0,3.7,0.0,0.0,4.0,0,0,1,693.0,2.0
12,24.0,2.3,10,14.8,7.0,0.0,2.0,8.0,1,9,39,163.3,2.0
14,22.0,7.7,10,13.1,4.0,1.0,1.0,3.0,1,1,1,281.8,2.0
25,43.0,7.0,10,12.1,7.5,0.0,2.0,31.0,22,71,411,496.7,2.0
7,18.0,1.2,9,19.9,2.3,0.0,0.0,7.0,0,5,20,229.1,1.0
12,49.0,3.0,9,11.8,1.0,0.0,0.0,3.0,0,0,3,224.4,2.0
24,27.0,4.5,9,16.4,4.0,0.0,0.0,3.0,0,0,9,332.7,2.0
25,43.0,7.0,10,12.1,7.5,0.0,0.0,19.0,0,0,157,222.5,2.0
24,40.0,3.9,9,15.0,8.7,2.0,4.0,38.0,9,29,461,321.2,2.0
21,27.0,1.2,9,20.0,3.0,1.0,3.0,10.0,19,136,183,267.2,0.0
21,26.0,1.2,9,20.9,2.7,4.0,5.0,12.0,113,177,184,137.4,0.0
19,23.0,3.9,9,18.8,6.7,1.0,9.0,42.0,15,67,535,291.6,1.0
19,23.0,3.9,9,18.8,6.7,4.0,13.0,39.0,20,194,487,348.6,0.0
25,23.0,3.9,9,18.8,5.3,3.0,9.0,49.0,17,74,835,138.5,0.0
18,17.0,6.5,9,21.8,4.8,0.0,0.0,3.0,0,0,4,420.2,2.0
8,52.0,6.8,8,10.9,3.5,0.0,1.0,5.0,1,3,16,705.5,2.0
21,32.0,3.9,8,17.2,5.8,1.0,2.0,27.0,2,5,299,335.5,1.0
11,23.0,0.8,8,20.2,2.7,0.0,1.0,5.0,3,4,48,321.4,2.0
8,30.0,6.8,8,22.6,1.5,0.0,1.0,4.0,0,2,24,620.6,2.0
25,19.0,2.4,8,21.1,1.5,1.0,1.0,3.0,2,2,2,106.9,2.0
19,27.0,6.5,8,21.3,2.0,1.0,1.0,1.0,0,0,0,70.5,2.0
7,24.0,1.6,8,19.9,2.5,0.0,0.0,2.0,0,1,4,633.3,2.0
15,25.0,6.2,8,20.6,3.0,0.0,0.0,2.0,0,0,0,1312.6,2.0
24,21.0,1.2,8,20.6,2.3,0.0,2.0,12.0,11,53,190,240.7,2.0
19,22.0,7.0,9,21.3,1.0,0.0,1.0,26.0,6,68,330,221.1,2.0
14,34.0,6.5,8,18.5,1.3,1.0,1.0,4.0,0,0,2,314.1,0.0
21,35.0,3.9,8,17.1,4.7,2.0,2.0,30.0,2,5,327,462.3,2.0
11,27.0,1.1,8,18.6,3.5,1.0,1.0,3.0,3,5,27,120.8,2.0
10,57.0,2.4,8,10.6,0.5,0.0,1.0,3.0,0,0,2,504.3,2.0
24,65.0,7.7,8,10.2,0.7,0.0,1.0,5.0,0,0,0,1013.3,2.0
21,35.0,1.2,7,19.2,5.0,1.0,1.0,9.0,1,1,94,120.9,2.0
24,55.0,1.0,7,17.9,5.3,1.0,5.0,9.0,61,81,114,315.7,2.0
17,43.0,8.8,7,19.0,3.7,1.0,1.0,5.0,4,6,159,272.2,2.0
25,35.0,1.8,7,14.2,3.7,3.0,5.0,36.0,40,138,667,395.4,2.0
19,33.0,3.9,7,16.8,3.0,1.0,2.0,37.0,4,16,580,138.7,1.0
17,36.0,1.8,7,20.9,1.3,0.0,0.0,6.0,0,0,139,501.9,2.0
19,31.0,10.6,7,17.6,3.7,0.0,0.0,4.0,0,0,29,127.1,2.0
21,21.0,2.9,6,22.9,2.0,0.0,0.0,6.0,0,1,29,181.1,2.0
25,16.0,7.0,7,23.5,1.0,0.0,0.0,4.0,0,1,7,432.5,2.0
12,20.0,0.5,6,23.4,1.5,0.0,0.0,8.0,1,5,71,295.8,2.0
18,36.0,6.5,6,17.0,1.5,0.0,0.0,2.0,0,0,0,883.5,2.0
12,87.0,7.6,6,11.5,0.5,0.0,0.0,5.0,1,1,42,1119.1,2.0
24,28.0,2.9,5,14.1,5.2,1.0,1.0,13.0,1,3,161,168.5,2.0
30,68.0,0.5,5,9.9,0.0,0.0,1.0,5.0,10,13,48,135.2,2.0
14,21.0,2.4,5,22.5,2.7,1.0,1.0,10.0,3,6,52,160.5,2.0
24,24.0,2.9,5,19.1,4.0,0.0,0.0,5.0,0,1,87,61.3,2.0
12,19.0,1.2,5,20.5,2.0,4.0,5.0,12.0,114,177,184,137.4,2.0
12,25.0,2.8,5,22.0,1.0,0.0,2.0,3.0,0,0,16,464.2,1.0
21,25.0,3.9,5,19.2,5.0,1.0,2.0,23.0,1,1,308,236.6,2.0
21,25.0,3.9,5,19.2,3.7,1.0,2.0,30.0,2,10,378,678.8,2.0
18,16.0,6.5,5,22.0,1.0,0.0,1.0,3.0,0,0,4,485.4,2.0
19,26.0,4.9,5,18.0,0.7,0.0,1.0,3.0,0,0,0,254.5,2.0
17,19.0,4.5,5,18.8,1.7,0.0,1.0,2.0,0,0,0,1097.4,1.0
30,81.0,6.5,5,4.1,0.0,0.0,1.0,4.0,0,0,2,204.4,0.0
5,60.0,7.3,4,13.1,6.2,1.0,6.0,14.0,12,111,195,173.3,0.0
19,47.0,2.5,4,11.5,2.5,0.0,0.0,11.0,0,2,188,319.1,2.0
14,24.0,1.2,4,20.6,1.0,0.0,1.0,6.0,1,1,12,459.1,2.0
24,24.0,3.9,4,19.0,1.8,1.0,1.0,8.0,0,1,32,264.4,2.0
24,6.0,6.2,4,19.2,1.5,0.0,2.0,2.0,0,0,0,557.5,1.0
15,24.0,3.9,4,19.0,1.3,2.0,8.0,35.0,7,63,399,177.9,1.0
15,20.0,9.9,4,19.4,2.5,0.0,0.0,1.0,0,0,0,1107.8,0.0
21,32.0,3.9,3,15.8,5.0,0.0,6.0,45.0,5,52,631,376.0,2.0
21,82.0,5.3,3,7.0,2.7,0.0,0.0,1.0,0,0,2,330.0,2.0
21,35.0,2.9,3,15.3,4.2,1.0,1.0,17.0,3,18,195,471.3,1.0
7,23.0,1.2,3,17.9,9.0,0.0,0.0,9.0,0,0,22,291.8,2.0
24,32.0,0.8,3,16.5,3.3,0.0,1.0,5.0,1,3,39,291.3,2.0
11,23.0,1.2,3,17.9,4.5,0.0,2.0,7.0,1,5,19,348.4,2.0
21,25.0,2.4,3,18.1,3.5,0.0,0.0,5.0,0,0,2,408.8,2.0
24,24.0,1.2,3,19.3,6.0,0.0,0.0,5.0,1,2,9,169.0,2.0
12,25.0,4.5,3,20.3,5.0,1.0,1.0,3.0,1,1,12,336.7,2.0
25,12.0,9.9,3,18.8,2.5,1.0,1.0,3.0,0,0,0,394.9,2.0
24,24.0,7.0,4,18.4,4.5,1.0,1.0,3.0,1,1,5,145.8,2.0
25,12.0,9.9,3,18.8,2.5,0.0,0.0,0.0,0,0,0,814.0,2.0
19,23.0,3.0,3,18.7,2.0,0.0,1.0,8.0,0,7,47,91.9,2.0
8,54.0,1.4,3,16.1,4.0,0.0,1.0,1.0,1,2,5,141.0,2.0
24,34.0,3.9,3,13.7,4.0,0.0,1.0,26.0,2,6,302,288.3,2.0
24,27.0,7.3,3,20.2,4.7,1.0,2.0,16.0,9,28,287,381.0,2.0
21,45.0,2.4,2,12.5,2.5,1.0,1.0,5.0,0,0,3,470.8,2.0
14,33.0,4.0,2,20.2,5.7,0.0,0.0,4.0,0,7,57,378.8,1.0
18,13.0,6.5,2,19.7,4.7,0.0,0.0,5.0,0,0,0,802.3,0.0
19,13.0,4.9,2,18.8,3.5,0.0,1.0,3.0,0,0,0,254.5,0.0
18,17.0,4.5,2,17.2,6.0,0.0,1.0,1.0,0,0,1,1053.5,1.0
14,26.0,1.2,2,18.7,1.0,0.0,1.0,10.0,0,0,177,119.6,2.0
19,18.0,7.0,3,20.0,1.0,0.0,1.0,4.0,0,0,6,237.9,0.0
12,18.0,1.2,2,17.7,0.8,0.0,0.0,9.0,0,11,182,404.2,2.0
18,24.0,3.9,2,14.7,2.3,2.0,6.0,39.0,18,64,499,291.6,0.0
18,14.0,6.5,1,16.2,2.7,0.0,1.0,4.0,0,0,2,204.4,0.0
21,16.0,2.4,1,16.8,1.5,0.0,1.0,4.0,0,0,2,529.9,2.0
24,25.0,3.9,1,14.8,4.0,0.0,1.0,23.0,0,2,325,161.4,0.0
14,12.0,6.5,1,17.1,3.3,0.0,1.0,3.0,0,0,1,315.1,0.0
24,30.0,2.4,1,17.8,5.3,3.0,6.0,11.0,20,30,40,192.5,1.0
12,32.0,1.5,1,18.1,3.5,0.0,0.0,3.0,0,0,11,333.4,0.0
25,22.0,0.5,3,21.1,4.0,0.0,1.0,12.0,0,5,50,385.3,2.0
10,47.0,1.3,3,15.9,3.7,0.0,0.0,1.0,0,0,0,383.4,2.0
15,61.0,1.3,3,12.5,3.5,0.0,1.0,5.0,0,0,15,237.9,0.0
25,26.0,0.5,2,17.9,8.0,4.0,6.0,11.0,24,30,47,121.4,2.0
2,40.0,10.3,6,16.4,6.0,0.0,1.0,3.0,0,1,23,167.3,2.0
25,24.0,26.7,6,17.8,6.7,0.0,1.0,7.0,0,0,7,256.5,0.0
14,29.0,17.0,6,16.2,5.3,0.0,4.0,9.0,6,73,113,255.7,2.0
21,23.0,15.1,6,17.2,3.0,0.0,0.0,10.0,0,0,42,427.7,1.0
18,22.0,0.9,1,16.0,3.2,1.0,1.0,4.0,0,0,1,203.9,0.0
25,35.0,17.9,5,14.2,8.0,0.0,0.0,4.0,0,1,70,424.5,2.0
19,29.0,1.3,2,16.1,1.5,0.0,0.0,5.0,0,1,11,627.9,2.0
21,38.0,11.4,5,13.3,4.7,1.0,1.0,5.0,1,9,64,471.7,2.0
21,40.0,7.1,4,13.4,3.2,0.0,1.0,17.0,2,6,176,199.2,1.0
21,50.0,1.9,2,10.0,4.0,1.0,6.0,46.0,8,90,812,150.9,2.0
15,68.0,3.8,17,7.1,1.0,0.0,0.0,3.0,0,0,4,429.0,1.0
12,30.0,92.6,19,11.8,4.0,0.0,1.0,27.0,1,71,268,221.1,1.0
30,64.0,0.5,2,7.6,0.0,0.0,0.0,2.0,0,0,2,394.5,2.0
14,69.0,7.1,18,9.2,2.0,1.0,1.0,5.0,13,15,45,191.5,2.0
12,37.0,0.7,17,12.9,2.3,0.0,1.0,6.0,1,17,51,795.2,2.0
19,15.0,0.6,2,13.3,0.5,0.0,0.0,3.0,0,0,0,852.9,2.0
19,15.0,0.6,2,13.3,0.5,0.0,0.0,3.0,0,0,0,852.9,2.0
10,28.0,1.1,17,15.5,3.2,0.0,0.0,3.0,0,3,51,668.6,2.0
14,24.0,0.5,6,14.0,2.5,1.0,5.0,32.0,3,24,390,116.6,2.0
14,44.0,2.4,15,11.4,0.8,0.0,2.0,7.0,0,5,12,348.4,0.0
15,36.0,5.7,17,13.7,2.0,0.0,2.0,9.0,1,4,44,84.6,2.0
19,50.0,1.6,6,10.0,3.7,3.0,4.0,36.0,43,162,676,122.9,0.0
25,64.0,0.5,1,7.8,2.0,0.0,1.0,2.0,1,2,2,635.6,2.0
7,34.0,5.0,17,10.3,6.0,0.0,1.0,11.0,7,17,115,151.4,1.0
14,27.0,1.1,16,15.3,2.2,0.0,0.0,3.0,0,4,39,773.7,2.0
12,36.0,5.6,17,12.7,2.5,0.0,0.0,3.0,0,1,6,165.6,0.0
24,52.0,5.0,16,13.7,1.7,1.0,1.0,5.0,2,3,28,122.7,2.0
5,63.0,2.7,14,8.2,1.5,0.0,1.0,10.0,3,3,51,278.7,2.0
21,54.0,2.0,14,7.7,2.5,0.0,0.0,8.0,0,2,34,754.2,2.0
18,46.0,11.0,14,13.6,2.0,0.0,0.0,10.0,0,0,35,579.0,0.0
11,21.0,47.6,16,16.2,2.5,0.0,1.0,5.0,7,14,52,300.4,2.0
24,26.0,4.5,15,15.8,4.0,2.0,2.0,3.0,32,33,46,156.4,1.0
17,34.0,5.0,15,16.0,3.0,0.0,0.0,9.0,0,1,110,422.9,2.0
25,17.0,4.0,14,15.4,2.5,0.0,0.0,3.0,0,0,0,532.0,2.0
19,27.0,92.6,16,14.5,1.7,2.0,7.0,48.0,12,50,742,369.2,2.0
14,26.0,11.7,14,15.3,2.0,0.0,0.0,3.0,0,0,18,442.6,2.0
14,19.0,2.2,15,16.9,2.0,0.0,0.0,5.0,1,2,9,169.0,2.0
19,22.0,0.5,3,15.1,2.0,0.0,1.0,26.0,0,2,310,155.5,2.0
12,18.0,5.0,15,17.4,3.2,0.0,1.0,10.0,2,10,113,72.4,2.0
24,30.0,5.0,15,14.0,2.3,0.0,0.0,7.0,0,0,40,225.3,2.0
12,17.0,4.0,14,15.4,0.5,0.0,0.0,4.0,0,0,5,513.0,0.0
19,28.0,2.0,13,13.4,1.0,0.0,0.0,6.0,1,2,14,178.2,2.0
19,55.0,4.0,12,1.8,2.0,0.0,0.0,3.0,0,0,0,866.3,0.0
11,63.0,7.1,13,5.0,1.5,0.0,0.0,0.0,0,0,1,89.1,2.0
7,51.0,2.2,13,3.7,3.0,1.0,1.0,5.0,0,1,16,110.7,2.0
7,25.0,7.1,13,13.5,3.0,0.0,0.0,3.0,0,2,26,492.2,0.0
21,32.0,92.6,14,9.7,3.0,0.0,0.0,8.0,0,1,39,270.7,1.0
11,45.0,4.5,13,10.5,1.3,0.0,0.0,7.0,1,5,45,74.4,2.0
11,37.0,5.7,12,10.8,2.7,0.0,2.0,8.0,29,98,180,432.5,2.0
7,57.0,5.7,11,2.0,3.5,0.0,0.0,5.0,1,1,42,1119.1,2.0
24,56.0,5.0,12,3.5,5.0,0.0,0.0,3.0,1,1,10,409.3,2.0
21,31.0,14.0,12,15.2,5.0,0.0,1.0,5.0,1,7,62,63.0,2.0
24,32.0,11.0,11,13.6,10.7,1.0,4.0,13.0,3,26,47,204.8,0.0
12,17.0,27.1,11,16.3,4.0,0.0,0.0,3.0,1,3,18,283.6,1.0
24,29.0,15.0,11,16.6,7.3,0.0,2.0,11.0,0,8,112,350.3,2.0
21,29.0,15.0,11,16.6,6.7,1.0,2.0,16.0,6,19,339,273.5,2.0
19,33.0,1.6,11,14.5,7.7,0.0,0.0,7.0,1,3,95,418.0,2.0
24,75.0,0.7,12,7.5,6.5,0.0,0.0,4.0,0,0,19,134.0,2.0
21,33.0,0.5,3,13.3,8.7,0.0,0.0,1.0,0,0,24,260.8,2.0
21,17.0,27.1,11,16.3,3.7,0.0,0.0,3.0,2,3,18,169.5,2.0
21,62.0,7.1,12,11.1,5.5,0.0,1.0,4.0,0,17,40,358.9,2.0
21,34.0,7.5,11,13.4,7.5,0.0,0.0,5.0,1,1,46,268.0,2.0
17,26.0,2.9,11,17.4,5.3,0.0,0.0,6.0,0,1,166,309.9,2.0
21,36.0,5.0,12,10.3,4.0,0.0,0.0,9.0,0,1,110,422.9,0.0
21,62.0,7.1,12,11.1,5.0,1.0,1.0,5.0,14,19,51,100.9,2.0
25,49.0,89.3,12,6.8,4.0,0.0,2.0,28.0,0,7,368,566.3,2.0
21,28.0,85.3,12,8.5,5.5,0.0,4.0,44.0,6,106,797,150.9,2.0
21,28.0,89.3,12,10.7,3.0,2.0,8.0,37.0,17,46,466,208.1,2.0
21,23.0,2.0,10,12.0,4.5,0.0,1.0,5.0,0,0,15,237.9,2.0
14,34.0,2.6,10,13.8,1.5,0.0,1.0,4.0,0,3,17,1041.0,0.0
5,31.0,0.5,2,13.7,2.3,0.0,0.0,2.0,3,3,28,117.8,2.0
12,20.0,5.0,11,14.2,2.0,0.0,1.0,3.0,0,0,9,667.5,2.0
11,32.0,21.7,11,14.2,2.5,0.0,0.0,3.0,1,2,48,257.9,2.0
7,47.0,0.6,2,9.8,3.8,0.0,0.0,0.0,1,2,19,234.6,2.0
24,36.0,89.3,12,8.0,5.2,0.0,1.0,22.0,1,1,254,810.3,2.0
24,25.0,21.7,10,10.6,3.0,0.0,0.0,2.0,0,4,53,291.2,2.0
21,21.0,11.0,9,15.9,7.7,0.0,0.0,9.0,0,0,33,807.2,2.0
25,24.0,2.9,10,10.7,6.3,0.0,1.0,8.0,5,80,183,381.6,2.0
30,50.0,5.0,10,7.0,0.0,0.0,0.0,4.0,0,2,12,287.0,2.0
21,14.0,7.5,9,11.0,4.0,0.0,0.0,3.0,2,2,17,690.7,2.0
19,23.0,4.2,9,11.0,5.0,0.0,0.0,3.0,0,0,0,479.8,0.0
10,31.0,92.6,11,11.7,3.3,1.0,1.0,17.0,1,13,185,325.3,1.0
25,25.0,2.4,7,14.3,4.7,0.0,2.0,6.0,3,5,18,348.4,2.0
11,27.0,0.9,7,14.1,2.5,0.0,1.0,3.0,0,4,35,351.5,2.0
7,13.0,5.7,9,18.1,3.5,0.0,0.0,6.0,1,1,37,611.2,0.0
21,16.0,5.0,10,15.7,4.0,0.0,0.0,3.0,0,1,9,338.8,2.0
25,27.0,2.9,10,11.3,1.7,1.0,1.0,11.0,1,1,141,297.6,0.0
18,40.0,2.4,7,11.5,1.2,1.0,1.0,7.0,0,0,17,117.0,0.0
