diravg,dirmax,humidcurr,humidmin,humidrel,ocurcause,ocurdo,rainamount,raindays,riskavg,riskmax,tempavg,windavg,windmax,within_5km,within_10km,within_30km,within_5km_fact,within_10km_fact,within_30km_fact,height,scale_damage
SSW, ,0.0,0.0,10.0,논밭두렁소각,전북,6.5,9,0.0,0.0,19.8,2.7,0.0,0.0,0.0,6.0,0,0,35,462.9,-0.14632265860272742
SSW, ,0.0,0.0,17.0,정신박약자방화,강원,0.7,9,0.0,0.0,17.0,1.6,0.0,0.0,0.0,2.0,0,0,0,982.8,-1.5566357463379554
SSE, ,0.0,0.0,16.0,입산자실화추정,경북,6.0,9,0.0,0.0,18.5,2.9,0.0,0.0,0.0,3.0,0,0,6,226.2,1.2214521380782544
SSE, ,0.0,0.0,20.0,과수원쓰레기소각,충남,1.1,15,0.0,0.0,17.8,5.0,0.0,1.0,1.0,4.0,0,0,18,131.7,-0.6000958177541098
SSE, ,0.0,0.0,22.0,논밭두렁소각,전북,5.5,9,0.0,0.0,19.5,2.9,0.0,0.0,1.0,8.0,6,13,55,57.6,0.6818483126222414
ENE, ,0.0,0.0,24.0,논밭두렁소각,충북,1.7,11,0.0,0.0,17.7,1.4,0.0,0.0,1.0,4.0,0,0,2,221.2,1.686389561425612
SE, ,0.0,0.0,27.0,입산자실화추정,경북,7.5,9,0.0,0.0,16.5,3.2,0.0,0.0,0.0,5.0,0,0,20,332.1,1.5308426087024647
SW, ,0.0,0.0,18.0,논밭두렁소각,충북,2.5,11,0.0,0.0,16.0,1.4,0.0,0.0,1.0,4.0,1,1,2,424.6,1.3164406386706802
SW, ,0.0,0.0,37.0,담뱃불실화추정,충북,0.8,8,0.0,0.0,16.1,4.0,0.0,0.0,1.0,5.0,0,0,15,117.0,1.0613431694030944
W, ,0.0,0.0,40.0,쓰레기소각,전남,6.5,8,0.0,0.0,15.4,2.7,0.0,0.0,0.0,2.0,1,5,34,135.2,1.3804962610945568
S, ,0.0,0.0,35.0,쓰레기소각,전남,14.7,8,0.0,0.0,11.4,3.3,0.0,0.0,0.0,2.0,1,1,36,296.3,-1.3246101269326112
W, ,0.0,0.0,24.0,농산폐기물소각,충북,1.7,9,0.0,0.0,12.8,4.3,0.0,0.0,1.0,4.0,0,0,12,262.8,0.659146591123421
W, ,0.0,0.0,24.0,입산자실화추정,충북,1.7,9,0.0,0.0,12.8,4.3,0.0,0.0,1.0,4.0,0,0,12,262.8,1.1332312566831046
WNW, ,0.0,0.0,31.0,무속행위추정,충북,1.7,9,0.0,0.0,11.6,1.3,0.0,0.0,1.0,4.0,0,0,12,339.6,-1.3954478151253396
WNW, ,0.0,0.0,31.0,군사훈련,충북,1.7,9,0.0,0.0,11.6,1.3,0.0,0.0,0.0,5.0,0,0,5,396.5,-0.1860520797006372
WSW, ,0.0,0.0,17.0,농산폐기물소각,충북,6.3,7,0.0,0.0,11.4,5.8,0.0,0.0,1.0,3.0,0,0,1,301.6,-1.091353988695599
S, ,0.0,0.0,53.0,입산자실화추정,전남,14.7,6,0.0,0.0,10.8,6.5,0.0,0.0,1.0,4.0,14,19,46,325.0,-1.6514693821623077
SSW, ,0.0,0.0,46.0,입산자실화추정,대전,2.6,6,0.0,0.0,9.2,2.7,0.0,3.0,5.0,12.0,64,173,188,137.4,0.1362229827559498
WNW, ,0.0,0.0,36.0,담뱃불실화추정,제주,11.7,6,0.0,0.0,13.1,6.7,0.0,0.0,1.0,3.0,0,0,3,407.0,1.3921245674908875
WSW, ,0.0,0.0,63.0,입산자실화추정,인천,1.0,4,0.0,0.0,3.5,6.5,0.0,3.0,8.0,33.0,140,270,640,61.8,1.0530269157379333
SW, ,0.0,0.0,24.0,입산자실화추정,경북,16.0,3,0.0,0.0,2.4,3.2,0.0,0.0,0.0,0.0,0,0,2,826.9,0.3314680462338027
W, ,0.0,0.0,28.0,입산자실화추정,경기,1.5,3,0.0,0.0,2.0,2.3,0.0,0.0,0.0,4.0,0,1,7,195.5,0.9166018998349341
NE, ,0.0,0.0,34.0,담뱃불실화추정,충남,1.1,7,0.0,0.0,-0.4,9.3,0.0,0.0,0.0,4.0,0,10,47,117.6,1.58384259682632
WSW, ,0.0,0.0,24.0,입산자실화추정,인천,0.5,3,0.0,0.0,0.3,4.0,0.0,1.0,1.0,5.0,4,4,49,436.3,-1.5034434747744885
WNW, ,0.0,0.0,56.0,군사훈련,경기,1.4,11,0.0,0.0,7.3,2.7,0.0,0.0,0.0,4.0,0,0,2,434.3,0.9747319899470162
E, ,0.0,0.0,60.0,담뱃불실화추정,강원,0.7,12,0.0,0.0,0.3,2.0,0.0,0.0,0.0,1.0,0,0,0,1280.3,0.8125177025015273
N, ,0.0,0.0,39.0,입산자실화추정,전남,3.5,4,0.0,0.0,7.2,6.3,0.0,0.0,1.0,2.0,2,3,29,96.6,1.458021721419284
WNW, ,0.0,0.0,37.0,논밭두렁소각,충남,0.5,2,0.0,0.0,8.4,2.7,0.0,1.0,1.0,7.0,0,0,53,96.2,-1.5015508905038066
NW, ,0.0,0.0,35.0,보일러폭발,경남,1.4,3,0.0,0.0,2.5,3.2,0.0,1.0,2.0,17.0,10,20,317,326.9,1.1592342080054492
NW, ,0.0,0.0,51.0,어린이불장난추정,서울,0.8,6,0.0,0.0,-3.2,3.8,0.0,3.0,11.0,49.0,14,83,839,159.8,-1.4463995709442066
N, ,0.0,0.0,29.0,입산자실화추정,부산,1.4,1,0.0,0.0,6.5,6.7,0.0,1.0,1.0,13.0,2,8,209,457.9,-0.9088271930882834
NW, ,0.0,0.0,32.0,열차승객담뱃불실화추정,대전,0.5,1,0.0,0.0,3.2,3.7,0.0,0.0,2.0,13.0,11,47,190,160.8,0.6284995841539065
S, ,0.0,0.0,31.0,입산자실화추정,강원,0.5,23,0.0,0.0,2.1,4.8,0.0,0.0,0.0,3.0,0,0,0,1609.6,-1.6461353483967025
NW, ,0.0,0.0,15.0,입산자실화추정,강원,0.5,22,0.0,0.0,9.9,1.9,0.0,0.0,1.0,2.0,0,0,0,578.2,-1.2818791946308725
W, ,0.0,0.0,16.0,밭두렁소각,강원,1.2,4,0.0,0.0,9.5,4.9,0.0,1.0,1.0,3.0,0,0,0,287.9,1.1266916003344265
E, ,0.0,0.0,57.0,입산자실화추정,강원,0.7,7,0.0,0.0,1.9,2.7,0.0,0.0,0.0,2.0,0,0,0,1364.8,0.3430807592764174
W, ,0.0,0.0,16.0,밭두렁소각,강원,1.2,4,0.0,0.0,9.5,4.1,0.0,0.0,0.0,2.0,0,0,0,255.6,1.220899343592433
WNW, ,0.0,0.0,57.0,입산자실화추정,경북,1.1,8,0.0,0.0,12.1,4.2,0.0,1.0,1.0,1.0,0,0,1,199.4,1.4163702164696488
W, ,0.0,0.0,48.0,성묘객실화,강원,0.7,25,0.0,0.0,13.3,4.5,0.0,1.0,1.0,3.0,0,0,0,631.9,1.3527438647051073
S, ,0.0,0.0,40.0,어린이불장난,부산,1.4,5,0.0,0.0,13.7,5.3,0.0,2.0,5.0,14.0,77,124,206,326.1,-1.5135888435556943
NW, ,0.0,0.0,42.0,성묘객실화,전남,1.5,5,0.0,0.0,12.4,2.5,0.0,1.0,1.0,4.0,1,1,39,180.2,0.7188738908727056
WSW, ,0.0,0.0,53.0,성묘객실화,충남,4.5,14,0.0,0.0,6.3,0.5,0.0,0.0,0.0,4.0,0,0,13,59.5,-0.018858699878919305
S, ,0.0,0.0,33.0,성묘객실화,충북,0.8,13,0.0,0.0,5.4,1.2,0.0,0.0,1.0,2.0,0,0,4,152.3,-1.4960994426539975
NW, ,0.0,0.0,37.0,입산자실화추정,부산,1.4,3,0.0,0.0,2.2,1.0,0.0,1.0,2.0,14.0,11,41,215,639.8,0.9159461301018862
NW, ,0.0,0.0,22.0,입산자실화추정,경기,1.4,15,0.0,0.0,0.3,3.3,0.0,1.0,1.0,6.0,0,0,10,224.8,1.350165041980483
WNW, ,0.0,0.0,22.0,논밭두렁소각,강원,0.6,15,0.0,0.0,-1.3,1.2,0.0,0.0,0.0,1.0,0,0,0,395.3,1.4157291645785965
WNW, ,0.0,0.0,21.0,입산자실화추정,강원,2.6,20,0.0,0.0,-1.0,4.8,0.0,1.0,1.0,1.0,0,0,0,110.6,-0.9093586875390217
W, ,0.0,0.0,18.0,고압전선변압기폭발,부산,1.4,1,0.0,0.0,3.0,5.5,0.0,2.0,6.0,14.0,36,137,200,133.4,1.1967945275649965
NW, ,0.0,0.0,24.0,어린이불장난,울산,3.7,19,0.0,0.0,1.9,7.5,0.0,1.0,3.0,5.0,14,33,57,235.6,0.8994431754290928
NNW, ,0.0,0.0,28.0,성묘객실화,경기,3.1,14,0.0,0.0,-1.8,8.3,0.0,0.0,0.0,9.0,0,8,113,117.7,0.6637533837766662
W, ,0.0,0.0,28.0,취사행위,강원,0.6,13,0.0,0.0,0.5,8.0,0.0,0.0,1.0,2.0,0,0,0,1013.5,-1.6012958184216275
WSW, ,0.0,0.0,19.0,입산자실화추정,경북,6.0,56,0.0,0.0,9.6,6.2,0.0,0.0,1.0,3.0,0,2,10,368.4,1.6578767006562583
W, ,0.0,0.0,31.0,입산자실화추정,강원,0.6,10,0.0,0.0,7.5,1.1,0.0,1.0,1.0,3.0,0,0,0,262.1,0.11334292846996741
N, ,0.0,0.0,41.0,가옥화재비산,강원,3.4,9,0.0,0.0,6.7,2.3,0.0,0.0,0.0,2.0,0,0,0,927.7,-0.2681613734272428
N, ,0.0,0.0,40.0,입산자실화추정,부산,1.6,14,0.0,0.0,8.5,2.2,0.0,1.0,2.0,17.0,1,7,333,329.1,1.4005317171420892
SSW, ,0.0,0.0,23.0,논밭두렁소각,강원,0.6,7,0.0,0.0,2.6,2.3,0.0,0.0,0.0,4.0,0,0,2,328.2,1.004421590272667
WNW, ,0.0,0.0,21.0,입산자실화추정,경북,1.5,12,0.0,0.0,4.8,5.5,0.0,0.0,0.0,0.0,0,0,0,435.1,0.908746093888332
WSW, ,0.0,0.0,38.0,입산자실화추정,충북,1.7,6,0.0,0.0,-4.4,2.8,0.0,0.0,0.0,2.0,0,0,2,886.6,-0.2521361577607225
W, ,0.0,0.0,95.0,입산자실화추정,충북,0.5,10,0.0,0.0,-12.2,1.2,0.0,1.0,1.0,4.0,0,0,2,393.6,1.2861911380055968
W, ,0.0,0.0,18.0,어린이불장난,강원,0.6,5,0.0,0.0,-4.7,2.6,0.0,0.0,0.0,5.0,0,0,1,654.1,-1.4935316337217395
SW, ,0.0,0.0,19.0,주택화재,강원,0.7,10,0.0,0.0,2.0,7.3,0.0,0.0,2.0,2.0,0,0,0,158.8,-1.5459574114200139
WNW, ,0.0,0.0,32.0,입산자실화추정,경기,1.1,4,0.0,0.0,-0.7,9.9,0.0,0.0,1.0,2.0,0,0,2,290.3,-0.4858578980738205
SW, ,0.0,0.0,38.0,논밭두렁소각,충남,1.0,1,0.0,0.0,9.6,4.3,0.0,0.0,1.0,5.0,0,0,17,151.6,-0.11513519217635526
ENE, ,0.0,0.0,52.0,휴경지소각부주의,충북,0.5,1,0.0,0.0,5.4,1.2,0.0,0.0,1.0,6.0,0,0,6,470.8,1.5574610114382785
정온, ,0.0,0.0,79.0,입산자실화추정,경기,2.6,1,0.0,0.0,-2.8,0.0,0.0,1.0,2.0,21.0,12,47,251,190.1,1.3206176570015096
SW, ,0.0,0.0,80.0,입산자실화추정,인천,1.2,16,0.0,0.0,6.9,6.7,0.0,3.0,5.0,30.0,90,235,542,217.1,-1.3586042258544953
WNW, ,0.0,0.0,29.0,입산자실화추정,경북,1.0,38,0.0,0.0,3.3,3.8,0.0,0.0,0.0,0.0,0,0,3,690.3,-1.0483631254139396
ENE, ,0.0,0.0,32.0,입산자실화추정,강원,0.5,15,0.0,0.0,2.7,5.7,0.0,0.0,0.0,2.0,0,0,0,1273.0,-1.5595647558956123
NW, ,0.0,0.0,25.0,어린이불장난,대전,0.5,12,0.0,0.0,1.5,3.7,0.0,0.0,3.0,9.0,36,139,183,596.7,-1.4534120103569008
정온, ,0.0,0.0,46.0,입산자실화추정,경기,1.0,11,0.0,0.0,2.4,0.0,0.0,0.0,2.0,9.0,0,3,105,423.8,-1.2960607273055196
SW, ,0.0,0.0,24.0,어린이불장난,강원,0.5,9,0.0,0.0,0.5,1.6,0.0,0.0,0.0,2.0,0,0,0,728.3,-1.5495706074832536
W, ,0.0,0.0,56.0,입산자실화추정,대구,7.5,50,0.0,0.0,-0.9,2.3,0.0,0.0,2.0,10.0,0,9,44,427.1,1.1608302003190083
W, ,0.0,0.0,41.0,입산자실화추정,경북,22.1,37,0.0,0.0,4.1,5.7,0.0,0.0,0.0,0.0,0,0,2,53.9,0.6782662873530425
NW, ,0.0,0.0,28.0,방화추정,울산,0.8,42,0.0,0.0,0.6,8.3,0.0,0.0,3.0,5.0,3,27,54,189.8,1.5873383037482978
WNW, ,0.0,0.0,32.0,어린이불장난,전남,1.0,40,0.0,0.0,0.8,6.3,0.0,0.0,0.0,6.0,2,8,59,393.7,1.1609039887733192
WNW, ,0.0,0.0,38.0,입산자실화추정,전남,2.0,34,0.0,0.0,1.9,2.9,0.0,0.0,0.0,2.0,0,4,29,887.3,0.41076182017181023
NW, ,0.0,0.0,19.0,방화추정,울산,0.8,38,0.0,0.0,-2.8,7.0,0.0,0.0,3.0,5.0,3,27,54,189.8,1.6774288809022617
WSW, ,0.0,0.0,22.0,입산자실화추정,경북,4.5,41,0.0,0.0,-1.5,5.5,0.0,0.0,0.0,3.0,1,1,15,422.1,-1.4692154017766414
SSW, ,0.0,0.0,26.0,입산자실화추정,경북,4.5,39,0.0,0.0,9.0,1.1,0.0,0.0,0.0,3.0,1,1,14,291.7,-1.5071043293439392
NW, ,0.0,0.0,22.0,입산자실화추정,경북,4.5,36,0.0,0.0,8.0,5.3,0.0,1.0,1.0,2.0,0,0,12,234.0,-1.3946965543765821
W, ,0.0,0.0,49.0,입산자실화추정,부산,0.8,31,0.0,0.0,1.3,2.2,0.0,1.0,2.0,15.0,7,31,212,599.9,1.5791088067534538
NW, ,0.0,0.0,29.0,농산폐기물소각,부산,0.8,30,0.0,0.0,4.1,3.2,0.0,0.0,1.0,14.0,1,6,179,424.4,1.3116181819679908
정온, ,0.0,0.0,39.0,가옥화재비산,강원,1.5,21,0.0,0.0,-2.6,0.0,0.0,0.0,0.0,3.0,0,0,0,670.4,-1.5677671995899687
NW, ,0.0,0.0,17.0,입산자실화추정,울산,0.8,31,0.0,0.0,5.3,5.7,0.0,0.0,3.0,5.0,3,27,54,189.8,1.162157974236306
NNW, ,0.0,0.0,16.0,어린이불장난,부산,0.8,29,0.0,0.0,3.8,7.0,0.0,1.0,4.0,16.0,21,126,236,641.3,0.5218341153111928
NNE, ,0.0,0.0,68.0,입산자실화추정,전북,2.5,24,0.0,0.0,-3.5,1.1,0.0,0.0,0.0,3.0,0,0,12,264.0,0.7256126410972519
N, ,0.0,0.0,20.0,입산자실화추정,부산,0.8,28,0.0,0.0,2.3,4.2,0.0,1.0,4.0,14.0,46,104,207,156.4,1.655855696353811
WSW, ,0.0,0.0,21.0,입산자실화추정,경북,6.0,15,0.0,0.0,7.9,3.1,0.0,1.0,1.0,3.0,0,5,10,195.1,-0.9467699357240825
N, ,0.0,0.0,36.0,입산자실화추정,강원,2.1,21,0.0,0.0,8.0,1.8,0.0,1.0,1.0,2.0,0,0,0,188.4,0.6000958177541098
S, ,0.0,0.0,24.0,입산자실화추정,인천,0.5,18,0.0,0.0,8.2,2.0,0.0,2.0,4.0,30.0,36,215,616,91.2,-1.5111739657143963
NW, ,0.0,0.0,47.0,방화추정,부산,0.8,25,0.0,0.0,8.5,2.0,0.0,1.0,6.0,14.0,13,113,195,173.3,-1.6392694063926943
SE, ,0.0,0.0,81.0,입산자실화추정,경기,3.1,17,0.0,0.0,-2.0,0.3,0.0,0.0,4.0,41.0,6,79,544,327.0,0.3827403277797762
WNW, ,0.0,0.0,37.0,입산자실화추정,경북,7.5,26,0.0,0.0,3.0,2.7,0.0,0.0,0.0,11.0,0,0,47,501.7,1.318374418127644
NNE, ,0.0,0.0,40.0,입산자실화추정,광주,2.3,16,0.0,0.0,4.2,5.3,0.0,1.0,5.0,9.0,61,81,114,315.7,-1.4649715994329369
NW, ,0.0,0.0,27.0,입산자실화추정,경북,2.0,26,0.0,0.0,10.1,4.0,0.0,1.0,1.0,11.0,1,6,54,112.1,1.3774379297734791
N, ,0.0,0.0,53.0,입산자실화추정,부산,0.8,20,0.0,0.0,11.2,2.2,0.0,1.0,6.0,14.0,13,113,195,173.3,-1.6595537571216759
정온, ,0.0,0.0,87.0,입산자실화추정,전남,2.0,15,0.0,0.0,-1.0,0.1,0.0,0.0,0.0,3.0,0,4,50,55.0,1.036330968157108
정온, ,0.0,0.0,66.0,입산자실화추정,광주,2.3,14,0.0,0.0,4.9,0.2,0.0,0.0,0.0,11.0,0,3,114,265.4,0.7888140488070622
NNE, ,0.0,0.0,27.0,입산자실화추정,서울,2.7,10,0.0,0.0,7.9,0.5,0.0,2.0,9.0,45.0,24,208,627,527.4,-0.4556423905974877
정온, ,0.0,0.0,63.0,입산자실화추정,전북,2.5,13,0.0,0.0,-1.2,0.0,0.0,0.0,0.0,3.0,0,1,12,460.7,1.5831789038936392
NW, ,0.0,0.0,23.0,입산자실화추정,경남,0.5,13,0.0,0.0,5.3,2.9,0.0,0.0,1.0,3.0,1,1,16,852.8,1.4174076564120637
NW, ,0.0,0.0,32.0,입산자실화추정,부산,0.8,18,0.0,0.0,5.4,3.3,0.0,1.0,2.0,14.0,11,46,215,639.8,1.5216128312337014
WSW, ,0.0,0.0,39.0,입산자실화추정,울산,0.8,16,0.0,0.0,11.7,2.3,0.0,0.0,0.0,6.0,2,4,60,532.5,1.4979123901734004
W, ,0.0,0.0,24.0,밭두렁소각,경북,0.7,1,0.0,0.0,8.2,1.3,0.0,0.0,0.0,0.0,0,0,2,826.9,-0.07048385890704434
S, ,0.0,0.0,40.0,조명탄사격,인천,2.5,7,0.0,0.0,2.1,2.7,0.0,0.0,1.0,1.0,1,4,18,436.3,1.6503461684352572
WNW, ,0.0,0.0,28.0,입산자실화추정,강원,0.8,3,0.0,0.0,3.3,2.7,0.0,1.0,2.0,2.0,0,0,0,178.4,0.9695432667784147
NNW, ,0.0,0.0,35.0,입산자실화추정,부산,0.7,20,0.0,0.0,8.0,2.0,0.0,2.0,6.0,14.0,36,137,200,133.4,-1.4826078586992795
SSE, ,0.0,0.0,26.0,입산자실화추정,충남,0.8,3,0.0,0.0,4.2,1.8,0.0,0.0,0.0,7.0,0,0,16,317.7,0.240506329113924
WNW, ,0.0,0.0,41.0,입산자실화추정,부산,0.7,17,0.0,0.0,4.2,3.5,0.0,2.0,8.0,14.0,58,152,206,120.4,-0.6369212061152862
NE, ,0.0,0.0,61.0,입산자실화추정,충북,8.0,13,0.0,0.0,19.5,1.8,0.0,0.0,1.0,3.0,0,0,2,544.7,1.0367070710679265
SSW, ,0.0,0.0,54.0,입산자실화추정,전북,1.0,4,0.0,0.0,19.8,2.2,0.0,0.0,0.0,3.0,0,0,12,264.0,1.3305008320410379
NNW, ,0.0,0.0,60.0,입산자실화추정,전북,1.0,3,0.0,0.0,13.1,1.7,0.0,0.0,0.0,3.0,0,0,12,264.0,1.6043870568152512
NNW, ,0.0,0.0,25.0,전차사격중발화,경기,0.5,2,0.0,0.0,7.8,2.7,0.0,2.0,4.0,40.0,22,59,661,209.8,1.3369106523993484
SW, ,0.0,0.0,56.0,담뱃불실화,서울,12.0,6,0.0,0.0,15.9,6.2,0.0,1.0,7.0,41.0,11,124,471,811.1,-1.616332325891023
NE, ,0.0,0.0,45.0,입산자실화추정,경남,25.6,26,0.0,0.0,27.5,3.8,0.0,1.0,2.0,18.0,9,16,321,326.9,-1.0547894168019272
N, ,0.0,0.0,25.0,담뱃불실화,충북,9.0,26,0.0,0.0,27.1,3.3,0.0,1.0,1.0,6.0,0,0,7,256.5,-1.4974843405310434
N, ,0.0,0.0,35.0,성묘객실화,경남,9.0,16,0.0,0.0,26.6,2.3,0.0,0.0,0.0,9.0,1,4,157,169.4,0.9313419498426352
NW, ,0.0,0.0,36.0,등산객실화추정,충북,2.5,1,0.0,0.0,23.9,3.5,0.0,0.0,0.0,3.0,0,0,5,351.1,0.9841502348707837
NNE, ,0.0,0.0,52.0,성묘객실화,제주,7.9,23,0.0,0.0,26.3,6.3,0.0,0.0,1.0,3.0,0,1,4,575.0,1.248520480578358
SSW, ,0.0,0.0,44.0,등산객실화추정,서울,20.4,16,0.0,0.0,22.1,1.0,0.0,2.0,7.0,35.0,24,60,373,509.7,-1.5867286279919677
SW, ,0.0,0.0,22.0,등산객실화추정,경기,20.4,15,0.0,0.0,22.5,4.5,0.0,1.0,1.0,27.0,0,2,305,587.2,-1.139351490020165
WNW, ,0.0,0.0,49.0,입산자실화추정,경기,0.5,13,0.0,0.0,17.9,1.2,0.0,0.0,1.0,5.0,1,2,8,106.2,1.0071580075008473
S, ,0.0,0.0,60.0,입산자실화추정,경남,0.7,4,0.0,0.0,24.7,4.3,0.0,1.0,2.0,16.0,10,22,292,381.0,0.5198090501855088
SE, ,0.0,0.0,9.8,잔재물소각,전북,19.6,4,0.0,0.0,23.1,4.2,0.0,1.0,2.0,5.0,0,0,24,51.0,-1.4279284580070029
NNE, ,0.0,0.0,28.0,입산자실화추정,경북,4.5,14,0.0,0.0,28.0,0.6,0.0,0.0,0.0,3.0,0,0,20,323.7,1.3858863104268817
E, ,0.0,0.0,30.0,산나물채취자부주의,충북,0.5,5,0.0,0.0,25.1,4.8,0.0,0.0,1.0,4.0,0,0,2,524.6,0.9415193414984854
NW, ,0.0,0.0,40.0,입산자실화추정,강원,7.9,3,0.0,0.0,25.5,2.5,0.0,0.0,0.0,2.0,0,0,0,120.1,-1.5506651813599017
WSW, ,0.0,0.0,61.0,입산자실화추정,서울,0.5,3,0.0,0.0,24.4,5.5,0.0,2.0,10.0,49.0,11,88,829,159.8,-1.5459574114200139
WNW, ,0.0,0.0,29.0,휴경지소각,강원,2.1,5,0.0,0.0,31.6,5.3,0.0,0.0,0.0,1.0,0,0,0,1152.9,0.8857629673336862
W, ,0.0,0.0,25.0,입산자실화추정,대구,2.3,2,0.0,0.0,27.6,2.3,0.0,0.0,4.0,11.0,1,16,40,123.9,1.4264355367403558
S, ,0.0,0.0,33.0,산채채취자실화,강원,4.5,4,0.0,0.0,23.0,3.9,0.0,0.0,0.0,4.0,0,0,0,972.9,0.7517534815634844
S, ,0.0,0.0,39.0,입산자실화추정,강원,2.1,4,0.0,0.0,21.3,6.0,0.0,0.0,0.0,1.0,0,0,0,383.4,1.1498361544414055
W, ,0.0,0.0,52.0,산채채취자실화,전남,3.5,5,0.0,0.0,19.2,3.0,0.0,0.0,0.0,3.0,1,1,22,324.9,1.4061758423834445
SSE, ,0.0,0.0,80.0,포사격중발화,경기,37.0,4,0.0,0.0,15.0,0.5,0.0,0.0,0.0,4.0,0,0,2,434.3,1.0247189571588096
W, ,0.0,0.0,55.0,농산폐기물소각,충남,0.8,3,0.0,0.0,18.6,2.3,0.0,0.0,0.0,5.0,5,12,44,137.3,-0.35449503161757967
SSW, ,0.0,0.0,47.0,밭두렁소각,전북,6.0,3,0.0,0.0,23.1,3.1,0.0,0.0,1.0,2.0,0,0,9,707.0,1.2889649437193935
SW, ,0.0,0.0,38.0,포사격중발화,강원,2.8,4,0.0,0.0,20.1,1.3,0.0,0.0,1.0,3.0,0,0,1,277.2,1.1416230760977508
SW, ,0.0,0.0,15.0,밭두렁소각,충남,1.1,2,0.0,0.0,15.2,4.2,0.0,0.0,0.0,5.0,4,13,47,137.3,1.0935398527352245
W, ,0.0,0.0,25.0,감시원실화,충북,1.0,2,0.0,0.0,18.4,3.3,0.0,0.0,3.0,10.0,4,97,183,510.5,-1.5286892706209139
SW, ,0.0,0.0,26.0,쓰레기소각,서울,31.8,2,0.0,0.0,13.3,2.3,0.0,3.0,14.0,50.0,22,205,737,312.6,-1.5532798384889208
SSW, ,0.0,0.0,31.0,밭두렁소각,경북,2.0,3,0.0,0.0,19.5,1.5,0.0,0.0,0.0,10.0,0,0,43,1192.3,-0.2653607883688158
S, ,0.0,0.0,36.0,밭두렁소각,경남,6.5,4,0.0,0.0,22.1,2.6,0.0,0.0,1.0,3.0,2,8,40,212.6,1.1533018876265257
N, ,0.0,0.0,51.0,농산폐기물소각,전남,2.9,4,0.0,0.0,14.5,7.7,0.0,0.0,0.0,6.0,1,2,18,523.3,1.4220960230043604
ENE, ,0.0,0.0,22.0,농산폐기물소각,강원,1.0,4,0.0,0.0,16.4,2.0,0.0,0.0,0.0,3.0,0,0,0,887.1,1.2080334887234403
S, ,0.0,0.0,37.0,농산폐기물소각,전북,0.5,5,0.0,0.0,18.4,0.8,0.0,0.0,1.0,2.0,0,0,8,533.5,-0.7504044506699441
SSW, ,0.0,0.0,52.0,입산자실화추정,강원,0.5,3,0.0,0.0,13.6,1.0,0.0,0.0,0.0,2.0,0,0,0,888.7,1.246803001767912
SSW, ,0.0,0.0,47.0,입산자실화추정,부산,7.6,3,0.0,0.0,20.4,4.7,0.0,0.0,1.0,14.0,1,6,155,424.4,0.6203489779559396
WSW, ,0.0,0.0,6.0,밭두렁소각,경북,3.5,2,0.0,0.0,24.2,3.7,0.0,0.0,1.0,2.0,0,0,10,319.9,1.3110436640092857
WNW, ,0.0,0.0,40.0,입산자실화,충남,0.5,2,0.0,0.0,18.1,4.7,0.0,1.0,1.0,5.0,10,12,49,135.2,1.0996801949220463
WSW, ,0.0,0.0,34.0,쓰레기소각,전남,3.7,3,0.0,0.0,17.7,4.8,0.0,0.0,1.0,5.0,5,19,59,252.7,0.09139881685856896
W, ,0.0,0.0,16.0,담뱃불실화,충북,2.0,2,0.0,0.0,22.2,3.5,0.0,0.0,1.0,9.0,0,0,183,408.7,0.7080392204094365
WSW, ,0.0,0.0,24.0,입산자실화,충북,0.5,2,0.0,0.0,21.1,3.4,0.0,1.0,1.0,4.0,0,0,1,695.7,1.5224377920107164
NW, ,0.0,0.0,15.0,논두렁소각,경북,0.5,2,0.0,0.0,24.1,2.6,0.0,0.0,0.0,5.0,0,0,16,170.6,0.04760800578829327
NW, ,0.0,0.0,16.0,논두렁소각,경북,2.0,2,0.0,0.0,26.5,1.5,0.0,0.0,1.0,4.0,0,4,23,480.2,1.7256074594769886
WNW, ,0.0,0.0,49.0,성묘객실화,경기,31.0,3,0.0,0.0,18.3,3.7,0.0,1.0,2.0,26.0,0,4,330,386.5,1.2698248374216712
NW, ,0.0,0.0,16.0,밭두렁소각,경북,2.0,2,0.0,0.0,26.5,1.5,0.0,0.0,1.0,2.0,1,1,13,333.0,0.8447132010382807
W, ,0.0,0.0,41.0,성묘객실화,경기,26.0,3,0.0,0.0,18.7,5.0,0.0,0.0,1.0,10.0,0,0,39,264.4,1.1485984116928205
SSE, ,0.0,0.0,43.0,입산자실화추정,강원,15.5,18,0.0,0.0,19.4,2.2,0.0,0.0,1.0,2.0,0,0,0,278.0,1.233395824774295
S, ,0.0,0.0,19.0,밭두렁소각,대전,2.0,2,0.0,0.0,20.8,1.0,0.0,1.0,4.0,11.0,22,124,184,200.3,1.1898219299463355
NW, ,0.0,0.0,16.0,농산폐기물소각,경북,2.0,2,0.0,0.0,26.5,1.6,0.0,0.0,0.0,2.0,0,0,12,1034.2,1.3291085658041795
SSW, ,0.0,0.0,17.0,농산폐기물소각,강원,14.3,18,0.0,0.0,26.0,7.5,0.0,1.0,1.0,1.0,0,0,0,104.4,1.2220267023694191
WNW, ,0.0,0.0,28.0,입산자실화,강원,0.5,2,0.0,0.0,22.4,2.3,0.0,0.0,0.0,3.0,0,0,0,866.3,1.0864855163303393
